标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【LOGO设计】长沙市街头艺术发展协会LOGO设计,,6413人,61人,,圆满完成,,jealous1313,为提升品牌形象，现就本协会LOGO设计事宜，拟面向社会开启有奖设计征集：征集内容： 长沙市街头艺术发展协会LOGO设计方案 征集时间： 2023年10月8日-2020年10月15日 应征时间以电子邮件接收时间为准，征集截止时间后，送达作品均不具有应征资格。标志(logo)中文名称: 长沙市街头艺术发展协会，简称长沙街艺标志(logo)英文名称: Changsha Street Art Development Association主要英文单字:A、SA、CSSA一、设计要求1. logo要体现街头艺术，凸显品位、简洁明快、个性鲜明、富于美感、易于理解、易于记忆辨识、易于传播，具有较强感召力、亲和力和广告宣传效果。2. 本案我们接受任何形式的组合设计，中文、英文中英文组合、图形均可，以美观、档次、寓意为主3. 颜色:以暖色系为主 二、提交要求1、提交LOGO设计方案 LOGO应征作品设计方案，包括核心设计方案和扩展应用方案。LOGO请以A4幅面白底绘制，作品不限于平面设计稿，可附加三维立体造型，存储为JPG或TIF格式，分辨率不低于300dpi，同时须附上设计说明，。三、奖金设置此次征集设中标奖一名，税费自理。四、其他说明:湖南尚秦生物科技有限公司为长沙街头艺术发展协会发起单位。对于最终被采用的应征作品，其著作权、使用权等相关权利归湖南尚秦生物科技有限公司所有，湖南尚秦生物科技有限公司享有对作品进行修改和深化设计的权利。应征者不再享有与该作品著作权有关的任何权利。 二所有应征作品不得侵犯他人知识产权，所有因此而引发的法律责任由应征者自身承担，一经发现将取消资格、退还奖金。 三如果出现创意相同或类似的应征作品，则以收件时间来判别为第一创意者。 四应征作品恕不退还，请作者自留底稿。 五本次征集活动最终解释权归湖南尚秦生物科技有限公司所有。,2023-10-08,2023.11.20,任务编号：1059795,1500.0,,,隐形人设计工作室,,,,,工作室,一品,53分,,,,,企业电商详情页设计,"￥1000
            /起",产品字体设计,"￥500
            /起",产品海报设计,"￥1000
            /起",企业产品画册设计,"￥300
            /页",,,,,,,,,,,LOGO设计,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】泉州捷车会汽车俱乐部logo设计,,5125人,86人,,圆满完成,,psx323626,泉州捷车会汽车俱乐部是泉州德车荟汽车服务有限公司投资的高端汽车俱乐部，主要服务泉州地区保时捷、迈巴赫、大G、捷豹路虎，玛莎拉蒂，宾利等豪华品牌或者超豪华品牌车友，俱乐部目前处于筹建阶段，前期现先征集俱乐部logo创意设计，各位设计师可以充分发挥创意设计，设计要求原创，无同行业相似或雷同，尽量以简洁为主，能体现俱乐部高端定位最好。附德车荟汽车logo提供参考，实际设计不必受此影像。,2023-10-07,2024.03.28,任务编号：1059619,1305.0,,,凡人设计工作室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】设计一个logo,,1726人,38人,,圆满完成,,o59b2b40b24004,品牌中文名：孕美特，  根据中文名， 设计一个英文logo，只设计英文，不要中文,2023-10-07,2023.10.31,任务编号：1059618,500.0,,,东方创意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】网站立体logo设计,,1372人,44人,,圆满完成,,ganjue68,微析检测想设计一个W开头的立体LOGO可以参考下面网址的看下. 要求 简约.立体!https://www.hj-cert.com/,2023-10-06,2024.08.18,任务编号：1059485,500.0,,,一念阁 | 设计,,,,,个人,三品,45分,,,,,LOGO设计,价格面议,,,,,,,,,,,,,,,,,LOGO设计,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】光卓新材料logo设计,,690人,23人,,圆满完成,,jackchen1171,用光卓的首字母，设计LOGO，同时设计名片样式,2023-10-05,2023.10.23,任务编号：1059402,500.0,,,侠道视觉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【广告设计】二奢店门头设计,,956人,27人,,圆满完成,,o5be5bfd922432,长7.2米 高1.55米   名字叫万物聚收。 名表 名包 黄金 钻石 手机 名酒 等  铝塑板亚克力 或者灯箱都行  如果铝塑板亚克力要求醒目。灯箱的话是不是可以放点图片  看着发挥吧,2023-10-04,2023.10.21,任务编号：1059362,500.0,,,隐形人设计工作室,,,,,工作室,一品,53分,,,,,企业电商详情页设计,"￥1000
            /起",产品字体设计,"￥500
            /起",产品海报设计,"￥1000
            /起",企业产品画册设计,"￥300
            /页",,,,,,,,,,,广告设计,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】广告牌设计,,2273人,43人,,圆满完成,,威尊享e7QHB,广告牌尺寸：175cm( 高）870cm(宽）  广告牌内容：嵊州易心堂中医门诊部      要求：颜色和字体有中医特色,2023-10-01,2023.10.25,任务编号：1059283,500.0,,,苏州樵夫设计,,,,,个人,七品,37分,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】村标样式设计,,1988人,19人,,圆满完成,,茳soar,1.横沟桥镇，隶属湖北省咸宁市咸安区，由咸宁高新技术产业园区托管，地处咸安区中部，东与双溪桥镇、高桥镇相连，南与马桥镇为邻，西与官埠桥镇接壤，北与贺胜桥镇毗邻， 行政区域面积137.8平方千米。2.横沟桥镇名字由来：明正德年间（1506年—1521年），汪兴隆在此建一单孔石拱桥，取名横沟桥。设计以下三个村组村标样式：①孙田村历史文化：以基本农田示为主；八百年古柏保护名木；②凉亭垴历史文化：在凉亭垴村建设6个类型不同的乡村博物馆，分别是农耕文化记忆馆、古钱币展示馆、红色文化馆、汉陶馆、鄂南民俗艺术馆、文化书社，③长岭村历史文化：战斗英雄镇万明；长岭田园综合体乡村旅游，古商业街文化、农耕文化注入产业提升中，以传统文化吸引更多游客纷至沓来，带动美丽经济；80亩湘莲种植地；3.要求入口村标样式醒目，具有代表性。4.主要围绕孙田村 、凉亭垴、长岭村三个村湾文化元素进行提炼，设计村标（投稿方案总数应有于五个，每个村湾至少出一稿）。,2023-09-28,2024.03.25,任务编号：1059184,720.0,,,润和设计室,,,,,个人,六品,40分,,,,,网页/APP/小程序界面设计,价格面议,平面项目类设计,价格面议,LOGO设计,价格面议,电商全案设计,价格面议,,,,,,,,,,,LOGO设计,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】公司logo设计征集,,10112人,116人,,圆满完成,,麦阁4wFJB,"一、公司LOGO设计要求：1、公司为一家隐形眼镜公司，要求LOGO上有“ OO ”字母，以OO为眼睛展开设计，其余自由发挥；如有更好的创意亦可不考虑有OO字母；LOGO要构图清晰、明快、简洁、大方、形神统一，色调和谐、易记忆、富有视觉冲（和谐）击力，可在各种场合、标牌和载体上使用，便于制作和传播。2、LOGO设计应简洁明了、画面色彩符合美学艺术，符合公司行业特色，不得与其他公司设计雷同。3、请提供LOGO的标准制图，标准色、辅助色、英文标准字体、标准色设计应笔划简洁，识别性强，视觉传播效果理想，与LOGO能够 有机结合。4、附上创意说明。二、投稿要求1、稿件为矢量图或不小于300dpi可用于印刷制作的作品源文件，注明标准比例、标准色、字体和尺寸。2、设计稿件附带100-200字左右的文字说明。说明设计意图、创作理念。3、附上1-3个LOGO应用效果图三、知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2023-09-28,2023.12.11,任务编号：1059136,1243.0,,,诸侯视觉,,,,,工作室,一品,145分,,,,,诸侯视觉logo标志设计,"￥500
            /次",商城全店装修5000,￥5000,VI视觉DESIGN,"￥3000
            /日",,,,,,,,,,,,,LOGO设计,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【包装设计】注塑杯膜内贴图案设计,,1364人,13人,,圆满完成,,o5aab2a4bcda02,本人开了间咖啡奶茶店，其中使用了700ml与520ml的注塑杯，印刷方式为膜内贴。现寻救帮忙设计杯子上的图案，要求按喜茶的杯子方向设计，或比其更好看的，现附上我现在用开的图案作了解，谢谢！,2023-09-27,2024.03.29,任务编号：1059013,300.0,,,游鲸印记文化传媒有限公司,,,,,企业,四品,68分,总 46 次中标，交易总金额,￥1.29万,,,主图设计/活动页面设计/网页设计,"￥599
            /起",电商设计/PS修图/图片处理/详情页设计,"￥888
            /起",排版设计/党建文化/书籍装帧/展示设计,"￥599
            /起",折页设计/门头设计/菜单菜谱设计/横幅设计,"￥400
            /起",,,,,,,,,,,包装设计,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】心理咨询行业logo设计,,1151人,36人,,圆满完成,,威品堂kfEXz,名称：yooin心理设计要求：1.设计名称：Yooin心理2.logo需要心理行业的元素3.需要字体设计4.有质感5.我们主要使用的场景是线上（微信小程序LOGO、自媒体平台头像等）6.必须原创需要提供效果图和设计理想7.LOGO黑白稿、AI/PDF/JPG/PNG文件寓意：1、 要引导，我们要做能够引导有心理疾病的来访者的承载者,2023-09-25,2023.10.17,任务编号：1058828,500.0,,,金生设计室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【字体设计】医药公司宣传语字体设计,,1321人,24人,,圆满完成,,pgs2023,一、文本内容治咳嗽找潘高寿分清咳嗽 对症用药（投稿需包含以上两段文字 其中重点为治咳嗽找潘高寿） 二、字体设计内容围绕一的文本内容进行广告语的艺术字体设计（横版、竖版） 三、设计要求1、设计笔触可以是大气浑厚的毛笔字或是创意型艺术字体设计，要求有较强的可识别性，有利于品牌的传播。2、入选作者需提交高精度的ai或psd、cdr等格式的矢量文件。3、采用后部分修改需配合。4、参选作品或任何用于创作参选作品的素材均不得侵犯第三方的任何著作权、商标权、专有权利或其他权利。,2023-09-25,2023.10.25,任务编号：1058679,600.0,,,TOP拓普设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,字体设计,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】园艺木制品企业Logo,,1398人,35人,,圆满完成,,o5a7ba1c4afd79,"田园风格，体现出 简约大气 天然温馨 ，给人深刻的第一印象，可以不含字母，也可以包含字母，我们的常用字母组合是 TTT， GG, Gallop Global。绝对不能抄袭其他品牌，要求绝对独立设计。",2023-09-23,2024.03.29,任务编号：1058603,500.0,,,塔米设计工作室,,,,,工作室,四品,39分,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】扬州市电动车协会标志设计,,578人,20人,,圆满完成,,o5ecf****42589,扬州市电动车协会 Yangzhou electric Vehicle Association 标志设计标志设计符合以下条件：1、具有电动车行业特征；2、具有扬州市地理区域特征；3、运用元素：     1）、扬州市地方名胜、标志性元素；     2）、电动车元素；      3）、标志简洁、大气，符合全国闻名的都市气场身份。,2023-09-19,2023.10.02,任务编号：1058099,500.0,,,第9号设计工作室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】餐厅logo设计,,1180人,29人,,圆满完成,,助威者0nnli,餐厅名称:老哚你好清真小食堂要求:本餐厅为清真餐厅，logo设计要求简洁，清爽，突出清真元素。还需要设计 门头效果。,2023-09-19,2023.10.07,任务编号：1058097,500.0,,,雨夜设计工作室,,,,,工作室,一品,68分,,,,,高端logo设计,"￥1500
            /起",包装设计,"￥3000
            /起",VI设计,"￥8888
            /起",,,,,,,,,,,,,LOGO设计,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【海报设计】澳洲进口牛肉超市卖场海报设计,,2074人,29人,,圆满完成,,聚优nvUHX,我们要在超市悬挂我们的产品海报，目的消费者看到海报后就有购买的欲望。产品特色：100%澳洲进口M5等级牛肉（绝对是真的）（澳洲M5等级的牛肉是很稀有，性价比最好的高端牛肉）我们对标的是山姆会员店：比山姆的牛肉等级要高，价格要低；100%真实，100%安全，100%原切要求：消费者看到海报后，有一种信任的感觉（国内的假牛肉，以次充好的牛肉太多了，我们仅做好牛肉），并能产生驻足了解，进一步有消费的欲望。牛肉是健康、品质生活的标志；澳洲牛肉又是牛肉臻品中的珍品；M5等级牛肉不仅有明显的大理石纹，又比普通谷饲牛肉口感好很多；山姆会员店卖的都是普通谷饲牛肉，我们卖的是M5等级的谷饲牛肉，而且价格还比他们低；我们是贸易商直供，没有任何中间环节，海外优质牧场搬运工。以上仅是开始，我们后面还有很多的设计，如包装盒，各种海报，节日礼盒，产品手册等，这次选择出优秀的设计人员后，后期会长期合作。,2023-09-18,2023.09.27,任务编号：1057969,500.0,,,友喆科技,,,,,企业,七品,41分,,,,,原创logo设计公司品牌图标图文标志字体商标设计,"￥888
            /起",企业VI全套定制·公司vi应用系统·企业标准色·VIS升级,"￥1998
            /起",创意广告设计·产品图册·电商广告·产品海报·宣传单·企业画册,"￥300
            /页",创意包装设计·餐饮快销副食包装袋·瓶贴标贴·茶叶酒水饮料包装,"￥1480
            /起",,,,,,,,,,,海报设计,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
【LOGO设计】公司LOGO设计,,6958人,48人,,圆满完成,,茄子0871,一、公司LOGO设计要求：1、公司名称为“Mandarin Supermart Inc. ”；和公司名称为“ATOMI  Department Store . ”这两个公司logo设计LOGO图形或英文文字皆可，请设计师自由发挥；可用英文简写、“Mandarin”；“ATOMI ”本公司从事“日用百货零售批发”。LOGO要构图清晰、明快、简洁、大方、形神统一，色调和谐、易记忆、富有视觉冲（和谐）击力，可在各种场合、标牌和载体上使用，便于制作和传播。2、LOGO设计应简洁明了、画面色彩符合美学艺术，符合公司行业特色，不得与其他公司设计雷同。3、请提供LOGO的标准制图，标准色、辅助色、英文标准字体、标准色设计应笔划简洁，识别性强，视觉传播效果理想，与LOGO能够 有机结合。4、附上创意说明。二、投稿要求1、稿件为矢量图或不小于300dpi可用于印刷制作的作品源文件，注明标准比例、标准色、字体和尺寸。2、设计稿件附带100-200字左右的文字说明。说明设计意图、创作理念。3、参选作品或任何用于创作参选作品的素材均不得侵犯第三方的任何著作权、商标权、专有权利或其他权利。4、附上1-3个LOGO应用效果图,2023-09-18,2024.03.29,任务编号：1057935,800.0,,,隐形人设计工作室,,,,,工作室,一品,53分,,,,,企业电商详情页设计,"￥1000
            /起",产品字体设计,"￥500
            /起",产品海报设计,"￥1000
            /起",企业产品画册设计,"￥300
            /页",,,,,,,,,,,LOGO设计,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
