标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,知识
【VI设计】企业VI及宣传册设计,https://task.epwk.com/442551/,251人,1人,"¥27,500",圆满完成,https://task.epwk.com/page2547.html?m=6&o=7,企业VI及宣传册设计,直接雇佣￥ 27500,￥ 27500,任务编号：442551,2000-2900.csv,,"企业VI, 宣传册设计"
设计一套换肤系统,https://task.epwk.com/442566/,68人,1人,"¥16,500",圆满完成,https://task.epwk.com/page2547.html?m=6&o=7,设计一套换肤系统,直接雇佣￥ 16500,￥ 16500,任务编号：442566,2000-2900.csv,,"换肤系统, 系统设计"
【影视拍摄】不锈钢产品摄影,https://task.epwk.com/442569/,287人,1人,"¥7,200",圆满完成,https://task.epwk.com/page2547.html?m=6&o=7,不锈钢产品摄影,直接雇佣￥ 7200,￥ 7200,任务编号：442569,2000-2900.csv,,"不锈钢产品, 摄影"
【其他工具软件】Java开发桌面设计程序,https://task.epwk.com/442580/,426人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2547.html?m=6&o=7,Java开发桌面设计程序,直接雇佣￥ 1500,￥ 1500,任务编号：442580,2000-2900.csv,,"Java开发, 桌面程序, 界面设计"
【LOGO设计】全屋整装LOGO设计,https://task.epwk.com/442584/,217人,1人,¥200,圆满完成,https://task.epwk.com/page2547.html?m=6&o=7,全屋整装LOGO设计,直接雇佣￥ 200,￥ 200,任务编号：442584,2000-2900.csv,,"全屋整装, LOGO设计"
【企业官网】工程建设公司网站建设,https://task.epwk.com/442585/,162人,1人,"¥4,192",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,工程建设公司网站建设,直接雇佣￥ 4192,￥ 4192,任务编号：442585,2000-2900.csv,,"工程建设公司, 网站建设"
【其他软件开发】二次开发,https://task.epwk.com/442586/,220人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,二次开发,直接雇佣￥ 8000,￥ 8000,任务编号：442586,2000-2900.csv,,二次开发
【广告设计】掌上生活用品购物返利端广告图及流程图设计,https://task.epwk.com/442594/,251人,1人,¥100,圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,掌上生活用品购物返利端广告图及流程图设计,直接雇佣￥ 100,￥ 100,任务编号：442594,2000-2900.csv,,"购物返利端, 广告图, 流程图"
【企业官网】游戏类门户网站,https://task.epwk.com/442628/,326人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,游戏类门户网站,直接雇佣￥ 50000,￥ 50000,任务编号：442628,2000-2900.csv,,"游戏网站, 门户网站"
【OA系统】养老管理系统定制,https://task.epwk.com/442629/,1402人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,养老管理系统定制,直接雇佣￥ 35000,￥ 35000,任务编号：442629,2000-2900.csv,,"养老管理, 系统定制"
【其他软件开发】成套系统平台开发,https://task.epwk.com/442633/,325人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,成套系统平台开发,直接雇佣￥ 30000,￥ 30000,任务编号：442633,2000-2900.csv,,"成套系统, 平台开发"
【APP开发】类似淘宝的App 开发,https://task.epwk.com/442634/,141人,1人,"¥17,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,类似淘宝的App 开发,直接雇佣￥ 17000,￥ 17000,任务编号：442634,2000-2900.csv,,"类似淘宝的App, App开发, 电商平台"
【OA系统】办公系统开发一期,https://task.epwk.com/442644/,1464人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,办公系统开发一期,直接雇佣￥ 35000,￥ 35000,任务编号：442644,2000-2900.csv,,"办公系统, 系统开发"
【OA系统】办公系统开发二期,https://task.epwk.com/442645/,1369人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,办公系统开发二期,直接雇佣￥ 45000,￥ 45000,任务编号：442645,2000-2900.csv,,"办公系统, 系统开发, 二期"
【网站UI设计】官网页面优化设计,https://task.epwk.com/442672/,258人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,官网页面优化设计,直接雇佣￥ 10000,￥ 10000,任务编号：442672,2000-2900.csv,,"官网页面, 优化设计"
【包装设计】包装设计,https://task.epwk.com/442695/,115人,1人,"¥18,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,包装设计,直接雇佣￥ 18000,￥ 18000,任务编号：442695,2000-2900.csv,,包装设计
【其他软件开发】复制软件剩余70%佣金,https://task.epwk.com/442713/,397人,1人,"¥4,200",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,复制软件剩余70%佣金,直接雇佣￥ 4200,￥ 4200,任务编号：442713,2000-2900.csv,,"复制软件, 佣金"
【安全服务】内部系统开发,https://task.epwk.com/442716/,1743人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,内部系统开发,直接雇佣￥ 30000,￥ 30000,任务编号：442716,2000-2900.csv,,"内部系统, 开发"
语茶社LOGO设计,https://task.epwk.com/442728/,98人,1人,¥500,圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,语茶社LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：442728,2000-2900.csv,,"语茶社, LOGO设计"
羽绒服 包装袋设计,https://task.epwk.com/442729/,131人,1人,¥800,圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,羽绒服 包装袋设计,直接雇佣￥ 800,￥ 800,任务编号：442729,2000-2900.csv,,"羽绒服, 包装袋设计"
聚V吧VI设计,https://task.epwk.com/442731/,113人,1人,"¥7,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,聚V吧VI设计,直接雇佣￥ 7000,￥ 7000,任务编号：442731,2000-2900.csv,,"VI设计, 聚V吧"
T票通VI设计,https://task.epwk.com/442732/,278人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,T票通VI设计,直接雇佣￥ 10000,￥ 10000,任务编号：442732,2000-2900.csv,,"T票通, VI设计"
【VI设计】5680公司vi设计,https://task.epwk.com/442736/,194人,1人,"¥5,680",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,5680公司vi设计,直接雇佣￥ 5680,￥ 5680,任务编号：442736,2000-2900.csv,,公司vi设计
【宣传册设计】英吉利剃须刀画册,https://task.epwk.com/442745/,212人,1人,"¥13,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,英吉利剃须刀画册,直接雇佣￥ 13000,￥ 13000,任务编号：442745,2000-2900.csv,,"英吉利剃须刀, 画册"
【企业官网】互助网站建设对接app,https://task.epwk.com/442752/,397人,1人,"¥16,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,互助网站建设对接app,直接雇佣￥ 16000,￥ 16000,任务编号：442752,2000-2900.csv,,"互助网站, app对接"
【APP界面设计】一款大型网游ui设计,https://task.epwk.com/442753/,252人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,一款大型网游ui设计,直接雇佣￥ 40000,￥ 40000,任务编号：442753,2000-2900.csv,,"大型网游, UI设计"
【APP界面设计】一款大型网游ui设计,https://task.epwk.com/442754/,349人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,一款大型网游ui设计,直接雇佣￥ 30000,￥ 30000,任务编号：442754,2000-2900.csv,,"大型网游, UI设计"
【VI设计】海产品整套VI设计,https://task.epwk.com/442755/,279人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,海产品整套VI设计,直接雇佣￥ 30000,￥ 30000,任务编号：442755,2000-2900.csv,,"海产品, VI设计"
【VI设计】集团整套VI设计,https://task.epwk.com/442756/,291人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,集团整套VI设计,直接雇佣￥ 40000,￥ 40000,任务编号：442756,2000-2900.csv,,"集团VI设计, 品牌视觉系统"
【企业官网】食品厂网站开发,https://task.epwk.com/442757/,158人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,食品厂网站开发,直接雇佣￥ 40000,￥ 40000,任务编号：442757,2000-2900.csv,,"食品厂网站, 网站开发"
【网站UI设计】官方网站整站网页设计,https://task.epwk.com/442760/,293人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,官方网站整站网页设计,直接雇佣￥ 40000,￥ 40000,任务编号：442760,2000-2900.csv,,"官方网站, 网页设计"
【APP开发】类似淘宝APP开发,https://task.epwk.com/442761/,236人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,类似淘宝APP开发,直接雇佣￥ 30000,￥ 30000,任务编号：442761,2000-2900.csv,,"淘宝APP, APP开发"
【企业官网】三级分销商城制作尾款,https://task.epwk.com/442762/,194人,1人,"¥12,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,三级分销商城制作尾款,直接雇佣￥ 12000,￥ 12000,任务编号：442762,2000-2900.csv,,"三级分销商城, 尾款"
【微信开发】微信公众号开发,https://task.epwk.com/442763/,218人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,微信公众号开发,直接雇佣￥ 40000,￥ 40000,任务编号：442763,2000-2900.csv,,"微信公众号, 开发"
【印刷出版】企业宣传册印刷,https://task.epwk.com/442766/,180人,1人,"¥5,400",圆满完成,https://task.epwk.com/page2546.html?m=6&o=7,企业宣传册印刷,直接雇佣￥ 5400,￥ 5400,任务编号：442766,2000-2900.csv,,"企业宣传册, 印刷"
房地产VI设计,https://task.epwk.com/442769/,128人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,房地产VI设计,直接雇佣￥ 30000,￥ 30000,任务编号：442769,2000-2900.csv,,"房地产, VI设计"
【宣传册设计】户外海报印刷,https://task.epwk.com/442770/,159人,1人,"¥6,600",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,户外海报印刷,直接雇佣￥ 6600,￥ 6600,任务编号：442770,2000-2900.csv,,"户外海报, 印刷"
【海报设计】2016大赛和课程设计,https://task.epwk.com/442777/,713人,1人,¥350,圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,2016大赛和课程设计,直接雇佣￥ 350,￥ 350,任务编号：442777,2000-2900.csv,,"2016大赛, 课程设计"
【手机网站】生产型网站开发,https://task.epwk.com/442782/,211人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,生产型网站开发,直接雇佣￥ 30000,￥ 30000,任务编号：442782,2000-2900.csv,,"网站开发, 生产型网站"
健身房管理系统（XGJ）——第一期（定金）,https://task.epwk.com/442784/,129人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,健身房管理系统（XGJ）——第一期（定金）,直接雇佣￥ 10000,￥ 10000,任务编号：442784,2000-2900.csv,,"健身房管理系统, 系统开发, 第一期"
【APP开发】社区O2O项目AAP制作,https://task.epwk.com/442788/,194人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,社区O2O项目AAP制作,直接雇佣￥ 50000,￥ 50000,任务编号：442788,2000-2900.csv,,"社区O2O, AAP制作"
【APP开发】打车的APP开发,https://task.epwk.com/442789/,142人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,打车的APP开发,直接雇佣￥ 35000,￥ 35000,任务编号：442789,2000-2900.csv,,"打车, APP开发"
【小程序开发】新闻客户端开发,https://task.epwk.com/442790/,201人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,新闻客户端开发,直接雇佣￥ 30000,￥ 30000,任务编号：442790,2000-2900.csv,,"新闻客户端, 开发"
【APP开发】手机APP整体设计开发,https://task.epwk.com/442804/,319人,1人,"¥49,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,手机APP整体设计开发,直接雇佣￥ 49000,￥ 49000,任务编号：442804,2000-2900.csv,,"手机APP, 整体设计, 开发"
【OA系统】物流公司的办公系统开发,https://task.epwk.com/442805/,1463人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,物流公司的办公系统开发,直接雇佣￥ 40000,￥ 40000,任务编号：442805,2000-2900.csv,,"物流系统, 办公系统, 企业系统"
【VI设计】餐饮公司的VI设计,https://task.epwk.com/442806/,224人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,餐饮公司的VI设计,直接雇佣￥ 10000,￥ 10000,任务编号：442806,2000-2900.csv,,"餐饮公司, VI设计"
【APP开发】视频门户网站开发,https://task.epwk.com/442807/,874人,1人,"¥42,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,视频门户网站开发,直接雇佣￥ 42000,￥ 42000,任务编号：442807,2000-2900.csv,,"视频门户网站, 开发"
【VI设计】旅行社VI设计,https://task.epwk.com/442808/,294人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,旅行社VI设计,直接雇佣￥ 15000,￥ 15000,任务编号：442808,2000-2900.csv,,"旅行社, VI设计"
【OA系统】信息管理系统开发一期,https://task.epwk.com/442814/,1461人,1人,"¥39,300",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,信息管理系统开发一期,直接雇佣￥ 39300,￥ 39300,任务编号：442814,2000-2900.csv,,"信息管理系统, 系统开发"
【OA系统】信息管理系统开发二期,https://task.epwk.com/442815/,1449人,1人,"¥36,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,信息管理系统开发二期,直接雇佣￥ 36000,￥ 36000,任务编号：442815,2000-2900.csv,,"信息管理系统, 系统开发, 二期"
【微信开发】快乐旅行网微信开发,https://task.epwk.com/442820/,324人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,快乐旅行网微信开发,直接雇佣￥ 35000,￥ 35000,任务编号：442820,2000-2900.csv,,"快乐旅行网, 微信公众号"
【APP开发】快乐旅行网APP开发一期,https://task.epwk.com/442821/,267人,1人,"¥42,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,快乐旅行网APP开发一期,直接雇佣￥ 42000,￥ 42000,任务编号：442821,2000-2900.csv,,"快乐旅行网, APP开发, 旅行服务"
【咨询服务】云服务器租用,https://task.epwk.com/442833/,481人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,云服务器租用,直接雇佣￥ 5000,￥ 5000,任务编号：442833,2000-2900.csv,,"云服务器, 租用"
【海报设计】晨光SI海报设计系列,https://task.epwk.com/442836/,280人,1人,"¥8,290",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,晨光SI海报设计系列,直接雇佣￥ 8290,￥ 8290,任务编号：442836,2000-2900.csv,,"晨光SI海报, 海报设计, 系列设计"
【APP开发】医疗公司预约APP开发,https://task.epwk.com/442844/,120人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,医疗公司预约APP开发,直接雇佣￥ 45000,￥ 45000,任务编号：442844,2000-2900.csv,,"医疗公司, 预约系统, APP开发"
【微信开发】医疗器械公司微信公众号开发,https://task.epwk.com/442848/,487人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,医疗器械公司微信公众号开发,直接雇佣￥ 30000,￥ 30000,任务编号：442848,2000-2900.csv,,"医疗器械公司, 微信公众号"
门户网站仿站开发,https://task.epwk.com/442852/,477人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,门户网站仿站开发,直接雇佣￥ 40000,￥ 40000,任务编号：442852,2000-2900.csv,,"门户网站, 仿站开发"
PC和移动端一体的营销型网站开发,https://task.epwk.com/442854/,358人,1人,"¥40,001",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,PC和移动端一体的营销型网站开发,直接雇佣￥ 40001,￥ 40001,任务编号：442854,2000-2900.csv,,"营销型网站, 移动端, PC端"
开发一个以葡萄为主的APP,https://task.epwk.com/442874/,116人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,开发一个以葡萄为主的APP,直接雇佣￥ 20000,￥ 20000,任务编号：442874,2000-2900.csv,,"葡萄, APP开发, 应用设计"
【营销型网站】仿团购网站建设,https://task.epwk.com/442875/,416人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,仿团购网站建设,直接雇佣￥ 35000,￥ 35000,任务编号：442875,2000-2900.csv,,"团购网站, 仿建"
【营销型网站】定制基于社交圈的众筹网站,https://task.epwk.com/442878/,354人,1人,"¥38,000",圆满完成,https://task.epwk.com/page2545.html?m=6&o=7,定制基于社交圈的众筹网站,直接雇佣￥ 38000,￥ 38000,任务编号：442878,2000-2900.csv,,"社交圈, 众筹网站, 定制开发"
