标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
【VI设计】商旅公司部分VI及宣传册设计,https://task.epwk.com/291577/,238人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,商旅公司部分VI及宣传册设计,直接雇佣￥ 5000,￥ 5000,任务编号：291577,3153-3304.csv,,,"商旅公司, VI设计, 宣传册设计"
【小程序开发】有App功能的WEB系统,https://task.epwk.com/291613/,665人,1人,"¥15,150",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,有App功能的WEB系统,直接雇佣￥ 15150,￥ 15150,任务编号：291613,3153-3304.csv,,,"App功能, WEB系统"
【专业代笔】文案修改及文章写作,https://task.epwk.com/291653/,579人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,文案修改及文章写作,直接雇佣￥ 1600,￥ 1600,任务编号：291653,3153-3304.csv,,,"文案修改, 文章写作"
【前端开发】把设计图变成html,https://task.epwk.com/291681/,1769人,1人,¥300,圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,把设计图变成html,直接雇佣￥ 300,￥ 300,任务编号：291681,3153-3304.csv,,,"设计图, HTML, 页面设计"
【其他工业设计】模型打样（首期）,https://task.epwk.com/291738/,1474人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,模型打样（首期）,直接雇佣￥ 3000,￥ 3000,任务编号：291738,3153-3304.csv,,,"模型打样, 首期"
【企业官网】某网站开发,https://task.epwk.com/291740/,216人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,某网站开发,直接雇佣￥ 1500,￥ 1500,任务编号：291740,3153-3304.csv,,,网站开发
【LOGO设计】凯悦旅游LOGO以及一句宣传语,https://task.epwk.com/291778/,199人,1人,¥200,圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,凯悦旅游LOGO以及一句宣传语,直接雇佣￥ 200,￥ 200,任务编号：291778,3153-3304.csv,,,"凯悦旅游, LOGO, 宣传语"
【微信开发】微信定制开发,https://task.epwk.com/291781/,374人,1人,"¥15,000",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,微信定制开发,直接雇佣￥ 15000,￥ 15000,任务编号：291781,3153-3304.csv,,,"微信定制, 软件开发"
【LOGO设计】可注册商标,https://task.epwk.com/291791/,191人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,可注册商标,直接雇佣￥ 1000,￥ 1000,任务编号：291791,3153-3304.csv,,,可注册商标
【海报设计】宣传海报,https://task.epwk.com/291792/,260人,1人,¥500,圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,宣传海报,直接雇佣￥ 500,￥ 500,任务编号：291792,3153-3304.csv,,,宣传海报
【名片设计】公司名片,https://task.epwk.com/291793/,489人,1人,¥200,圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,公司名片,直接雇佣￥ 200,￥ 200,任务编号：291793,3153-3304.csv,,,公司名片
【企业官网】公司网站,https://task.epwk.com/291794/,244人,1人,"¥4,800",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,公司网站,直接雇佣￥ 4800,￥ 4800,任务编号：291794,3153-3304.csv,,,公司网站
【产品推广】seo优化流量提升排名提升加整改,https://task.epwk.com/291798/,404人,1人,"¥3,400",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,seo优化流量提升排名提升加整改,直接雇佣￥ 3400,￥ 3400,任务编号：291798,3153-3304.csv,,,"seo优化, 流量提升, 排名提升, 整改"
【网站优化方案】软文发布,https://task.epwk.com/291865/,308人,1人,"¥13,940",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,软文发布,直接雇佣￥ 13940,￥ 13940,任务编号：291865,3153-3304.csv,,,"软文, 发布"
【后期制作】3段音频加字幕,https://task.epwk.com/291876/,1608人,1人,¥60,圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,3段音频加字幕,直接雇佣￥ 60,￥ 60,任务编号：291876,3153-3304.csv,,,"音频, 字幕, 三段"
【其他工业设计】两个系列智能开关按键图标和APP界面制作,https://task.epwk.com/291878/,1858人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,两个系列智能开关按键图标和APP界面制作,直接雇佣￥ 2000,￥ 2000,任务编号：291878,3153-3304.csv,,,"智能开关按键图标, APP界面设计, 两个系列"
【商业提案】需要业务发展报告一份,https://task.epwk.com/291897/,609人,1人,¥800,圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,需要业务发展报告一份,直接雇佣￥ 800,￥ 800,任务编号：291897,3153-3304.csv,,,"业务发展报告, 报告"
【单身公寓设计】自建房装修,https://task.epwk.com/291919/,354人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,自建房装修,直接雇佣￥ 1200,￥ 1200,任务编号：291919,3153-3304.csv,,,"自建房, 装修"
【数据录入】补数据录入之6,https://task.epwk.com/291965/,193人,1人,¥69,圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,补数据录入之6,直接雇佣￥ 69,￥ 69,任务编号：291965,3153-3304.csv,,,"数据录入, 补充数据"
【店铺装修】天猫国际店铺设计+装修,https://task.epwk.com/292005/,662人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,天猫国际店铺设计+装修,直接雇佣￥ 3000,￥ 3000,任务编号：292005,3153-3304.csv,,,"天猫国际店铺, 店铺设计, 店铺装修"
【包装设计】精油和面膜系列包装盒设计,https://task.epwk.com/292019/,474人,1人,"¥1,566",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,精油和面膜系列包装盒设计,直接雇佣￥ 1566,￥ 1566,任务编号：292019,3153-3304.csv,,,"精油包装盒, 面膜包装盒, 包装设计"
【小程序开发】刷安装、启动量工具开发,https://task.epwk.com/292031/,599人,1人,"¥65,000",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,刷安装、启动量工具开发,直接雇佣￥ 65000,￥ 65000,任务编号：292031,3153-3304.csv,,,"安装启动量, 工具开发"
【前端开发】修复删除功能,https://task.epwk.com/292043/,1940人,1人,¥20,圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,修复删除功能,直接雇佣￥ 20,￥ 20,任务编号：292043,3153-3304.csv,,,"修复功能, 删除功能"
【其他设计】很好,https://task.epwk.com/292123/,482人,1人,¥500,圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,很好,直接雇佣￥ 500,￥ 500,任务编号：292123,3153-3304.csv,,,很好
【表情设计】原创 (Sexy Boss) QQ动态表情,https://task.epwk.com/292137/,597人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3193.html?m=6&o=7,原创 (Sexy Boss) QQ动态表情,直接雇佣￥ 1200,￥ 1200,任务编号：292137,3153-3304.csv,,,"原创, QQ动态表情, Sexy Boss"
【表情设计】原创 (Sexy Girl) QQ动态表情,https://task.epwk.com/292140/,458人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,原创 (Sexy Girl) QQ动态表情,直接雇佣￥ 1200,￥ 1200,任务编号：292140,3153-3304.csv,,,"原创, QQ动态表情, Sexy Girl"
【VI设计】歌山假日酒店整体VI设计,https://task.epwk.com/292148/,387人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,歌山假日酒店整体VI设计,直接雇佣￥ 4000,￥ 4000,任务编号：292148,3153-3304.csv,,,"歌山假日酒店, VI设计"
【商业提案】营销方案,https://task.epwk.com/292153/,422人,1人,¥100,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,营销方案,直接雇佣￥ 100,￥ 100,任务编号：292153,3153-3304.csv,,,营销方案
【数据录入】信息数据录入之309,https://task.epwk.com/292185/,147人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,信息数据录入之309,直接雇佣￥ 1000,￥ 1000,任务编号：292185,3153-3304.csv,,,"信息数据录入, 309"
【数据录入】信息数据录入之310,https://task.epwk.com/292188/,314人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,信息数据录入之310,直接雇佣￥ 4000,￥ 4000,任务编号：292188,3153-3304.csv,,,"信息数据录入, 310"
【企业官网】解决伪静态和论坛问题,https://task.epwk.com/292190/,241人,1人,¥800,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,解决伪静态和论坛问题,直接雇佣￥ 800,￥ 800,任务编号：292190,3153-3304.csv,,,"伪静态, 论坛问题"
【数据录入】信息数据录入之311,https://task.epwk.com/292214/,305人,1人,¥500,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,信息数据录入之311,直接雇佣￥ 500,￥ 500,任务编号：292214,3153-3304.csv,,,"信息数据录入, 311"
【数据录入】信息数据录入之312,https://task.epwk.com/292219/,210人,1人,"¥3,700",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,信息数据录入之312,直接雇佣￥ 3700,￥ 3700,任务编号：292219,3153-3304.csv,,,"信息数据录入, 312"
【产品卖点】征集淘宝天猫家饰壁纸类 品牌故事,https://task.epwk.com/292238/,396人,1人,¥150,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,征集淘宝天猫家饰壁纸类 品牌故事,直接雇佣￥ 150,￥ 150,任务编号：292238,3153-3304.csv,,,"淘宝天猫, 家饰壁纸, 品牌故事"
【软文发布】软文发布、网络营销,https://task.epwk.com/292245/,417人,1人,"¥39,250",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,软文发布、网络营销,直接雇佣￥ 39250,￥ 39250,任务编号：292245,3153-3304.csv,,,"软文发布, 网络营销"
【单身公寓设计】客厅设计图,https://task.epwk.com/292284/,517人,1人,¥200,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,客厅设计图,直接雇佣￥ 200,￥ 200,任务编号：292284,3153-3304.csv,,,"客厅设计, 设计图"
【企业官网】网站设计,https://task.epwk.com/292288/,305人,1人,¥900,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,网站设计,直接雇佣￥ 900,￥ 900,任务编号：292288,3153-3304.csv,,,网站设计
【教育培训】算法设计4,https://task.epwk.com/292310/,1311人,1人,¥550,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,算法设计4,直接雇佣￥ 550,￥ 550,任务编号：292310,3153-3304.csv,,,算法设计
【小程序开发】按照附件完成软件开发任务（十二）,https://task.epwk.com/292323/,183人,1人,¥625,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,按照附件完成软件开发任务（十二）,直接雇佣￥ 625,￥ 625,任务编号：292323,3153-3304.csv,,,"软件开发, 附件, 任务"
【小程序开发】按照附件完成软件开发任务（十三）,https://task.epwk.com/292324/,191人,1人,¥625,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,按照附件完成软件开发任务（十三）,直接雇佣￥ 625,￥ 625,任务编号：292324,3153-3304.csv,,,"软件开发, 附件, 任务"
【宣传策划】新闻稿撰写,https://task.epwk.com/292342/,332人,1人,"¥2,420",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,新闻稿撰写,直接雇佣￥ 2420,￥ 2420,任务编号：292342,3153-3304.csv,,,"新闻稿, 撰写"
【包装设计】设计一款零售1元的纯净水pet瓶子,https://task.epwk.com/292355/,431人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,设计一款零售1元的纯净水pet瓶子,直接雇佣￥ 2000,￥ 2000,任务编号：292355,3153-3304.csv,,,"零售瓶, 纯净水, PET瓶"
【VI设计】设计一组产品包装,https://task.epwk.com/292357/,621人,1人,"¥1,688",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,设计一组产品包装,直接雇佣￥ 1688,￥ 1688,任务编号：292357,3153-3304.csv,,,"产品包装, 设计"
【产品推广】找人做论坛跟帖之八,https://task.epwk.com/292360/,427人,1人,¥50,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,找人做论坛跟帖之八,直接雇佣￥ 50,￥ 50,任务编号：292360,3153-3304.csv,,,"论坛跟帖, 八"
【LOGO设计】玩偶汇LOGO优化,https://task.epwk.com/292378/,345人,1人,¥200,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,玩偶汇LOGO优化,直接雇佣￥ 200,￥ 200,任务编号：292378,3153-3304.csv,,,"玩偶汇, LOGO优化"
【LOGO设计】品牌LOGO设计,https://task.epwk.com/292405/,182人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,品牌LOGO设计,直接雇佣￥ 1000,￥ 1000,任务编号：292405,3153-3304.csv,,,"品牌LOGO, 设计"
【小程序开发】再生资源废铁入库单开发,https://task.epwk.com/292420/,251人,1人,¥500,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,再生资源废铁入库单开发,直接雇佣￥ 500,￥ 500,任务编号：292420,3153-3304.csv,,,"再生资源, 废铁, 入库单"
【其他工具软件】网站POTS任务,https://task.epwk.com/292436/,414人,1人,¥100,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,网站POTS任务,直接雇佣￥ 100,￥ 100,任务编号：292436,3153-3304.csv,,,网站POTS任务
【卡通形象设计】跑步动画延展,https://task.epwk.com/292437/,189人,1人,¥300,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,跑步动画延展,直接雇佣￥ 300,￥ 300,任务编号：292437,3153-3304.csv,,,"跑步动画, 延展设计"
【LOGO设计】网站 LOGO 设计,https://task.epwk.com/292446/,467人,1人,¥100,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,网站 LOGO 设计,直接雇佣￥ 100,￥ 100,任务编号：292446,3153-3304.csv,,,"网站 LOGO, 设计"
【LOGO设计】深圳电台缤纷1043频率LOGO,https://task.epwk.com/292448/,700人,1人,¥500,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,深圳电台缤纷1043频率LOGO,直接雇佣￥ 500,￥ 500,任务编号：292448,3153-3304.csv,,,"深圳电台, 缤纷1043, LOGO"
【数据录入】数据录入之12,https://task.epwk.com/292451/,406人,1人,¥50,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,数据录入之12,直接雇佣￥ 50,￥ 50,任务编号：292451,3153-3304.csv,,,"数据录入, 信息录入"
【数据录入】数据录入之13,https://task.epwk.com/292452/,149人,1人,¥50,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,数据录入之13,直接雇佣￥ 50,￥ 50,任务编号：292452,3153-3304.csv,,,"数据录入, 信息整理"
【数据录入】数据录入之14,https://task.epwk.com/292461/,176人,1人,¥50,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,数据录入之14,直接雇佣￥ 50,￥ 50,任务编号：292461,3153-3304.csv,,,"数据录入, 信息整理"
【数据录入】数据录入之15,https://task.epwk.com/292462/,207人,1人,¥50,圆满完成,https://task.epwk.com/page3192.html?m=6&o=7,数据录入之15,直接雇佣￥ 50,￥ 50,任务编号：292462,3153-3304.csv,,,"数据录入, 信息录入"
【数据录入】数据录入之16,https://task.epwk.com/292464/,132人,1人,¥50,圆满完成,https://task.epwk.com/page3191.html?m=6&o=7,数据录入之16,直接雇佣￥ 50,￥ 50,任务编号：292464,3153-3304.csv,,,"数据录入, 16"
【企业官网】在首页弄产品展示,https://task.epwk.com/292491/,263人,1人,¥50,圆满完成,https://task.epwk.com/page3191.html?m=6&o=7,在首页弄产品展示,直接雇佣￥ 50,￥ 50,任务编号：292491,3153-3304.csv,,,首页产品展示
【APP开发】在线音频播放安卓版,https://task.epwk.com/292532/,262人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3191.html?m=6&o=7,在线音频播放安卓版,直接雇佣￥ 2500,￥ 2500,任务编号：292532,3153-3304.csv,,,"在线音频播放, 安卓应用"
【VI设计】设计公司LOGO及VI,https://task.epwk.com/292538/,256人,1人,"¥1,680",圆满完成,https://task.epwk.com/page3191.html?m=6&o=7,设计公司LOGO及VI,直接雇佣￥ 1680,￥ 1680,任务编号：292538,3153-3304.csv,,,"设计公司, LOGO, VI系统"
【品牌故事】编译原理试题,https://task.epwk.com/292563/,466人,1人,¥250,圆满完成,https://task.epwk.com/page3191.html?m=6&o=7,编译原理试题,直接雇佣￥ 250,￥ 250,任务编号：292563,3153-3304.csv,,,"编译原理, 试题"
【宣传册设计】宣传册设计,https://task.epwk.com/292580/,187人,1人,¥300,圆满完成,https://task.epwk.com/page3191.html?m=6&o=7,宣传册设计,直接雇佣￥ 300,￥ 300,任务编号：292580,3153-3304.csv,,,"宣传册, 设计"
【网站UI设计】网站建设,https://task.epwk.com/292600/,197人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3191.html?m=6&o=7,网站建设,直接雇佣￥ 1000,￥ 1000,任务编号：292600,3153-3304.csv,,,网站建设
【网站优化方案】建材推广,https://task.epwk.com/292743/,303人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3191.html?m=6&o=7,建材推广,直接雇佣￥ 6000,￥ 6000,任务编号：292743,3153-3304.csv,,,建材推广
