标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【宣传策划】文祺院宣传文案撰写,https://task.epwk.com/608252/,2274人,11人,1000元以内,圆满完成,将心比心94,文案，主要内容：文祺院，主要分一下几项：1.易学文化2.国学3.佛教4.儒家5.道家6.中医养生保健7.玉文化.寻根昆仑8.杂艺文化9.琴棋书画文化10.酒文化11.诗词歌赋12.民间艺术13.古玩14.武学文化。针对企业的有1.易经风水研究院2.商道文化3.现代民族企业家4.山东现代企业顾问管理中心5.经济学家、企业家交流6.自传编辑7.培训班8.尚德录9.感恩堂公益团队10.义工志愿者团对。这是我们文祺院的所有功能，想得到一份满意的文案,2018-04-29,2018.06.28,任务编号：608252,300.0,"3天,10天,3天,2天,2天,10天,2天,5天,5天,3天,5天","上海市-市辖区,广东省-广州市-番禺区,四川省-成都市,浙江省-杭州市,江苏省-南京市-市辖区,北京市-北京市,云南省-昆明市-盘龙区,河北省-石家庄市-裕华区,山西省-太原市,山东省-济南市,北京市-北京市-东城区",开罗和罗马,https://shop.epwk.com/rp5z4wrexdx3/,开罗和罗马,出售服务,https://shop.epwk.com/rp5z4wrexdx3/chushou/,工作室,六品,38分,,,开罗和罗马,,软文软文,"￥100
            /次",,,,,,,,,,,,,,,,,宣传策划
【宣传策划】根据我的活动方案，写一篇活动主持词,https://task.epwk.com/608263/,1236人,8人,1000元以内,圆满完成,o5ae51eeeba9e9,要求：1、主持词内容根据我的方案写。2、主持词里要涉及到十九大语句。,2018-04-29,2018.05.03,任务编号：608263,150.0,"1天,2天,4天,3天,2天,3天,2天,2天","江苏省-无锡市-宜兴市,江苏省-南通市-启东市,山东省-青岛市-市南区,山西省-太原市,河南省-鹤壁市-浚县,北京市-北京市-东城区,福建省-厦门市-集美区,云南省-昆明市-盘龙区",求精求细求实,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】新开店铺需推广软文撰写,https://task.epwk.com/607957/,1647人,11人,1000元以内,圆满完成,德鲁uncle,1.主营陶瓷工艺品（杯子，碗，个性摆件，），店铺所在地是旅游古镇的步行街上。2.想在开张前微信朋友圈互相转一下。工期：5月5日之前,2018-04-28,2018.05.10,任务编号：607957,200.0,"2天,3天,1天,2天,1天,1天,5天,4天,1天,2天,3天","江苏省-镇江市-丹徒区,河南省-鹤壁市-浚县,云南省-昆明市-盘龙区,浙江省-杭州市,上海市-市辖区,浙江省-台州市,山西省-太原市,北京市-北京市-东城区,四川省-成都市-武侯区,山东省-济南市,广西壮族自治区-柳州市-柳南区",千军万马,https://shop.epwk.com/2j5jjykm25pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【文学创作】《一路有你》写一篇作文,https://task.epwk.com/606946/,3539人,15人,1000元以内,圆满完成,白神1995,《一路有你》写一篇作文。讲一个人，要有情，要有理，有景，有气氛，最后有什么感悟、有什么启发。预算100,2018-04-26,2018.04.27,任务编号：606946,100.0,"2天,1天,3天,2天,10天,1天,2天,3天,3天,2天,3天,5天","四川省-成都市-市辖区,安徽省-滁州市-天长市,山西省-太原市-小店区,山东省-济南市,山东省-青岛市-市南区,辽宁省-抚顺市-顺城区,山东省-菏泽市-郓城县,山东省-济南市-长清区,广东省-广州市-市辖区,河北省-保定市,北京市-北京市",尚可爱惜,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【品牌故事】为我司酒创作一个品牌动画脚本,https://task.epwk.com/602522/,2123人,1人,1000-3000元,圆满完成,o5ad1c9acde3f9,我司最近开发了一款新酒，名为“七姑娘”，并且要给这款酒做一部动画。要求：各位写手请按照以下要求制作一个动画文案脚本1.以古代神话的形式为背景；2.写手可以按照自己的思维写出“七姑娘”的人设3.“七姑娘”所做的功效是看到人间的世人为了爱情、生活、事业、忧愁而郁郁寡欢喝酒烂醉如泥后，想着怎么给世人一点心灵安慰。就想到化作一款能化解世间百愁的酒！4.写手可以按照自己的思维写出其他的人设、背景、故事、主线！5.字数要求：800字,2018-04-14,2018.04.25,任务编号：602522,1000.0,3天,江苏省-南通市-崇川区,猫诣广告传媒有限公司,https://shop.epwk.com/2j5xoo2mx5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌故事
【宣传策划】钛镁合金门加工业产品宣传策划,https://task.epwk.com/599133/,2226人,6人,1000-3000元,圆满完成,o5aab1faf60042,钛镁合金门加工业如何发展，本人丛事钛镁合金门行业，现在竞争激烈己无利润，如何在市场中突出自己，并能发展自己的客户。有相关策划经验的服务商请联系具体沟通。,2018-04-05,2018.04.23,任务编号：599133,1000.0,"7天,1天,3天,3天,3天,3天","广东省-广州市-天河区,河北省-石家庄市,山东省-济南市,湖北省-宜昌市,北京市-北京市-通州区,广西壮族自治区-柳州市-柳南区",云思创意,https://shop.epwk.com/3gd2m6vywner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【商业提案】项目计划书撰写,https://task.epwk.com/597105/,1864人,2人,5000-10000元,圆满完成,一只拉风的猫,1. 较急，需专业公司；2. PPT格式，文案初步已定；3. 有过商业计划书经验，熟悉商业模式等；4. 具体信息加微信沟通。不接受电话沟通。,2018-03-30,2018.04.03,任务编号：597105,5000.0,2天,浙江省-舟山市,猫诣广告传媒有限公司,https://shop.epwk.com/2j5xoo2mx5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【产品卖点】教育行业文案策划,https://task.epwk.com/594798/,1289人,1人,1000元以内,圆满完成,k6495****00,教育行业文案策划：具有相应行业经验的明天周一再联系，是一个流水机构，主要针对公司介绍，产品业务的推广介绍来写文案，放置在自己已有的微信公众号里，下周五之前策划好，预算直接沟通报价联系，无地区要求,2018-03-26,2018.03.30,任务编号：594798,260.0,3天,山东省-济南市,顶真品牌策略设计,https://shop.epwk.com/4rn8qzxkgngm/,顶真品牌策略设计,出售服务,https://shop.epwk.com/4rn8qzxkgngm/chushou/,企业,六品,40分,,,顶真品牌策略设计,,logo设计,"￥500
            /起",VI设计,"￥5000
            /起",画册设计,"￥400
            /起",包装设计,"￥1000
            /起",全案策划,"￥26666
            /起",活动策划,"￥800
            /起",详情页设计,"￥800
            /起",营销策划,"￥666
            /起",,,产品卖点
【品牌故事】公司企业文化撰写,https://task.epwk.com/577784/,3399人,7人,1000-3000元,圆满完成,o5a6a8a708999b,公司简介（含品牌故事）使命 远景 价值观 3-5年的规划  要简洁明了。具体详细沟通。,2018-01-26,2018.02.07,任务编号：577784,2500.0,"6天,5天,1天,10天,3天,3天,3天","云南省-昆明市-五华区,江苏省-徐州市-市辖区,上海市-市辖区-黄浦区,北京市-北京市-丰台区,山东省-青岛市-市辖区,江苏省-无锡市-南长区,云南省-昆明市-官渡区",一起搞品牌策划  QQ  3370528179,https://shop.epwk.com/v0n1x6x9l57y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌故事
【宣传策划】贷款行业的分析文案,https://task.epwk.com/569616/,2894人,3人,1000元以内,圆满完成,mf159****0137,贷款行业包含现金贷 信用卡 网贷行业的发展前景，需要一定的专业度 写手最好有创业经验，因做音频节目  时长较短，内容需要干货    大概20篇左右   写作经验高的接单，我这个不需要像公众号或者信息流哪样的软文，也不要太硬，所以中间比较难把握,2018-01-03,2018.01.15,任务编号：569616,200.0,"2天,1天","安徽省-芜湖市-镜湖区,河北省-石家庄市-新华区",思睿观通创融服务,https://shop.epwk.com/78n96oe98nkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】健身行业文案策划,https://task.epwk.com/560929/,1771人,1人,1000元以内,圆满完成,k3649****31,健身行业文案策划：圣诞节的活动，主要是通过活动提高品牌知名度，拉近会员情感以及提高业绩产出。业绩产出可以通过圣诞节当天活动给予代金卷用于会员升级，也可以通过会员转介绍过来办理。预算不高，报价联系，无地区要求,2017-12-08,2017.12.28,任务编号：560929,400.0,7天,浙江省-杭州市-萧山区,威客阿D-软文新闻稿文案设计品牌推广,https://shop.epwk.com/09drj70x153w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】食品行业商业计划书,https://task.epwk.com/559889/,1044人,3人,1000元以内,圆满完成,一品通无忧,商业计划书  qq3508049262,2017-12-04,2017.12.13,任务编号：559889,600.0,"3天,3天,7天","四川省-南充市-顺庆区,上海市-市辖区-黄浦区,湖南省-衡阳市-石鼓区",商务工作室,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】撰写企业宣传片文案,https://task.epwk.com/558827/,2844人,20人,1000-3000元,圆满完成,o59e42a8011e32,企业宣传片文案、市场推广文案、网络推广软文，加q详谈。,2017-12-01,2017.12.10,任务编号：558827,1000.0,"3天,5天,5天,5天,3天,5天,2天,3天,1天,3天,2天,1天","辽宁省-沈阳市-市辖区,湖北省-荆州市-沙市区,北京市-北京市-朝阳区,山西省-太原市-市辖区,浙江省-金华市-武义县,福建省-厦门市-市辖区,重庆市-市辖区-渝中区,浙江省-杭州市-萧山区,山东省-济南市-市辖区,上海市-市辖区-黄浦区,山东省-泰安市-泰山区,河北省-石家庄市-新华区",紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【商业提案】写一份虚拟币交易平台相关的白皮书,https://task.epwk.com/553607/,1232人,1人,1000元以内,圆满完成,hangery,需要写一份虚拟币交易管理平台白皮书，对虚拟币、区块链、交易平台、资产管理熟悉的加QQ详谈,2017-11-15,2017.11.22,任务编号：553607,500.0,1天,安徽省-芜湖市-镜湖区,思睿观通创融服务,https://shop.epwk.com/78n96oe98nkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【宣传策划】宣传推广文案,https://task.epwk.com/551175/,1056人,1人,1000-3000元,圆满完成,o580b0945aa37f,宣传推广文案 ，具体谈。,2017-11-07,2017.11.08,任务编号：551175,1000.0,1天,辽宁省-沈阳市-市辖区,紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【商业提案】led产品相关实用新型专利申请书撰写,https://task.epwk.com/550078/,2082人,3人,1000-3000元,圆满完成,chazi,如题，需要撰写一批自有产品的专利并申请，有具体产品，需要转化成具体专利，数量至少5个可以提供技术资料支持，led照明灯具相关产品具体投标联系。,2017-11-03,2017.11.10,任务编号：550078,2000.0,"5天,10天,10天","黑龙江-哈尔滨市-市辖区,广东省-广州市-东山区,湖南省-长沙市-芙蓉区",专利代写,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商业提案
【宣传策划】宣传文案撰写,https://task.epwk.com/549329/,733人,1人,1000元以内,圆满完成,mf153****7555,宣传文案撰写,2017-11-01,2017.11.05,任务编号：549329,200.0,2天,辽宁省-沈阳市-市辖区,紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】西餐厅开业文案策划,https://task.epwk.com/542696/,2912人,27人,1000元以内,圆满完成,o59dc8406d293c,开了一家【西肆】西餐厅，想在微信等公众号发个广告文案。就是写一个兼具广告和宣传作用的公众号文章。,2017-10-12,2017.10.20,任务编号：542696,100.0,"1天,3天,2天,3天,2天,6天,3天,5天,4天,5天","河北省-石家庄市-新华区,广东省-广州市-萝岗区,广东省-东莞市-东莞市,山东省-青岛市-市辖区,上海市-市辖区-黄浦区,上海市-市辖区-黄浦区,北京市-北京市-东城区,广东省-广州市-花都区,山东省-济宁市-市中区,北京市",mijunjie8的商铺,https://shop.epwk.com/7g5ykjm2gn0q/,mijunjie8的商铺,出售服务,https://shop.epwk.com/7g5ykjm2gn0q/chushou/,个人,四品,32分,,,mijunjie8的商铺,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】舞蹈大赛方案及执行细案,https://task.epwk.com/541963/,2448人,4人,1000-3000元,圆满完成,天界涅槃,舞蹈大赛方案（海选，初选，决赛）各环节执行细案,2017-10-10,2017.10.26,任务编号：541963,2000.0,"4天,30天,5天,4天","辽宁省-沈阳市-市辖区,上海市-市辖区-黄浦区,山东省-滨州市-滨城区,陕西省-咸阳市-泾阳县",紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】美食文案编辑,https://task.epwk.com/541670/,1521人,1人,1000元以内,圆满完成,mf159****8368,餐饮品牌名称：九贰二分一品牌定位：轻日式料理名称灵感来源：吃日本寿喜烧时，煮熟的牛肉片需要蘸上鸡蛋清液，鸡蛋液搅拌9又二分之一下的时候，口感味道最佳，所以提取数字九贰二分之一可延伸含义：九贰二分一，差二分之一就是十，十代表十全十美。可论证完美与不完美，我们做不到十全十美的完美，但是我们一直在追求完美的路上，也许只差二分之一，但是我们仍然坚持，表明一种不将就，坚持的企业精神需求：需要一片企业文化介绍，一句印象深刻的广告语,2017-10-09,2017.10.18,任务编号：541670,600.0,3天,浙江省-杭州市-萧山区,威客阿D-软文新闻稿文案设计品牌推广,https://shop.epwk.com/09drj70x153w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】宣传推广软文撰写,https://task.epwk.com/540939/,844人,1人,1000元以内,圆满完成,franco85,宣传推广软文撰写，具体以详细沟通的为准，报价联系,2017-10-05,2017.10.08,任务编号：540939,300.0,2天,上海市-市辖区-浦东新区,B&G knowledge.(比格知识工作室),https://shop.epwk.com/omdwkk9gmdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】舞蹈培训机构营销话束撰写,https://task.epwk.com/539840/,1531人,1人,1000元以内,圆满完成,天界涅槃,营销话术及方案： 目的：舞蹈培训工作室招生营销话束及方案 机构名称：吾尚舞舞蹈工作室 发布渠道：微信朋友圈广告 营销活动内容：用一节课的费用享受12节课时（活动课时120元/节） 要求：突出公益、一节课费用（120元）获得12节课课时、课程结束学员能学到一支完整舞蹈、突出中国人自己的舞蹈）民族民间舞、突出爱心公寓（所收课时费将帮助少数民族地区小朋友建立图书角）突出优秀学员将直接将免试纳入吾尚舞艺术团,2017-09-29,2017.10.21,任务编号：539840,300.0,3天,辽宁省-沈阳市-市辖区,紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
