标题,标题链接,查看数,参与数,需求价格,需求方,交易价格,交易价格备选,发布时间,需求文本,任务编号,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,设计师,能力标签
【游戏代练】一起玩游戏，一起赚钱，一稿20元,https://task.epwk.com/347081/,3839人,1人,¥500,mf157****9055,500.0,,2015-04-20,一分耕耘，一份收获！新手做这个任务时要有耐心，入门其实也很快，以后可以成为稳定收入之一，喜欢的话大家可以长期合作！ 接下来我给大家讲一下步骤和要求：.有效注册地址:http://www.juxiangyou.com/r7232660注册帐号即送10000U币，通过试玩游戏，打码，体验广告账户达到200000U币就算完成任务。然后截图（下方有示范截图，首页头像完整截图，一定要包含自己的ID）.QQ交流 2986822313 我会帮大家尽快的完成任务！积累U币只能通过试玩游戏，打码，体验广告三种方式获得！,任务编号：347081,,,,,,,,,,,B任务编号：347081,游戏代练
【游戏其他】一稿10元，良心推荐,https://task.epwk.com/346908/,2403人,1人,¥500,赚钱的孩子,500.0,￥10,2015-04-18,http://ihaom.com/r?49358进入网站，通过游戏试玩和体验广告（不包括微任务，云赚钱，体验墙）赚满10元。即可得到10元。上交截图和ID.无限加稿,任务编号：346908,冰良,,,,,,,,,,B任务编号：346908,游戏其他
【游戏代练】一起玩游戏，一起赚钱，一稿10.元,https://task.epwk.com/345897/,2877人,2人,¥500,mf157****9055,500.0,,2015-04-14,一分耕耘，一份收获！新手做这个任务时要有耐心，入门其实也很快，以后可以成为稳定收入之一，喜欢的话大家可以长期合作！ 接下来我给大家讲一下步骤和要求：.有效注册地址:http://www.juxiangyou.com/r7232660注册帐号即送10000U币，通过试玩游戏，打码，体验广告账户达到90000U币就算完成任务。然后截图（下方有示范截图，首页头像完整截图，一定要包含自己的ID）.QQ交流 2986822313 我会帮大家尽快的完成任务！积累U币只能通过试玩游戏，打码，体验广告三种方式获得！,任务编号：345897,,,,,,,,,,,B任务编号：345897,游戏代练
【游戏其他】简单任务，领取3元奖励,https://task.epwk.com/345317/,2302人,1人,¥501,wy664****94,501.0,,2015-04-11,http://www.wanzhuanle.com/337577注册送1万乐豆（1元），通过玩游戏或者打码、体验广告赚到3万乐豆就行，提交3万乐豆截图（含ID）这边人少。喜欢玩游戏的朋友可以来这边冲冲排名，赚25元就能排到第一名，奖金70元！,任务编号：345317,,,,,,,,,,,B任务编号：345317,游戏其他
【游戏其他】急招推广达人，游戏高手，高额赏金，此任务长期有效,https://task.epwk.com/342449/,8589人,11人,"¥1,100",panqqii,1100.0,￥20,2015-04-01,"如果大家觉得喜欢可以一直玩下去，我会及时给大家审核稿件的任务步骤和要求：这个任务希望大家能耐心做1.点击进入http://www.juxiangyou.com/r7010469 《注意只有这个连接有效》2.  注册就送10000U币，通过试玩游戏，打码，推广，体验广告账户达到100000U币就算完成任务。然后截图（看下方示范，其实就是截图网站首页的大头像，余额显示为100000币以上,不可以重复提交合格稿件哦）3。账户中的U币你可自行提现到支付宝的，《10000U币等于1元》实得20元（自愿）4. 有什么问题都可以加QQ774918459，QQ群435516512 一起交流，教你怎么快速完成任务.   此网站可以长期做，安全，稳定，有效率，各种奖励拿到手软，熟练后每日收入可以50-300元不等。",任务编号：342449,萨米,小小网虫,,,,,,,,,B任务编号：342449,游戏其他
【游戏其他】游戏试玩任务，一稿4元,https://task.epwk.com/338399/,2067人,1人,¥500,mf138****8315,500.0,,2015-03-17,1：注册地址：http://www.pceggs.com/i.aspx?c=1-17280874           （必须用此连接)2:：通过试玩游戏领取新人活动的1Q币和5Q币  即可    3：每个稿件4元4：完成之后  按下面的附件  截图给我 就行了   就这么简单,任务编号：338399,,,,,,,,,,,B任务编号：338399,游戏其他
【游戏其他】网页游戏试玩，每稿5元,https://task.epwk.com/337418/,2237人,0人,¥500,人世游,500.0,,2015-03-14,从下面这个链接进去注册试玩游戏玩到10万钻，可以截图提交稿件。http://www.ttz.com/fd/89988375任务完成后截图提交，截图要求见下图。不会试玩可以加QQ923918019，空间里有图文说明。有兴趣长期试玩的加我QQ以后还有奖励。注意，必须是试玩游戏到10万钻的才合格。,任务编号：337418,,,,,,,,,,,B任务编号：337418,游戏其他
【游戏其他】游戏注册试玩20元一槁，可重复交槁,https://task.epwk.com/336066/,2388人,0人,¥500,mf180****7920,500.0,,2015-03-08,http://www.hdm888.com/FlashReg/?param=177721.通过电脑打开以上地址注册，注册成功游戏送10金币。2.通过电脑进入以下网址下载游戏http://www.hdm888.com/?param=177723.游戏达到25金币，任务达成我给20元。4.任务完成后需加我QQ说明：840637265.也可推荐他人注册试玩，满足以上条件可以重复交槁。6.一定要先用第一条网址注册，第二条下载，否则无效。审核标准：截图试玩打到25金币图。,任务编号：336066,,,,,,,,,,,B任务编号：336066,游戏其他
【游戏代练】超简单，网页游戏试玩，每成完一单任务5元！（长期有效）,https://task.epwk.com/335147/,3281人,0人,¥500,z70707,500.0,,2015-03-03,1，（帐号，平台，游戏，区服，要求等级）我都会提供。（如，附图001）2，每成完两款游戏算一单任务（如，游戏1要求玩到50级，游戏2要求玩到55级）只要把这两游戏玩到相应的等，算任务完成！任务完成，5元佣金。（每天审核，当天成完当天结算）。（注：每人一次最多接两单任务！如，威客1，接了两单（4款游戏）不可以再接第三单，要完成其中的一单之后，才可以接每三单）。3，游戏我会提供5款，由你自己筛选两款（算一单，游戏详情都会有记录）。4，任务简单，有些游戏直接挂机都可以完成任务，很短时间就可以完成。5，任务时间长，接任务后，有时间就可以玩下，可以慢慢玩！（任务时间3至10天）6，可以累积接，2个任务5元，4个任务10元，以此类推上不封顶（只要有任务）7，等完成后，把游戏等级截图上传，以完成任务！8，想接此任务的请加QQ（911548109）好友验证填（游戏代练）,任务编号：335147,,,,,,,,,,,B任务编号：335147,游戏代练
【游戏其他】每稿10元，注册就送5块5，机会难得！,https://task.epwk.com/334885/,6822人,5人,¥500,mf53c75c33df3a0,500.0,￥10,2015-03-02,注册聚来宝返利网，月赚万元，100%审核！注册就送5.5元！返利网哪个最好，返利网怎么注册和推广的最好方法，聚来宝作为国内第1名返利网站，月赚万元很简单，免费赠送独家月赚万元秘及。注册地址：     http://www.julaibao.com/member/reg.aspx?refman=zengxuxu11    （不是此链接注册无效）（如果需要填推荐人，填：zengxuxu11）任务要求：   先注册★完善你的资料，通过手机验证后★，网站会送你550集分宝，通过体验网站或者推荐好友使资产总额达到1000集分宝就算完成任务。做任务前最好加群416974293 或者QQ270231075 以方便任务咨询，共同发展！做好任务截图上传交稿，我付你10元，网站奖励你10元，一共是20元，但是这20元根本算不了什么！我给你提供的是一次长久赚钱的机会！截图示范在下面附件里,任务编号：334885,csy1043,,,,,,,,,,B任务编号：334885,游戏其他
【游戏其他】简单注册任务，一稿3元,https://task.epwk.com/332501/,3754人,3人,¥500,o54b8f81939a17,500.0,,2015-02-08,简单注册任务，适合新手，三分秒过必须通过此链接注册： http://www.ttz.com/fd/37637639（不是此链接的不合格）注册就送18000黄钻，通过试玩游戏，广告体验，打码赚取黄钻达到20000可以领取，完成领取后合格。点击进入http://www.qiandaqian.com/reg.asp?r=d556677d（必须由此点击进入）注册就送500金币，通过试玩游戏账户达到1000金币可以领取，领取后，就算完成任务。交稿要求：首页截图（一定要看得清金币和 ID)  必须完成两个注册，才算合格游た戏っ玩ん家ん可き以◆联っ系                    群430274541    扣2049904541,任务编号：332501,,,,,,,,,,,B任务编号：332501,游戏其他
【游戏其他】简单注册试玩，3元任务（适合新手）,https://task.epwk.com/332446/,1859人,0人,¥500,sd顺势,500.0,,2015-02-08,1、通过链接http://www.lezhuan.com/ru/583371注册帐号；2、任意选择里面的游戏试玩，或体验广告，满5万乐币为合格；3、截图帐号ID和乐币数；4、审查合格，每稿3元；5、此任务适合新手入门，已注册过帐号的朋友勿接，免得浪费你的时间。6、不懂的请加QQ2237883738。,任务编号：332446,,,,,,,,,,,B任务编号：332446,游戏其他
【游戏其他】简单注册任务，一稿20元，适合新手,https://task.epwk.com/331168/,2514人,1人,¥500,o54b8f81939a17,500.0,,2015-02-01,任务一：必须通过此链接注册： http://www.ttz.com/fd/67225290（不是此链接的不合格）注册就送18000黄钻，通过试玩游戏，广告体验，打码赚取黄钻达到30万就合格（30万黄钻=30元）。交稿我这里给20元。网站里的任务都是免费的。熟练后通过此网站每天都有可收入50-200元不等交稿要求：首页截图（一定要看得清黄钻和 ID)任务二：.点击进入http://www.qiandaqian.com/reg.asp?r=d556677d（必须由此点击进入）2. 注册就送500金币，通过试玩游戏账户达到五万金币就算完成任务。交稿要求：首页截图（一定要看得清金币和 ID)任务一和任务二，选一个完成任务即可,任务编号：331168,,,,,,,,,,,B任务编号：331168,游戏其他
【游戏其他】简单注册任务，几秒完成,https://task.epwk.com/330315/,2467人,2人,¥500,huaxiaoduo,500.0,,2015-01-27,"1.注册：http://www.zhuanmile.com/reg.asp?i=244216  (不用此链接注册无效)2.注册送10000米币，可以通过游戏试玩，广告，打码到70000米币（50000米币=2元）3.提交账号截图，其实就是截图网站首页的大头像，余额显示为70000 米币以上,不可以重复提交合格稿件哦（看下方示例jpg）4,.有不懂的可以加QQ群433482042一起交流，教你怎么快速完成任务",任务编号：330315,,,,,,,,,,,B任务编号：330315,游戏其他
