标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,知识
【画册设计】新品画册设计,https://task.epwk.com/1025425/,146人,1人,"¥5,760",圆满完成,,新品画册设计,直接雇佣￥ 5760,￥ 5760,任务编号：1025425,0-88.csv,,,,"新品画册, 设计"
【其他软件开发】自动铺货,https://task.epwk.com/1025436/,204人,1人,"¥20,000",圆满完成,,自动铺货,直接雇佣￥ 20000,￥ 20000,任务编号：1025436,0-88.csv,,,,"自动铺货, 商品上架, 电商平台"
【系统工具】资源预警工具软件开发,https://task.epwk.com/1025537/,240人,1人,"¥1,500",圆满完成,,资源预警工具软件开发,直接雇佣￥ 1500,￥ 1500,任务编号：1025537,0-88.csv,,,,"资源预警, 软件开发"
【其他软件开发】项目尾款,https://task.epwk.com/1025560/,143人,1人,"¥1,200",圆满完成,,项目尾款,直接雇佣￥ 1200,￥ 1200,任务编号：1025560,0-88.csv,,,,项目尾款
【小程序开发】代写小程序定制,https://task.epwk.com/1025594/,139人,1人,"¥4,800",圆满完成,,代写小程序定制,直接雇佣￥ 4800,￥ 4800,任务编号：1025594,0-88.csv,,,,小程序定制
【小程序开发】代写小程序定制2,https://task.epwk.com/1025595/,152人,1人,"¥4,200",圆满完成,,代写小程序定制2,直接雇佣￥ 4200,￥ 4200,任务编号：1025595,0-88.csv,,,,"小程序定制, 代写"
【小程序开发】邀请函小程序开发,https://task.epwk.com/1025618/,883人,1人,¥900,圆满完成,,邀请函小程序开发,直接雇佣￥ 900,￥ 900,任务编号：1025618,0-88.csv,,,,"邀请函, 小程序"
【微信开发】动链商城,https://task.epwk.com/1025632/,196人,1人,"¥12,000",圆满完成,,动链商城,直接雇佣￥ 12000,￥ 12000,任务编号：1025632,0-88.csv,,,,"动链商城, 商城系统"
【API接口】视频监控大屏页面开发,https://task.epwk.com/1025804/,579人,1人,"¥1,200",待验收,,视频监控大屏页面开发,直接雇佣￥ 1200,￥ 1200,任务编号：1025804,0-88.csv,,,,"视频监控, 大屏页面, 页面开发"
【小程序开发】小程序商城,https://task.epwk.com/1025839/,124人,1人,"¥8,500",圆满完成,,小程序商城,直接雇佣￥ 8500,￥ 8500,任务编号：1025839,0-88.csv,,,,"小程序商城, 商城系统"
【剪辑服务】剪辑一下。,https://task.epwk.com/1025877/,29971人,1人,¥25,待验收,,剪辑一下。,直接雇佣￥ 25,￥ 25,任务编号：1025877,0-88.csv,,,,剪辑
【运维服务】防御续费,https://task.epwk.com/1025890/,118人,1人,"¥8,000",圆满完成,,防御续费,直接雇佣￥ 8000,￥ 8000,任务编号：1025890,0-88.csv,,,,防御续费
【LOGO设计】品牌LOGO设计,https://task.epwk.com/1025894/,225人,1人,¥300,圆满完成,,品牌LOGO设计,直接雇佣￥ 300,￥ 300,任务编号：1025894,0-88.csv,,,,"品牌LOGO, 设计"
【响应式网站】需要根据效果图做出功能,https://task.epwk.com/1025953/,159人,1人,"¥12,999",圆满完成,,需要根据效果图做出功能,直接雇佣￥ 12999,￥ 12999,任务编号：1025953,0-88.csv,,,,"效果图, 功能设计"
【响应式网站】买一套的商城,https://task.epwk.com/1025954/,127人,1人,"¥9,520",圆满完成,,买一套的商城,直接雇佣￥ 9520,￥ 9520,任务编号：1025954,0-88.csv,,,,"商城, 一套"
【软件UI设计】小程序UI设计,https://task.epwk.com/1026179/,181人,1人,"¥1,400",圆满完成,,小程序UI设计,直接雇佣￥ 1400,￥ 1400,任务编号：1026179,0-88.csv,,,,"小程序, UI设计"
