标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,知识
【小程序开发】记账公司小程序开发,https://task.epwk.com/862613/,196人,1人,"¥4,800",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,记账公司小程序开发,直接雇佣￥ 4800,￥ 4800,任务编号：862613,328-412.csv,,,,,,"记账, 公司小程序, 开发"
【小程序开发】生鲜微信小程序,https://task.epwk.com/862614/,145人,1人,"¥7,000",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,生鲜微信小程序,直接雇佣￥ 7000,￥ 7000,任务编号：862614,328-412.csv,,,,,,"生鲜, 微信小程序"
【工程建筑】物联网软件开发,https://task.epwk.com/862625/,206人,1人,"¥34,000",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,物联网软件开发,直接雇佣￥ 34000,￥ 34000,任务编号：862625,328-412.csv,,,,,,"物联网软件, 软件开发"
【小程序开发】小程序开发,https://task.epwk.com/862627/,125人,1人,"¥3,400",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,小程序开发,直接雇佣￥ 3400,￥ 3400,任务编号：862627,328-412.csv,,,,,,小程序开发
【其他人工智能】人工智能系统,https://task.epwk.com/862628/,664人,1人,"¥50,000",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,人工智能系统,直接雇佣￥ 50000,￥ 50000,任务编号：862628,328-412.csv,,,,,,人工智能系统
【阅读/图像】阅读类APP一期,https://task.epwk.com/862630/,390人,1人,"¥30,000",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,阅读类APP一期,直接雇佣￥ 30000,￥ 30000,任务编号：862630,328-412.csv,,,,,,"阅读类APP, 一期"
【电商网站】微商城开发,https://task.epwk.com/862631/,497人,1人,"¥3,000",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,微商城开发,直接雇佣￥ 3000,￥ 3000,任务编号：862631,328-412.csv,,,,,,"微商城, 开发"
【其他行业】APP成品,https://task.epwk.com/862635/,177人,1人,"¥20,000",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,APP成品,直接雇佣￥ 20000,￥ 20000,任务编号：862635,328-412.csv,,,,,,"APP, 成品"
有赞商城,https://task.epwk.com/862636/,31人,1人,"¥21,426",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,有赞商城,直接雇佣￥ 21426,￥ 21426,任务编号：862636,328-412.csv,,,,,,有赞商城
【新房装修】别墅橱柜设计,https://task.epwk.com/862640/,757人,1人,"¥10,000",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,别墅橱柜设计,直接雇佣￥ 10000,￥ 10000,任务编号：862640,328-412.csv,,,,,,"别墅橱柜, 设计"
有赞商城,https://task.epwk.com/862645/,34人,1人,"¥8,610",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,有赞商城,直接雇佣￥ 8610,￥ 8610,任务编号：862645,328-412.csv,,,,,,有赞商城
【小程序开发】H5吃豆人,https://task.epwk.com/862655/,205人,1人,"¥1,000",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,H5吃豆人,直接雇佣￥ 1000,￥ 1000,任务编号：862655,328-412.csv,,,,,,"H5, 吃豆人"
【小程序开发】订餐外卖模板,https://task.epwk.com/862670/,132人,1人,"¥4,000",圆满完成,https://task.epwk.com/page404.html?m=6&o=7,订餐外卖模板,直接雇佣￥ 4000,￥ 4000,任务编号：862670,328-412.csv,,,,,,"订餐, 外卖, 模板"
【小程序开发】水果商城小程序开发验收款,https://task.epwk.com/862674/,157人,1人,"¥7,503",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,水果商城小程序开发验收款,直接雇佣￥ 7503,￥ 7503,任务编号：862674,328-412.csv,,,,,,"水果商城, 小程序开发, 验收款"
【APP开发】同城资源整合APP,https://task.epwk.com/862697/,183人,1人,"¥21,500",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,同城资源整合APP,直接雇佣￥ 21500,￥ 21500,任务编号：862697,328-412.csv,,,,,,"同城资源整合, APP开发"
【网站UI设计】网站UI设计,https://task.epwk.com/862705/,373人,1人,"¥10,000",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,网站UI设计,直接雇佣￥ 10000,￥ 10000,任务编号：862705,328-412.csv,,,,,,"网站UI, 设计"
【LOGO设计】设计茶叶品牌LOGO,https://task.epwk.com/862708/,212人,1人,"¥1,680",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,设计茶叶品牌LOGO,直接雇佣￥ 1680,￥ 1680,任务编号：862708,328-412.csv,,,,,,"茶叶品牌, logo"
【小程序开发】微信小程序开发,https://task.epwk.com/862709/,106人,1人,"¥20,000",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,微信小程序开发,直接雇佣￥ 20000,￥ 20000,任务编号：862709,328-412.csv,,,,,,"微信小程序, 开发"
【VI设计】日式料理店 全套品牌策划vi设计 尾款,https://task.epwk.com/862751/,313人,1人,"¥20,000",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,日式料理店 全套品牌策划vi设计 尾款,直接雇佣￥ 20000,￥ 20000,任务编号：862751,328-412.csv,,,,,,"日式料理店, 品牌策划, VI设计"
【3D建模】产品外观设计机械工程车3d建模设计效果图设计制作,https://task.epwk.com/862752/,1957人,1人,"¥5,000",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,产品外观设计机械工程车3d建模设计效果图设计制作,直接雇佣￥ 5000,￥ 5000,任务编号：862752,328-412.csv,,,,,,"产品外观设计, 机械工程车, 3d建模, 效果图设计"
【包装设计】包装设计,https://task.epwk.com/862754/,254人,1人,"¥1,840",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,包装设计,直接雇佣￥ 1840,￥ 1840,任务编号：862754,328-412.csv,,,,,,包装设计
【包装设计】包装设计,https://task.epwk.com/862756/,111人,1人,"¥2,060",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,包装设计,直接雇佣￥ 2060,￥ 2060,任务编号：862756,328-412.csv,,,,,,包装设计
【包装设计】logo设计,https://task.epwk.com/862758/,159人,1人,¥290,圆满完成,https://task.epwk.com/page403.html?m=6&o=7,logo设计,直接雇佣￥ 290,￥ 290,任务编号：862758,328-412.csv,,,,,,logo设计
【网站二次开发】商城系统和独立商户系统二次开发,https://task.epwk.com/862765/,469人,1人,"¥49,998",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,商城系统和独立商户系统二次开发,直接雇佣￥ 49998,￥ 49998,任务编号：862765,328-412.csv,,,,,,"商城系统, 独立商户系统, 二次开发"
【包装设计】包装设计,https://task.epwk.com/862772/,228人,1人,"¥9,900",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,包装设计,直接雇佣￥ 9900,￥ 9900,任务编号：862772,328-412.csv,,,,,,包装设计
【行政管理】学生档案管理系统开发,https://task.epwk.com/862773/,295人,1人,"¥15,000",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,学生档案管理系统开发,直接雇佣￥ 15000,￥ 15000,任务编号：862773,328-412.csv,,,,,,"学生档案管理, 系统开发"
【其他网站】网站整合,https://task.epwk.com/862804/,443人,1人,¥300,圆满完成,https://task.epwk.com/page403.html?m=6&o=7,网站整合,直接雇佣￥ 300,￥ 300,任务编号：862804,328-412.csv,,,,,,网站整合
【后端开发】小儒童APP后台接口开发,https://task.epwk.com/862810/,1303人,1人,"¥1,960",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,小儒童APP后台接口开发,直接雇佣￥ 1960,￥ 1960,任务编号：862810,328-412.csv,,,,,,"小儒童APP, 后台接口, 开发"
【图片处理】清欣荷园风景照片精修,https://task.epwk.com/862811/,570人,1人,"¥1,970",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,清欣荷园风景照片精修,直接雇佣￥ 1970,￥ 1970,任务编号：862811,328-412.csv,,,,,,"清欣荷园, 风景照片, 精修"
【前端开发】星咖网前端页面开发,https://task.epwk.com/862812/,1329人,1人,"¥1,980",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,星咖网前端页面开发,直接雇佣￥ 1980,￥ 1980,任务编号：862812,328-412.csv,,,,,,"前端页面, 星咖网, 页面开发"
【小程序开发】微信小程序定制化开发,https://task.epwk.com/862814/,196人,1人,"¥24,700",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,微信小程序定制化开发,直接雇佣￥ 24700,￥ 24700,任务编号：862814,328-412.csv,,,,,,"微信小程序, 定制化开发"
【LOGO设计】鲜花店标志设计,https://task.epwk.com/862815/,74人,1人,¥600,圆满完成,https://task.epwk.com/page403.html?m=6&o=7,鲜花店标志设计,直接雇佣￥ 600,￥ 600,任务编号：862815,328-412.csv,,,,,,"鲜花店, 标志设计"
【LOGO设计】超市图文标志设计,https://task.epwk.com/862817/,72人,1人,¥600,圆满完成,https://task.epwk.com/page403.html?m=6&o=7,超市图文标志设计,直接雇佣￥ 600,￥ 600,任务编号：862817,328-412.csv,,,,,,"超市图文标志, 设计"
【其他软件开发】数据导出软件开发,https://task.epwk.com/862819/,103人,1人,"¥41,500",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,数据导出软件开发,直接雇佣￥ 41500,￥ 41500,任务编号：862819,328-412.csv,,,,,,"数据导出, 软件开发"
【其他软件开发】微信小程序开发,https://task.epwk.com/862820/,105人,1人,"¥10,002",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,微信小程序开发,直接雇佣￥ 10002,￥ 10002,任务编号：862820,328-412.csv,,,,,,"微信小程序, 开发"
【小程序开发】微信游戏开发,https://task.epwk.com/862823/,193人,1人,"¥51,000",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,微信游戏开发,直接雇佣￥ 51000,￥ 51000,任务编号：862823,328-412.csv,,,,,,"微信游戏, 游戏开发"
【小程序开发】软件UI设计,https://task.epwk.com/862824/,174人,1人,"¥60,000",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,软件UI设计,直接雇佣￥ 60000,￥ 60000,任务编号：862824,328-412.csv,,,,,,"软件UI, 设计"
【小程序开发】广告策划设计,https://task.epwk.com/862826/,300人,1人,"¥50,000",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,广告策划设计,直接雇佣￥ 50000,￥ 50000,任务编号：862826,328-412.csv,,,,,,"广告策划, 设计"
【APP开发】声控软件开发第六期,https://task.epwk.com/862828/,98人,1人,"¥30,000",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,声控软件开发第六期,直接雇佣￥ 30000,￥ 30000,任务编号：862828,328-412.csv,,,,,,"声控软件, 软件开发, 第六期"
【LOGO设计】火锅店标志设计,https://task.epwk.com/862830/,58人,1人,¥600,圆满完成,https://task.epwk.com/page403.html?m=6&o=7,火锅店标志设计,直接雇佣￥ 600,￥ 600,任务编号：862830,328-412.csv,,,,,,"火锅店, 标志设计"
【其他软件开发】产品外包装+宣传册设计,https://task.epwk.com/862832/,92人,1人,"¥8,500",圆满完成,https://task.epwk.com/page403.html?m=6&o=7,产品外包装+宣传册设计,直接雇佣￥ 8500,￥ 8500,任务编号：862832,328-412.csv,,,,,,"产品外包装, 宣传册设计"
【LOGO设计】水果茶logo设计,https://task.epwk.com/862833/,279人,1人,¥600,圆满完成,https://task.epwk.com/page403.html?m=6&o=7,水果茶logo设计,直接雇佣￥ 600,￥ 600,任务编号：862833,328-412.csv,,,,,,"水果茶, logo设计"
【LOGO设计】微店标志设计,https://task.epwk.com/862835/,138人,1人,¥600,圆满完成,https://task.epwk.com/page403.html?m=6&o=7,微店标志设计,直接雇佣￥ 600,￥ 600,任务编号：862835,328-412.csv,,,,,,"微店, 标志设计"
【海报设计】茶叶,https://task.epwk.com/862839/,264人,1人,"¥2,450",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,茶叶,直接雇佣￥ 2450,￥ 2450,任务编号：862839,328-412.csv,,,,,,茶叶
【LOGO设计】品牌logo升级,https://task.epwk.com/862843/,65人,1人,¥600,圆满完成,https://task.epwk.com/page402.html?m=6&o=7,品牌logo升级,直接雇佣￥ 600,￥ 600,任务编号：862843,328-412.csv,,,,,,"品牌logo, 升级设计"
【LOGO设计】燕窝品牌logo设计,https://task.epwk.com/862848/,59人,1人,¥600,圆满完成,https://task.epwk.com/page402.html?m=6&o=7,燕窝品牌logo设计,直接雇佣￥ 600,￥ 600,任务编号：862848,328-412.csv,,,,,,"燕窝品牌, logo设计"
【LOGO设计】日用品超市logo设计,https://task.epwk.com/862851/,389人,1人,¥700,圆满完成,https://task.epwk.com/page402.html?m=6&o=7,日用品超市logo设计,直接雇佣￥ 700,￥ 700,任务编号：862851,328-412.csv,,,,,,"日用品超市, logo设计"
【其他软件开发】PHP网站迁移报错,https://task.epwk.com/862852/,324人,1人,¥100,圆满完成,https://task.epwk.com/page402.html?m=6&o=7,PHP网站迁移报错,直接雇佣￥ 100,￥ 100,任务编号：862852,328-412.csv,,,,,,"PHP网站迁移, 报错"
【VI设计】需要一套VI形象 设计,https://task.epwk.com/862856/,311人,1人,"¥10,500",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,需要一套VI形象 设计,直接雇佣￥ 10500,￥ 10500,任务编号：862856,328-412.csv,,,,,,"VI形象, 设计"
【企业官网】定制化高端网站建设,https://task.epwk.com/862864/,154人,1人,"¥15,000",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,定制化高端网站建设,直接雇佣￥ 15000,￥ 15000,任务编号：862864,328-412.csv,,,,,,"定制化网站, 高端网站, 网站建设"
【小程序开发】电商APP开发 B2B2C多商户平台B2B,https://task.epwk.com/862866/,196人,1人,"¥7,570",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,电商APP开发 B2B2C多商户平台B2B,直接雇佣￥ 7570,￥ 7570,任务编号：862866,328-412.csv,,,,,,"电商APP, B2B2C, 多商户平台"
【企业官网】定制化高端网站建设【2】,https://task.epwk.com/862868/,125人,1人,"¥15,000",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,定制化高端网站建设【2】,直接雇佣￥ 15000,￥ 15000,任务编号：862868,328-412.csv,,,,,,"定制化网站, 高端网站, 网站建设"
【企业官网】定制化高端网站建设【3】,https://task.epwk.com/862872/,250人,1人,"¥26,979",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,定制化高端网站建设【3】,直接雇佣￥ 26979,￥ 26979,任务编号：862872,328-412.csv,,,,,,"定制化网站, 高端网站, 网站建设"
【企业官网】各行业APP手机应用开发,https://task.epwk.com/862875/,299人,1人,"¥47,500",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,各行业APP手机应用开发,直接雇佣￥ 47500,￥ 47500,任务编号：862875,328-412.csv,,,,,,"APP开发, 手机应用, 行业应用"
【APP开发】驾考app源码开发三期,https://task.epwk.com/862879/,131人,1人,"¥50,000",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,驾考app源码开发三期,直接雇佣￥ 50000,￥ 50000,任务编号：862879,328-412.csv,,,,,,"驾考app, 源码开发, 三期"
【小程序开发】幼儿拼音小程序,https://task.epwk.com/862883/,102人,1人,"¥2,000",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,幼儿拼音小程序,直接雇佣￥ 2000,￥ 2000,任务编号：862883,328-412.csv,,,,,,"幼儿拼音, 小程序"
【APP开发】开发电商APP,https://task.epwk.com/862894/,116人,1人,"¥23,500",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,开发电商APP,直接雇佣￥ 23500,￥ 23500,任务编号：862894,328-412.csv,,,,,,"电商APP, 开发"
【APP开发】类似淘宝购物开发第二期,https://task.epwk.com/862907/,88人,1人,"¥33,000",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,类似淘宝购物开发第二期,直接雇佣￥ 33000,￥ 33000,任务编号：862907,328-412.csv,,,,,,"淘宝购物, 购物开发, 第二期"
【APP开发】企业网站制作,https://task.epwk.com/862908/,124人,1人,"¥4,500",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,企业网站制作,直接雇佣￥ 4500,￥ 4500,任务编号：862908,328-412.csv,,,,,,"企业网站, 网站制作"
【小程序开发】在线英语课堂,https://task.epwk.com/862923/,332人,1人,"¥26,100",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,在线英语课堂,直接雇佣￥ 26100,￥ 26100,任务编号：862923,328-412.csv,,,,,,在线英语课堂
【VI设计】vi系统设计,https://task.epwk.com/862934/,433人,1人,"¥50,000",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,vi系统设计,直接雇佣￥ 50000,￥ 50000,任务编号：862934,328-412.csv,,,,,,"VI系统, 设计"
【PPT设计】制作PPT,https://task.epwk.com/862937/,347人,1人,¥800,圆满完成,https://task.epwk.com/page402.html?m=6&o=7,制作PPT,直接雇佣￥ 800,￥ 800,任务编号：862937,328-412.csv,,,,,,PPT制作
【小程序开发】体验小商城,https://task.epwk.com/862939/,222人,1人,"¥40,000",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,体验小商城,直接雇佣￥ 40000,￥ 40000,任务编号：862939,328-412.csv,,,,,,"小商城, 体验"
小程序,https://task.epwk.com/862942/,41人,1人,"¥20,000",圆满完成,https://task.epwk.com/page402.html?m=6&o=7,小程序,直接雇佣￥ 20000,￥ 20000,任务编号：862942,328-412.csv,,,,,,小程序
