标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,知识
企业LOGO和VI设计,https://task.epwk.com/373888/,112人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,企业LOGO和VI设计,直接雇佣￥ 10000,￥ 10000,任务编号：373888,2900-3152.csv,,,,,,,,"企业LOGO, VI设计"
【LOGO设计】商务酒店整套VI设计,https://task.epwk.com/373908/,191人,1人,"¥4,900",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,商务酒店整套VI设计,直接雇佣￥ 4900,￥ 4900,任务编号：373908,2900-3152.csv,,,,,,,,"商务酒店, VI设计"
【VI设计】日托中心全套vi设计,https://task.epwk.com/373911/,509人,1人,"¥60,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,日托中心全套vi设计,直接雇佣￥ 60000,￥ 60000,任务编号：373911,2900-3152.csv,,,,,,,,"日托中心, VI设计"
【APP开发】开发类似于滴滴打车的app 一期 安卓应用,https://task.epwk.com/373915/,244人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,开发类似于滴滴打车的app 一期 安卓应用,直接雇佣￥ 15000,￥ 15000,任务编号：373915,2900-3152.csv,,,,,,,,"打车 app, 安卓应用, 一期开发"
【电商网站】开发分销多功能电商网站,https://task.epwk.com/373916/,220人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,开发分销多功能电商网站,直接雇佣￥ 35000,￥ 35000,任务编号：373916,2900-3152.csv,,,,,,,,"分销系统, 电商网站, 多功能平台"
【电商网站】B2B电商网站,https://task.epwk.com/373921/,228人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,B2B电商网站,直接雇佣￥ 35000,￥ 35000,任务编号：373921,2900-3152.csv,,,,,,,,"B2B电商, 网站设计"
卡通化风格套图设计（手绘）,https://task.epwk.com/373922/,560人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,卡通化风格套图设计（手绘）,直接雇佣￥ 1000,￥ 1000,任务编号：373922,2900-3152.csv,,,,,,,,"卡通化风格, 套图设计, 手绘"
企业网站完善,https://task.epwk.com/373923/,265人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,企业网站完善,直接雇佣￥ 8000,￥ 8000,任务编号：373923,2900-3152.csv,,,,,,,,"企业网站, 完善"
微信公众号开发,https://task.epwk.com/373924/,502人,1人,¥800,待验收,,微信公众号开发,直接雇佣￥ 800,￥ 800,任务编号：373924,0-88.csv,,,,,,,,"微信公众号, 开发"
app开发,https://task.epwk.com/373928/,131人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,app开发,直接雇佣￥ 50000,￥ 50000,任务编号：373928,2900-3152.csv,,,,,,,,app开发
【企业官网】仿制网站,https://task.epwk.com/373930/,394人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,仿制网站,直接雇佣￥ 2000,￥ 2000,任务编号：373930,2900-3152.csv,,,,,,,,仿制网站
APP开发,https://task.epwk.com/373931/,115人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,APP开发,直接雇佣￥ 20000,￥ 20000,任务编号：373931,2900-3152.csv,,,,,,,,APP开发
微信电子会员系统开发,https://task.epwk.com/373937/,147人,1人,"¥25,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,微信电子会员系统开发,直接雇佣￥ 25000,￥ 25000,任务编号：373937,2900-3152.csv,,,,,,,,"微信会员系统, 系统开发"
网页设计,https://task.epwk.com/373945/,122人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,网页设计,直接雇佣￥ 10000,￥ 10000,任务编号：373945,2900-3152.csv,,,,,,,,网页设计
三维人物角色动画,https://task.epwk.com/373949/,230人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,三维人物角色动画,直接雇佣￥ 10000,￥ 10000,任务编号：373949,2900-3152.csv,,,,,,,,"三维人物, 动画角色"
vi设计,https://task.epwk.com/373952/,97人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,vi设计,直接雇佣￥ 5000,￥ 5000,任务编号：373952,2900-3152.csv,,,,,,,,vi设计
网站自营区、商家入驻区、小微商页面改版升级，城市生活圈做成美团网的O2O,https://task.epwk.com/373959/,319人,1人,"¥4,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,网站自营区、商家入驻区、小微商页面改版升级，城市生活圈做成美团网的O2O,直接雇佣￥ 4000,￥ 4000,任务编号：373959,2900-3152.csv,,,,,,,,"网站自营区, 商家入驻区, 城市生活圈, O2O"
【APP开发】开发一个手机导航APP，iOS各一个,https://task.epwk.com/373963/,490人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,开发一个手机导航APP，iOS各一个,直接雇佣￥ 2000,￥ 2000,任务编号：373963,2900-3152.csv,,,,,,,,"手机导航, iOS, APP"
【LOGO设计】logo+名片设计,https://task.epwk.com/373964/,237人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,logo+名片设计,直接雇佣￥ 5000,￥ 5000,任务编号：373964,2900-3152.csv,,,,,,,,"logo, 名片设计"
【企业官网】网站推广单页设计和切片开发,https://task.epwk.com/373965/,213人,1人,"¥2,500",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,网站推广单页设计和切片开发,直接雇佣￥ 2500,￥ 2500,任务编号：373965,2900-3152.csv,,,,,,,,"网站推广, 单页设计, 切片开发"
【小程序开发】在PC端配置工作流，一键生成APP客户端,https://task.epwk.com/373969/,351人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,在PC端配置工作流，一键生成APP客户端,直接雇佣￥ 50000,￥ 50000,任务编号：373969,2900-3152.csv,,,,,,,,"PC端配置, 工作流, APP客户端"
开发电话微信网站app等多平台预约类滴滴用车软件,https://task.epwk.com/373973/,156人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,开发电话微信网站app等多平台预约类滴滴用车软件,直接雇佣￥ 50000,￥ 50000,任务编号：373973,2900-3152.csv,,,,,,,,"多平台预约, 滴滴用车, 软件开发"
建立数据库后统计的自用软件,https://task.epwk.com/373978/,181人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2909.html?m=6&o=7,建立数据库后统计的自用软件,直接雇佣￥ 2000,￥ 2000,任务编号：373978,2900-3152.csv,,,,,,,,"数据库, 自用软件, 统计"
做一个简单在线进销存系统开发,https://task.epwk.com/373988/,245人,1人,"¥7,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,做一个简单在线进销存系统开发,直接雇佣￥ 7000,￥ 7000,任务编号：373988,2900-3152.csv,,,,,,,,"在线进销存系统, 系统开发"
【小程序开发】软件开发,https://task.epwk.com/373989/,355人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,软件开发,直接雇佣￥ 5000,￥ 5000,任务编号：373989,2900-3152.csv,,,,,,,,软件开发
大数据资源整合教育平台手机APP，总价50万（第一期）,https://task.epwk.com/374002/,348人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,大数据资源整合教育平台手机APP，总价50万（第一期）,直接雇佣￥ 5000,￥ 5000,任务编号：374002,2900-3152.csv,,,,,,,,"大数据资源整合, 教育平台, 手机APP"
食品台设计,https://task.epwk.com/374004/,155人,1人,¥600,圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,食品台设计,直接雇佣￥ 600,￥ 600,任务编号：374004,2900-3152.csv,,,,,,,,"食品台, 设计"
包装设计,https://task.epwk.com/374005/,118人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,包装设计,直接雇佣￥ 5000,￥ 5000,任务编号：374005,2900-3152.csv,,,,,,,,包装设计
【企业官网】资讯型网站开发,https://task.epwk.com/374008/,261人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,资讯型网站开发,直接雇佣￥ 5000,￥ 5000,任务编号：374008,2900-3152.csv,,,,,,,,"资讯网站, 网站开发"
设计两款HIFI播放器,https://task.epwk.com/374009/,467人,1人,"¥49,050",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,设计两款HIFI播放器,直接雇佣￥ 49050,￥ 49050,任务编号：374009,2900-3152.csv,,,,,,,,"HIFI播放器, 设计"
微信公众账号开发,https://task.epwk.com/374017/,219人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,微信公众账号开发,直接雇佣￥ 20000,￥ 20000,任务编号：374017,2900-3152.csv,,,,,,,,微信公众号
工业自动化企业网站建设,https://task.epwk.com/374025/,128人,1人,"¥25,800",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,工业自动化企业网站建设,直接雇佣￥ 25800,￥ 25800,任务编号：374025,2900-3152.csv,,,,,,,,"工业自动化, 企业网站, 建设"
书柜ios,https://task.epwk.com/374037/,225人,1人,"¥15,600",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,书柜ios,直接雇佣￥ 15600,￥ 15600,任务编号：374037,2900-3152.csv,,,,,,,,"书柜, ios设计"
简单网站建设,https://task.epwk.com/374057/,155人,1人,"¥4,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,简单网站建设,直接雇佣￥ 4000,￥ 4000,任务编号：374057,2900-3152.csv,,,,,,,,"网站建设, 网站设计"
【企业官网】b2bb2c电商网站开发+App+微信公众号,https://task.epwk.com/374059/,244人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,b2bb2c电商网站开发+App+微信公众号,直接雇佣￥ 50000,￥ 50000,任务编号：374059,2900-3152.csv,,,,,,,,"b2b电商, 网站开发, 微信公众号"
【产品推广】论坛推广一,https://task.epwk.com/374063/,375人,1人,"¥34,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,论坛推广一,直接雇佣￥ 34000,￥ 34000,任务编号：374063,2900-3152.csv,,,,,,,,论坛推广
茶包装中秋棉纸及标签设计,https://task.epwk.com/374065/,93人,1人,¥400,圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,茶包装中秋棉纸及标签设计,直接雇佣￥ 400,￥ 400,任务编号：374065,2900-3152.csv,,,,,,,,"茶包装, 中秋棉纸, 标签设计"
养老中心建设融资策划书,https://task.epwk.com/374066/,128人,1人,¥500,圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,养老中心建设融资策划书,直接雇佣￥ 500,￥ 500,任务编号：374066,2000-2900.csv,,,,,,,,"养老中心建设, 融资策划, 建设方案"
【产品推广】论坛推广二,https://task.epwk.com/374070/,414人,1人,"¥43,497",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,论坛推广二,直接雇佣￥ 43497,￥ 43497,任务编号：374070,2000-2900.csv,,,,,,,,"论坛推广, 社区运营"
明信电子科技有限公司画册VI设计,https://task.epwk.com/374083/,123人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,明信电子科技有限公司画册VI设计,直接雇佣￥ 20000,￥ 20000,任务编号：374083,2000-2900.csv,,,,,,,,"明信电子科技有限公司, VI设计"
【微信开发】洗车公众平台的开发 一期,https://task.epwk.com/374099/,224人,1人,"¥17,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,洗车公众平台的开发 一期,直接雇佣￥ 17000,￥ 17000,任务编号：374099,2000-2900.csv,,,,,,,,"洗车, 公众平台, 开发"
【微信开发】洗车公众平台的开发 二期,https://task.epwk.com/374100/,299人,1人,"¥12,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,洗车公众平台的开发 二期,直接雇佣￥ 12000,￥ 12000,任务编号：374100,2000-2900.csv,,,,,,,,"洗车, 公众平台, 二期"
软件开发前期美工制作,https://task.epwk.com/374115/,280人,1人,"¥14,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,软件开发前期美工制作,直接雇佣￥ 14000,￥ 14000,任务编号：374115,2000-2900.csv,,,,,,,,"软件开发, 美工制作"
酵素016款包装设计,https://task.epwk.com/374121/,195人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,酵素016款包装设计,直接雇佣￥ 5000,￥ 5000,任务编号：374121,2000-2900.csv,,,,,,,,"酵素, 包装设计"
社交型APP开发,https://task.epwk.com/374123/,148人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,社交型APP开发,直接雇佣￥ 10000,￥ 10000,任务编号：374123,2000-2900.csv,,,,,,,,"社交型APP, APP开发"
手机图片客户端,https://task.epwk.com/374124/,208人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,手机图片客户端,直接雇佣￥ 10000,￥ 10000,任务编号：374124,2000-2900.csv,,,,,,,,"手机图片, 客户端"
动画制作,https://task.epwk.com/374126/,314人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,动画制作,直接雇佣￥ 20000,￥ 20000,任务编号：374126,2000-2900.csv,,,,,,,,动画制作
别墅设计,https://task.epwk.com/374129/,117人,1人,"¥9,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,别墅设计,直接雇佣￥ 9000,￥ 9000,任务编号：374129,2000-2900.csv,,,,,,,,别墅设计
仿制网站，一体购物,https://task.epwk.com/374139/,136人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,仿制网站，一体购物,直接雇佣￥ 20000,￥ 20000,任务编号：374139,2000-2900.csv,,,,,,,,"仿制网站, 一体购物"
酒店vi设计,https://task.epwk.com/374140/,99人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2908.html?m=6&o=7,酒店vi设计,直接雇佣￥ 5000,￥ 5000,任务编号：374140,2000-2900.csv,,,,,,,,酒店vi设计
【APP开发】开发移动端电商平台APP,https://task.epwk.com/374150/,302人,1人,"¥65,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,开发移动端电商平台APP,直接雇佣￥ 65000,￥ 65000,任务编号：374150,2000-2900.csv,,,,,,,,"移动端电商, APP开发"
用网站开发一个物料数据库,https://task.epwk.com/374155/,385人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,用网站开发一个物料数据库,直接雇佣￥ 10000,￥ 10000,任务编号：374155,2000-2900.csv,,,,,,,,"网站开发, 物料数据库"
【OA系统】400人中大型民营企业制衣厂ERP系统开发,https://task.epwk.com/374159/,1475人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,400人中大型民营企业制衣厂ERP系统开发,直接雇佣￥ 30000,￥ 30000,任务编号：374159,2000-2900.csv,,,,,,,,"中大型民营企业, ERP系统, 制衣厂"
接待中心,https://task.epwk.com/374170/,205人,1人,¥300,圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,接待中心,直接雇佣￥ 300,￥ 300,任务编号：374170,2000-2900.csv,,,,,,,,接待中心
【其他软件开发】app功能提升修改,https://task.epwk.com/374176/,240人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,app功能提升修改,直接雇佣￥ 8000,￥ 8000,任务编号：374176,2000-2900.csv,,,,,,,,"app功能, 功能修改, 功能提升"
电商网站开发,https://task.epwk.com/374184/,73人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,电商网站开发,直接雇佣￥ 30000,￥ 30000,任务编号：374184,2000-2900.csv,,,,,,,,"电商网站, 网站开发"
【企业官网】简单的网站相关开发,https://task.epwk.com/374187/,203人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,简单的网站相关开发,直接雇佣￥ 10000,￥ 10000,任务编号：374187,2000-2900.csv,,,,,,,,"网站开发, 相关开发"
关于茶壶的广告设计,https://task.epwk.com/374190/,195人,1人,"¥7,200",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,关于茶壶的广告设计,直接雇佣￥ 7200,￥ 7200,任务编号：374190,2000-2900.csv,,,,,,,,"茶壶, 广告设计"
【广告设计】地产围挡设计,https://task.epwk.com/374193/,307人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,地产围挡设计,直接雇佣￥ 20000,￥ 20000,任务编号：374193,2000-2900.csv,,,,,,,,"地产围挡, 设计"
企业宣传性网站，有会员需要对接第三方接口,https://task.epwk.com/374196/,326人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,企业宣传性网站，有会员需要对接第三方接口,直接雇佣￥ 10000,￥ 10000,任务编号：374196,2000-2900.csv,,,,,,,,"企业宣传网站, 会员系统, 第三方接口"
【企业官网】公司企业型网站制作,https://task.epwk.com/374197/,243人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,公司企业型网站制作,直接雇佣￥ 3000,￥ 3000,任务编号：374197,2000-2900.csv,,,,,,,,"企业网站, 网站制作"
【其他软件开发】婚纱摄影网站建设,https://task.epwk.com/374198/,203人,1人,"¥26,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,婚纱摄影网站建设,直接雇佣￥ 26000,￥ 26000,任务编号：374198,2000-2900.csv,,,,,,,,"婚纱摄影, 网站建设"
智能家居云服务平台开发,https://task.epwk.com/374200/,215人,1人,"¥21,000",圆满完成,https://task.epwk.com/page2907.html?m=6&o=7,智能家居云服务平台开发,直接雇佣￥ 21000,￥ 21000,任务编号：374200,2000-2900.csv,,,,,,,,"智能家居, 云服务平台, 平台开发"
