标题,标题链接,查看数,参与数,需求价���,状态,需求方,需求文本,发布时间,完成时间,任务编号,赏金总额,参与交稿,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12
【LOGO设计】企业logo设计,https://task.epwk.com/1051182/,1470人,30人,,圆满完成,o5f73de7d2ba6b,企业名称：车链网（成都）市场管理服务有限公司主要经营：车链网汽车后市场（数字化）产业园经营项目：1.事故车（未修复）批发2.旧配件批发3.低碳修复市场4.修复车代售5.共享修理工位6.汽车人旅馆宣传口号：中国最大的汽车电商产业集群实体经济的互联网融合运营方式：新媒体运营辅助+矩阵微商+线下名片+自动化群炸、自动化微信朋友圈、自动化微信视频号、自动化短视频平台、自动化闲鱼…全线上运营客户群体：保险公司、修理厂、车商、外修商家、修理工、拖车、C端…所有汽车人logo设计元素：汽车、产业链条（关联）、@互联网结合企业名称及主要元素，要求创新、新颖、大气、沉着，可用于商标注册,2023.07.26,2023.08.08,任务编号：1051182,￥ 600,49,隐形人设计工作室,https://shop.epwk.com/omdwkv97mdrp/,隐形人设计工作室,出售服务,https://shop.epwk.com/omdwkv97mdrp/chushou/,工作室,一品,53分,,,隐形人设计工作室,,企业电商详情页设计,"￥1000
            /起",产品字体设计,"￥500
            /起",产品海报设计,"￥1000
            /起",企业产品画册设计,"￥300
            /页",,,,,,,,,,
【包装设计】一款洗发露和一款沐浴露国潮风包装设计,https://task.epwk.com/1051159/,1589人,9人,,圆满完成,minghao81,产品为中华老字号药妆品牌，新开两款新品，其中一款沐浴露，一款洗发露。1、沐浴露：敬修堂  草本净彻沐浴露。只做瓶身包装设计2、洗发露：敬修堂  控油蓬松洗发露。瓶身包装设计加包装盒效果设计要求：突出国潮风美感设计，美观大方、突显高端。按照我所提供的瓶型打样。其中草样并不满意，只是提供瓶型样式参考。其它方面不做过多要求，投稿者放开手脚大胆创意。重点：LOGO标准参照所提供标准要求进行主要是平面包装形象及瓶身效果图，背面的具体政策性包装要求的文字之类的东西由我方后续自行添加。,2023.07.26,2023.08.13,任务编号：1051159,￥ 1000,7,飞洋视觉的商铺,https://shop.epwk.com/omdwkeqwrdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】沙石商会logo设计,https://task.epwk.com/1051072/,3644人,46人,,圆满完成,虔州卧龙吟,章贡区沙石镇商会需要一个logo，本镇是以农业为主的乡镇，境内坐落有峰山国家森林公园，生态优美，山清水秀，近年来大力发展农旅融合，为服务当地经济社会发展，凝聚乡贤力量，助力乡村振兴，成立沙石商会。请大家设计一个符合本镇特色的logo，用于商会服装、专题片等形象展示。,2023.07.26,2023.08.12,任务编号：1051072,￥ 600,53,隐形人设计工作室,https://shop.epwk.com/omdwkv97mdrp/,隐形人设计工作室,出售服务,https://shop.epwk.com/omdwkv97mdrp/chushou/,工作室,一品,53分,,,隐形人设计工作室,,企业电商详情页设计,"￥1000
            /起",产品字体设计,"￥500
            /起",产品海报设计,"￥1000
            /起",企业产品画册设计,"￥300
            /页",,,,,,,,,,
【LOGO设计】苏城面馆logo设计,https://task.epwk.com/1051014/,2998人,50人,,圆满完成,威啸WFOll,对苏城二字进行logo设计，要求中国风韵味，最好有苏州元素在里面，没有也可以，要让大众一看就知道是苏州。字图结合的圆形logo或者方形logo，设计师也可以不按要求自由发挥也可。,2023.07.25,2024.09.22,任务编号：1051014,￥ 1000,57,阿zu从不收手,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】民乐类乐器LOGO设计,https://task.epwk.com/1050923/,1033人,31人,,圆满完成,o5ebb9fe1b7c6c,1、品牌名称：“仙鹤”2、图形LOGO设计3、古韵风格,2023.07.25,2023.08.10,任务编号：1050923,￥ 500,37,深圳非凡设计工作室,https://shop.epwk.com/78dljyqv65lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】氧宠生活馆征集logo设计,https://task.epwk.com/1050771/,2160人,41人,,圆满完成,投资管理,一、公司介绍：1、公司名称：河源氧宠生活馆有限公司。2、公司经营范围：宠物食品及用品零售；宠物食品及用品批发；宠物销售；宠物服务（不含动物诊疗）；宠物饲养。3、不限于宠物类，注：氧宠＋生活。二、设计要求：1、LOGO寓意：与公司名称相关，简洁大方，辨识度高。2、LOGO需用于后续公司的线上及线下所有渠道，包括但不限于公司办公地点展示，自有线上平台。三、知识产权说明：知识产权及有关事项声明：1、所设计的作品应为原创，LOGO未在国家商标局注册过，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。2、中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。3、设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，设计作品一经采用，所有权、修改权和使用权均由本公司所有，设计者不得再在其他任何地方使用该作品，否则构成侵权，本公司保留依法追究设计方法律责任的权利。备注：一旦中标，需要签订产权协议。,2023.07.24,2023.08.27,任务编号：1050771,￥ 500,49,雨夜设计工作室,https://shop.epwk.com/0jnekk26rnv3/,雨夜设计工作室,出售服务,https://shop.epwk.com/0jnekk26rnv3/chushou/,工作室,一品,68分,,,雨夜设计工作室,,高端logo设计,"￥1500
            /起",包装设计,"￥3000
            /起",VI设计,"￥8888
            /起",,,,,,,,,,,,
"【LOGO设计】""i市民""党建品牌LOGO征集（急）",https://task.epwk.com/1050891/,6133人,89人,,圆满完成,k4314****90,"品牌名称：“i市民”品牌目标：“优政、便民、惠企”品牌释义：“i”字母包含Information、Internet、Interconnect、Intelligent等含义，体现市民数据公司的互联网行业属性，及作为信息化企业在智慧城市建设中连接企业及广大市民的理念；同时“i”谐音“爱”，即寓意“爱市民”宗旨，与公司“数字惠民”相呼应，同时着重突出公司名称中的“市民”，也进一步明确公司服务对象及企业使命。设计需求：1.品牌logo设计需体现党建元素；2.logo设计大气、简约，且与品牌理念可以解释贯通。附上创意说明。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。 备注：本周内要选稿，希望设计师作品可以本周内全部上传",2023.07.25,2023.08.12,任务编号：1050891,￥ 1900,106,凡人设计工作室,https://shop.epwk.com/89dvgxy1ldl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】“健康厦门”公众号logo标志悬赏征集方案,https://task.epwk.com/1050712/,2652人,48人,,圆满完成,vitorru,“健康厦门”公众号logo标志悬赏征集方案一、活动主题  “健康厦门”公众号logo标志悬赏征集方案，“健康厦门”公众号logo须包含“健康”“近邻”元素二、背景及目的  为突出“健康厦门”公众号的标识，更加有效推进健康科普宣传和教育，让“健康近邻”的观念和“每个人都是自己健康的第一责任人”的观点深入人心，“健康厦门”公众号logo须包含“健康”“近邻”元素三、征集时间：7月25号开始 四、活动内容（一）作品要求：  1、内容积极向上，样式新颖，图案富含象征意义，必须体现“健康”“近邻”的元素，体现出健康、亲近、便利的特点；  2、作品应构思精巧，简洁明快，色彩协调，健康向上，包含医疗和健康领域的图像。有独特的创意，易懂、易记、易识别，有强烈的视觉冲击力和直观的整体美感，有较强的思想性、艺术性、感染力和时代感；  3、应征作品必须是作者原创，如参考别的作品来创造，需写明作品元素借鉴来源；  4、作品可以手绘，也可以用电脑软件绘制，并附上矢量图及所用字体，并在图下附上创作灵感，作品寓意、说明，借鉴来源（如有），姓名、有效联系方式；  5、参赛者须保证对提供的作品有著作权。被采用之后作品版权归主办方征集单位所有。（二）活动后期  初步筛选出4个作品，再由本次活动评审团评出4个作品，最终采用一个作品作为“健康厦门”公众号标志！,2023.07.24,2023.08.27,任务编号：1050712,￥ 3000,71,金生设计室,https://shop.epwk.com/4rn8qvk03ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【产品外观设计】折叠置物板外观修改,https://task.epwk.com/1050657/,2183人,12人,,圆满完成,风速阁PWfGf,一款带数显功能的折叠置物板在不改变原结构的基础上改善外观，外观要求简洁、现代时尚、带点科技感，达到装饰品的效果。消费群体为年青女性主场景为卧室,2023.07.23,2023.08.28,任务编号：1050657,￥ 3400,13,瑞讯（重庆）文化传媒有限公司,https://shop.epwk.com/89dvg10rkdl2/,瑞讯（重庆）文化传媒有限公司,出售服务,https://shop.epwk.com/89dvg10rkdl2/chushou/,企业,四品,40分,,,瑞讯（重庆）文化传媒有限公司,,3D建模、3D打印、3D扫描、各类3D效果图,"￥300
            /件",VR/AR虚拟现实、增强现实,"￥1000
            /件",二维风格动画,"￥1000
            /件",三维影视特效,"￥1000
            /件",,,,,,,,,,
【LOGO设计】LOGO设计，工律记三个字，行业为茶叶,https://task.epwk.com/1050629/,922人,29人,,圆满完成,xddake,"LOGO设计，按“工律记”三个字进行设计，行业为茶叶设计需求：有视觉冲击力，醒目易识别，确保设计能注册通过。交稿时请附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2023.07.23,2023.08.06,任务编号：1050629,￥ 500,43,雨夜设计工作室,https://shop.epwk.com/0jnekk26rnv3/,雨夜设计工作室,出售服务,https://shop.epwk.com/0jnekk26rnv3/chushou/,工作室,一品,68分,,,雨夜设计工作室,,高端logo设计,"￥1500
            /起",包装设计,"￥3000
            /起",VI设计,"￥8888
            /起",,,,,,,,,,,,
【LOGO设计】“鹤鸣”（律师大讲堂）设计LOGO,https://task.epwk.com/1050495/,949人,26人,,圆满完成,称君心意XtQxZ,设计要求：1、品牌名称为“鹤鸣”；2、结合律师行业特色及盐城特色保护动物“鹤”的一些元素进行设计；3、不要天平，法槌，法院，法官，卷发等过于具象的元素，也不要单纯字母或汉字的具象设计；4、急需！急需！急需！7月24号前会选稿，如有优秀稿件会提前选稿！！！背景：      “鹤鸣”律师大讲堂是盐城市律师协会主办的律师大讲堂，线下大讲堂与同步云课堂直播相结合。每期开讲通知均以发文及公众号形式在行业发布。       授课讲师：以省内外资深律师为主，邀请法院、检察院、公安、法学院、税务、市场监管、组织、纪委监委等司法、党政机关相关专家及其他高端法律人才为辅。      授课内容为以下几个方面：     1.行业党建、政治理论、党史国史、行业管理等；     2.职业伦理、执业风险、律所管理、行业发展与规范等；     3.新法新规、律师实务与热点、难点问题解析、律师业务等；     4.其他与律师行业相关的内容。,2023.07.21,2023.07.31,任务编号：1050495,￥ 500,36,金生设计室,https://shop.epwk.com/4rn8qvk03ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】苏州研凌智能科技有限公司LOGO设计,https://task.epwk.com/1050400/,1678人,38人,,圆满完成,默客逍遥,苏州研凌智能科技有限公司，做个公司设备logo ，未来作为品牌推荐，放在设备上，要有深意，有电子行业的内涵！贴合公司名称！,2023.07.21,2023.08.17,任务编号：1050400,￥ 600,63,雨夜设计工作室,https://shop.epwk.com/0jnekk26rnv3/,雨夜设计工作室,出售服务,https://shop.epwk.com/0jnekk26rnv3/chushou/,工作室,一品,68分,,,雨夜设计工作室,,高端logo设计,"￥1500
            /起",包装设计,"￥3000
            /起",VI设计,"￥8888
            /起",,,,,,,,,,,,
【LOGO设计】大学LOGO设计,https://task.epwk.com/1050420/,2823人,31人,,圆满完成,创意就是生产力,给深圳海洋大学设计一个LOGO要求：由海洋和学习两个元素相结合，LOGO独立使用有较好的装饰性。提示：海洋元素可以是船、海浪、海鸟等等，学习元素可以是书本，笔，放大镜等。附件案例仅作参考。,2023.07.21,2023.11.30,任务编号：1050420,￥ 600,43,诸侯视觉,https://shop.epwk.com/j7n38rkve5e1/,诸侯视觉,出售服务,https://shop.epwk.com/j7n38rkve5e1/chushou/,工作室,一品,145分,,,诸侯视觉,,诸侯视觉logo标志设计,"￥500
            /次",商城全店装修5000,￥5000,VI视觉DESIGN,"￥3000
            /日",,,,,,,,,,,,
【LOGO设计】精酿啤酒品牌LOGO设计,https://task.epwk.com/1050397/,3976人,51人,,圆满完成,leeanson,品牌中文名：貼囍酿造所（需繁体字）英文名：Tipsy brewing house名字意思：贴喜是英文单词tipsy（微醺）直译而来。LOGO要求：面向年轻人，必须有潮流感，时尚感，要简约贴合tipsy微醺或者精酿啤酒为主题，需要图案加字体,2023.07.21,2023.08.17,任务编号：1050397,￥ 1300,68,KIN RABBIT,https://shop.epwk.com/rp5z411j7dx3/,KIN RABBIT,出售服务,https://shop.epwk.com/rp5z411j7dx3/chushou/,工作室,一品,67分,,,KIN RABBIT,,,,,,,,,,,,,,,,,,,
【LOGO设计】时尚LOGO设计,https://task.epwk.com/1050247/,3681人,63人,,圆满完成,小行撞地球,杭州趣尚城运营管理公司    基于“趣尚城”三字结合字母“QSC”进行LOGO设计  “趣”字要体现出有趣的灵魂，融入餐饮元素。“尚”字融入购物元素，体现时尚潮流。‘城’字不用过多的变形。结合公司定位“潮玩时尚街 文旅会客厅 魅力不夜城 国际新都会”进行设计,2023.07.20,2023.08.13,任务编号：1050247,￥ 2265,79,精益创客,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
