标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【小程序开发】简易信息推送APP开发,https://task.epwk.com/817209/,1482人,12人,5000-10000元,圆满完成,ctxxgz,附件是具体需求，请下载阅读了解。附件中所提到的功能全都已经实现，目前正常使用中。简而言之就是：学生端不变，变的是老师端，把老师目前在PC端的工作改到APP上去实现。开发费用面议，欢迎有技术实力的威客联系，谢谢。具体详情可电话或微信沟通。,2019-11-29,2020.01.20,任务编号：817209,6500.0,"30天,5天,25天,30天,30天,1天,20天,30天,20天,30天","山东省-菏泽市,山东省-济南市-章丘市,上海市-市辖区,北京市-北京市-昌平区,广东省-广州市-市辖区,湖北省-武汉市-武昌区,广东省-深圳市-龙岗区,四川省-成都市-市辖区,江苏省-无锡市,浙江省-杭州市",云芽树网络科技-菏泽网站建设,https://shop.epwk.com/2j5xo8r9g5xm/,云芽树网络科技-菏泽网站建设,出售服务,https://shop.epwk.com/2j5xo8r9g5xm/chushou/,企业,三品,45分,,,云芽树网络科技-菏泽网站建设,,网站建设开发制作，网站设计，企业网站，公司官网，定制网页，商城系统,"￥2000
            /次",app开发app定制开发app制作app设计app商城安卓苹果,"￥30000
            /起",小程序开发 小程序定制 设计 服务类小程序开发 O2O小程序开发 展示型小程序开发 个性化小程序定制开发,"￥3000
            /次",微信开发，微信小程序开发，公众号平台，h5定制分销商城功能微信商城,"￥3000
            /次",,,,,,,,,,,小程序开发
【产品原型设计】一个网站首页的开发,https://task.epwk.com/816639/,1215人,4人,1000元以内,圆满完成,dullboy,"需要熟悉html, js, 对各种浏览器的适配性有经验。有兴趣可以详细沟通。谢谢。",2019-11-28,2019.12.12,任务编号：816639,800.0,"1天,3天","山东省-济南市-章丘市,北京市-北京市-朝阳区",山东辰佰电子商务有限责任公司,https://shop.epwk.com/omdwkmyrxdrp/,山东辰佰电子商务有限责任公司,出售服务,https://shop.epwk.com/omdwkmyrxdrp/chushou/,企业,七品,129分,,,山东辰佰电子商务有限责任公司,,管理软件定制开发、分销系统、银行卡收单系统、税务系统、金融类系统、贷款系统、ERP系统、教育系统,价格面议,APP定制开发、商城app、社交APP、家政APP、教育APP、金融理财APP,价格面议,微信公众号、小程序定制开发,价格面议,官网开发、门户网站开发,价格面议,,,,,,,,,,,产品原型设计
【电商网站】贷超代理分销系统开发,https://task.epwk.com/816550/,3048人,9人,5000-10000元,圆满完成,o5dde711c52390,我需要，贷超代理分销系统，H5。当宝绕行！报价来电。工期：2~3天,2019-11-27,2020.01.09,任务编号：816550,3000.0,"20天,20天,30天,15天,15天,5天,3天","河南省-洛阳市,云南省-昆明市,北京市-北京市-昌平区,江苏省-无锡市-滨湖区,山东省-泰安市-泰山区,上海市-市辖区,山东省-菏泽市",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,电商网站
【其他软件开发】电商二次开发,https://task.epwk.com/816277/,1304人,9人,5000-10000元,圆满完成,情歌CC,小猪源码，百分之一的加密，但是不影响二次开发。,2019-11-27,2019.12.29,任务编号：816277,9000.0,"20天,10天,535天,6天,15天,20天","河北省-邯郸市-丛台区,河南省-洛阳市,湖南省-长沙市-开福区,山东省-济南市-章丘市,天津市-市辖区-河东区,山东省-济南市",河北乐慧擎网络科技有限公司,https://shop.epwk.com/78dlje96e5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他软件开发
【APP开发】英语学习app开发,https://task.epwk.com/816085/,1693人,2人,2万-5万元,圆满完成,jurassichouse,1. 本 APP 是帮助学生们学习高考英语单词而设计，也可以作为英语学习入门的单词方面的辅助材料。共计约 5000 个英语单词，分为四章十二小节。约 500 页，每页约十个英语单词，每一个单词包括出现频次，单词拼写（含下划线），词性，释义，读音，五个部分（甲方提供）。另外，一页序言，一页使用说明。2. 包含功能要求，➢ 翻页功能（单页以及快进时多页，前进以及后退翻页，跳回目录页，从目录页直接跳转到每一小节第一页）➢ 每次打开应用直接进入到上次离开/关闭时的页➢ 点击一次播报读音，双击连续顺次播报后面单词发音，单击停止➢ 检索查询单词到所在页3. 要求拥有源代码权，完成合同约定以后完整移交。4. 收取年费功能，折扣或免费券功能。5. 设计制作 APP 的图标6. 售后维护7. 保证 40 天以内完成8. 能够安装于安卓系统（ANDROID）9. 合约乙方在完成以后，不得保留，不得外泄甲方提供的任何资料内容。10. 协助申请计算机软件著作权证书，协助上架应用市场,2019-11-26,2020.03.23,任务编号：816085,20000.0,40天,四川省-成都市,成都三晶科技有限公司,https://shop.epwk.com/omdwkklqxdrp/,成都三晶科技有限公司,出售服务,https://shop.epwk.com/omdwkklqxdrp/chushou/,企业,一品,45分,,,成都三晶科技有限公司,,云算力租赁平台开发挖矿机fil/chia/btc/eth,"￥9999
            /件",网站开发,"￥1888
            /起",Android应用开发,"￥8888
            /起",公众号开发,"￥3000
            /起",小程序开发,"￥3000
            /起",,,,,,,,,APP开发
【电商网站】电子地图（类似于美团）网页开发,https://task.epwk.com/815932/,2227人,3人,3000-5000元,圆满完成,o5dba8f4d54649,电子地图：可以随时自行添加标注实体商家，以图标形式显示在地图上。点进去可以查看商家信息（包括：商家详细信息，地址，电话，图片，导航，营业时间等），可分享，可转发。 可做到随时添加商家，前端即时更新。可修改或删除商家信息，修改图标。需要原码（有交接技术说明），可改域名。（比如：现在我做的是餐饮的地图，这个地图可正常使用，我这边再改一次域名重新封装再做一个加油站地图，可以重复使用，可做多个地图）非专业描述，如有疑问请私聊联系。,2019-11-26,2019.12.12,任务编号：815932,4000.0,"10天,20天,30天","江苏省-苏州市,河南省-洛阳市,山东省-青岛市",苏州帝信软件,https://shop.epwk.com/omdwkm9xqdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电商网站
【小程序开发】抵扣券小程序开发,https://task.epwk.com/816000/,1867人,12人,3000-5000元,圆满完成,多多传媒,开发小程序，对接某APP接口，销售抵扣券.接口已找人对接,2019-11-26,2019.12.13,任务编号：816000,3000.0,"15天,15天,10天,15天,14天,20天,15天,20天,20天","河南省-洛阳市,天津市-天津市-河东区,山东省-济南市,湖南省-长沙市,四川省-成都市-龙泉驿区,山东省-济南市,上海市-市辖区,四川省-成都市-新都区,山东省-菏泽市",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,小程序开发
【其他软件开发】linux服务器迁移,https://task.epwk.com/815563/,815人,2人,1000元以内,圆满完成,o5dbfd982a7f50,"简单任务：在新的Linux服务器，按我们旧的服务器重新配置，然后把原服务器里的项目文件迁移到新服务器即可。要求：1.迁移后的新服务器文件目录（访问路径）和原来的一样。2.修改 项目代码里面的所有引用IP地址为新IP。3.项目能够正常运行。 说明：本服务器有memcache，svn,mongdb,websocket,tomcat,oracle ,项目是java",2019-11-25,2019.12.07,任务编号：815563,800.0,"3天,1天","吉林省-延边朝鲜族自治州-延吉市,山东省-济南市-章丘市",金星科技,https://shop.epwk.com/0z5o4y368njq/,金星科技,出售服务,https://shop.epwk.com/0z5o4y368njq/chushou/,个人,八品,37分,,,金星科技,,,,,,,,,,,,,,,,,,,,其他软件开发
【小程序开发】开发一款WEB版的在线PPT阅读工具,https://task.epwk.com/815115/,1523人,5人,1000元以内,圆满完成,o5dd88a1fcd7a0,二次开发，页面加入一个ppt在线浏览功能，通过后台上传ppt文件，前段可以展示浏览全屏播放包括特效功能，不限制形式，能达到我需要的效果即可，价格可商,2019-11-23,2019.11.24,任务编号：815115,500.0,"1天,1天,3天,8天","四川省-凉山彝族自治州,湖北省-武汉市-武昌区,河南省-郑州市-二七区,山东省-济南市-历城区",宁南软云软件开发,https://shop.epwk.com/p05qj7rr3dev/,宁南软云软件开发,出售服务,https://shop.epwk.com/p05qj7rr3dev/chushou/,企业,二品,60分,,,宁南软云软件开发,,微信小程序开发,"￥1000
            /件",定制软件/ERP系统/OA系统/CRM系统,"￥1000
            /件",网页建站,"￥1000
            /次",人才外包,"￥500
            /天",,,,,,,,,,,小程序开发
【电商网站】网站两个功能排查修复,https://task.epwk.com/814936/,3143人,12人,1000-3000元,圆满完成,o5cc8050acf4c6,1、新用户刚进网站点下单页会一直处于跳转页面，差不多等个30秒会出来。（最好优化到5秒内）2、充值系统有些订单会充值不进去，点到支付宝扫一扫页面后没充值进去的话点网站都会卡住。,2019-11-22,2019.12.04,任务编号：814936,1000.0,"7天,3天,10天,7天,1天","河南省-洛阳市,江苏省-徐州市-市辖区,山东省-菏泽市,山东省-青岛市,湖南省-长沙市-岳麓区",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,电商网站
【APP开发】连锁门店设备管理的软件开发首付款,https://task.epwk.com/814944/,623人,1人,1万-2万元,圆满完成,vitorru,需求：连锁门店设备管理的软件开发首付款：按照合作谈好的来，合作愉快,2019-11-22,2019.11.25,任务编号：814944,17100.0,5天,湖北省-武汉市,武汉顺雅科技有限公司,https://shop.epwk.com/v0n1xo1yl57y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发
【手机网站】多商户入驻的手机网站开发,https://task.epwk.com/814681/,2199人,21人,1000-3000元,圆满完成,o5dcdff718e20f,做一款多商户入驻的手机网站(易货平台类)有类似经验模板的来,2019-11-21,2019.12.25,任务编号：814681,2000.0,"20天,15天,20天,10天,3天,3天,15天,15天,15天","山东省-菏泽市,河南省-洛阳市,河北省-唐山市,四川省-成都市,湖南省-长沙市-开福区,北京市-北京市,四川省-成都市-锦江区,山东省-济南市,浙江省-杭州市",云芽树网络科技-菏泽网站建设,https://shop.epwk.com/2j5xo8r9g5xm/,云芽树网络科技-菏泽网站建设,出售服务,https://shop.epwk.com/2j5xo8r9g5xm/chushou/,企业,三品,45分,,,云芽树网络科技-菏泽网站建设,,网站建设开发制作，网站设计，企业网站，公司官网，定制网页，商城系统,"￥2000
            /次",app开发app定制开发app制作app设计app商城安卓苹果,"￥30000
            /起",小程序开发 小程序定制 设计 服务类小程序开发 O2O小程序开发 展示型小程序开发 个性化小程序定制开发,"￥3000
            /次",微信开发，微信小程序开发，公众号平台，h5定制分销商城功能微信商城,"￥3000
            /次",,,,,,,,,,,手机网站
【后端开发】ThinkPHP5需要改几个接口,https://task.epwk.com/814502/,1954人,1人,3000-5000元,圆满完成,风中逐风,后台 ThinkPHP5 需要改几个接口和部分html页面调整，个人就行,2019-11-21,2020.02.05,任务编号：814502,3000.0,15天,广东省-东莞市-东莞市,与锋工作室,https://shop.epwk.com/89dvgwk0wdl2/,与锋工作室,出售服务,https://shop.epwk.com/89dvgwk0wdl2/chushou/,个人,七品,36分,,,与锋工作室,,,,,,,,,,,,,,,,,,,,后端开发
【APP开发】定位轨迹app开发,https://task.epwk.com/813832/,2010人,11人,1万-2万元,圆满完成,Paswxin,app端：用户登录，获取实时位置，可拍照上传信息，系统通知，围栏报警PC后台：用户导入，地图显示当前在线用户，用户分组图标/颜色，设置用户组围栏范围，查看拍照上传的信息及地点仅安卓端，同时用户人数200人左右，需要考虑后台运行进程被系统杀死。参考技术：百度鹰眼,2019-11-19,2020.01.07,任务编号：813832,14000.0,"30天,30天,30天,18天,30天,30天,30天,120天","江苏省-盐城市,江苏省-南京市-鼓楼区,山东省-潍坊市,山东省-济南市-历城区,山东省-青岛市,天津市-天津市-河东区,江苏省-无锡市-滨湖区,山东省-淄博市-张店区",盐城耐思网络科技有限公司,https://shop.epwk.com/4rn8q3681ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发
【APP开发】服务类型的APP开发,https://task.epwk.com/813711/,1659人,15人,1000-3000元,圆满完成,o5dd34353ba2d4,做个最简单的APP就行，显示几个宣传页，我发几个宣传海报，客户能能长按读取二维码，申请就行下面再做个资讯和联系客服的就行，最简单的APP，模板的也行，页面简单，直接显示海报就行,2019-11-19,2019.11.29,任务编号：813711,1000.0,"30天,1天,30天,3天,7天,15天,7天,20天,20天","北京市-北京市-昌平区,湖北省-武汉市-武昌区,山东省-青岛市-黄岛区,云南省-昆明市,天津市-天津市-河东区,上海市-市辖区,山东省-青岛市,上海市-市辖区,江苏省-徐州市-铜山县",度娱网络科技,https://shop.epwk.com/rp5z493ewdx3/,度娱网络科技,出售服务,https://shop.epwk.com/rp5z493ewdx3/chushou/,企业,三品,39分,,,度娱网络科技,,微信公众号,价格面议,微信小程序,价格面议,APP定制开发,价格面议,网站定制开发,"￥2000
            /起",,,,,,,,,,,APP开发
