标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,能力标签
【宣传册设计】医疗器械类的生产企业想重新设计宣传册,https://task.epwk.com/886214/,1380人,1人,3000-5000元,圆满完成,k7482****36,我们是医疗器械类的生产企业想重新设计宣传册：按照谈好的设计，合作愉快,2020-08-18,2020.09.22,任务编号：886214,3100.0,20天,天津市-市辖区-和平区,卷耳文化设计,https://shop.epwk.com/0jnekew2ynv3/,卷耳文化设计,出售服务,https://shop.epwk.com/0jnekew2ynv3/chushou/,企业,三品,45分,,,卷耳文化设计,,【电商设计】精品详情页设计产品精修主图设计,"￥2688
            /款",【电商设计】详情页设计 主图设计,"￥1288
            /款",【电商设计】适用于淘宝、拼多多15~30款产品优选,"￥800
            /款",包装设计,"￥100
            /次",宣传册设计
【VI设计】教育集团的logo设计+vi设计,https://task.epwk.com/885946/,1251人,1人,1000-3000元,圆满完成,k9867****66,项目:教育集团的logo设计+vi设计  称呼: 汪先生 地区:湖南省长沙市 需求: 关于教育行业的logo设计和一整套的vi设计，要求服务商有较高的资质水平，未明确预算，需要报价，注意：手机微信同号。,2020-08-17,2020.09.14,任务编号：885946,1000.0,10天,广东省-广州市,问途品牌设计,https://shop.epwk.com/78dljegkl5lx/,问途品牌设计,出售服务,https://shop.epwk.com/78dljegkl5lx/chushou/,企业,三品,134分,,,问途品牌设计,,vi设计vi系统设计品牌vi设计企业vi设计餐饮vi设计酒店vi设计咖啡店vi设计烘焙vi设计高端vi设计vi升级设计,"￥1199
            /起",插画设计创意插画设计卡通形象设计吉祥物设计卡通漫画设计手绘插画设计表情包设计原创插画设计商业插画设计,"￥1600
            /起",名片设计卡片设计创意名片设计时尚名片设计高档名片设计英文名片设计插画名片设计企业名片设计公司名片设计,"￥200
            /起",品牌logo设计企业logo设计餐饮烘焙logo设计教育logo设计食品logo设计门店logo设计品牌商标设计标志设计,"￥1488
            /起",VI设计
【LOGO设计】家用电器中央空调智能化公司logo设计,https://task.epwk.com/885773/,900人,2人,1000元以内,圆满完成,k7843****38,项目:家用电器中央空调智能化公司logo设计，称呼: 杨先生 地区: 重庆市 需求:公司是做家用电器中央空调智能化这块，公司以前有设计过logo，现在想改一下，预算:需要报价 注意：手机微信同号。,2020-08-17,2020.09.11,任务编号：885773,600.0,"5天,3天","安徽省-淮北市-濉溪县,重庆市-市辖区-南岸区",淮北优态设计（安徽）有限公司,https://shop.epwk.com/7g5ykg91gn0q/,淮北优态设计（安徽）有限公司,出售服务,https://shop.epwk.com/7g5ykg91gn0q/chushou/,企业,四品,40分,,,淮北优态设计（安徽）有限公司,,高端原创Vi设计,"￥8000
            /起",高端原创品牌标志设计,"￥1500
            /起",高端原创包装设计,"￥2000
            /起",高端原创标签设计,"￥399
            /起",LOGO设计
【LOGO设计】康复学校logo设计,https://task.epwk.com/885756/,940人,1人,3000-5000元,圆满完成,k9458****08,潘女士，康复学校logo设计：按照谈好的设计，合作愉快,2020-08-17,2020.08.24,任务编号：885756,3000.0,3天,广西-南宁市-兴宁区,广西观视文化传媒有限公司,https://shop.epwk.com/09drjr9p353w/,,,,,,,,,,,,,,,,,,,LOGO设计
【包装设计】螺丝的包装+商标logo设计,https://task.epwk.com/885723/,1032人,5人,1000-3000元,圆满完成,vitorru,项目:螺丝的包装+商标logo设计 称呼: 林先生 地区: 广东江门市 需求: 螺丝，有大小规格，共用一种包装设计，logo设计：以商标的名称：支点，进行设计，要求服务商有做过工具类产品的经验，需要了解其产品的特点，预算:需要报价 注意：手机微信同号。,2020-08-17,2020.08.19,任务编号：885723,2000.0,4天,北京市-北京市-通州区,北京茂森营销策划有限公司,https://shop.epwk.com/zqdplx72kn1v/,,,,,,,,,,,,,,,,,,,包装设计
【LOGO设计】电子行业公司logo设计,https://task.epwk.com/885346/,761人,1人,1000元以内,圆满完成,k4954****57,项目: 电子行业公司logo设计 称呼: 张先生 地区: 广东省深圳市 需求: 几个字母，不要图片，好看、有特色的风格，预算:需要报价。,2020-08-14,2020.08.25,任务编号：885346,200.0,2天,陕西省-西安市-碑林区,一诺品牌,https://shop.epwk.com/qgdmj2mjqdke/,一诺品牌,出售服务,https://shop.epwk.com/qgdmj2mjqdke/chushou/,企业,六品,80分,,,一诺品牌,,logo设计科技logo餐饮logo设计,"￥1598
            /款",品牌设计vi导视设计vi设计企业形象设计,"￥998
            /套",高端LOGO设计/原创LOGO设计/LOGO设计/LOGO/logo设计/logo/商标设计/标志设,"￥998
            /件",海报设计朋友圈配图微信公众号海报易拉宝设计,"￥500
            /起",LOGO设计
【LOGO设计】电力行业logo设计,https://task.epwk.com/885330/,456人,1人,1000元以内,圆满完成,小宸儿儿,"项目:电力行业logo设计称呼:孟女士地区:浙江省,杭州市需求:党组织书记大讲堂 电力行业的，预算:几百块预算",2020-08-14,2020.08.20,任务编号：885330,500.0,3天,江苏省-南京市-秦淮区,嘉一品牌设计,https://shop.epwk.com/7g5ykg9xgn0q/,,,,,,,,,,,,,,,,,,,LOGO设计
【LOGO设计】食材行业logo设计,https://task.epwk.com/885309/,457人,1人,1000元以内,圆满完成,vitorru,已经合作，按照合约来,2020-08-14,2020.08.14,任务编号：885309,500.0,7天,广东省-深圳市-福田区,M01design,https://shop.epwk.com/v0n1xo8g257y/,,,,,,,,,,,,,,,,,,,LOGO设计
【包装设计】湿纸巾包装设计,https://task.epwk.com/885262/,751人,1人,1000元以内,圆满完成,k6193****53,潘先生  项目：湿纸巾包装设计  比较简单的  带案例加微信沟通  已事先谈好 按事先谈好的来 勿扰。设计到满意后验收。,2020-08-14,2020.08.20,任务编号：885262,500.0,3天,广东省-广州市-越秀区,广州晟丰传媒广告策划有限公司,https://shop.epwk.com/m7d7w23kp5q8/,,,,,,,,,,,,,,,,,,,包装设计
【LOGO设计】新能源科技的LOGO设计预付款,https://task.epwk.com/885153/,1084人,1人,1000元以内,圆满完成,k6553****44,项目:新能源科技的LOGO设计预付款称呼:左先生  东莞市英信新能源科技有限公司地区:东莞市需求:围绕名称设计logo；电池方向。具体已经沟通好!!,2020-08-13,2020.08.17,任务编号：885153,200.0,3天,广东省-珠海市,艺佳工作室,https://shop.epwk.com/09drj8goe53w/,艺佳工作室,出售服务,https://shop.epwk.com/09drj8goe53w/chushou/,工作室,四品,35分,,,艺佳工作室,,LOGO设计,"￥1000
            /起",品牌VI设计,"￥6000
            /起",创意海报设计,"￥1000
            /起",产品包装设计,"￥1000
            /起",LOGO设计
【LOGO设计】财务顾问公司LOGO设计,https://task.epwk.com/884999/,687人,1人,1000-3000元,圆满完成,k5942****00,我们需要设计企业LOGO，注册企业商标还有版权，公司名称：正信行（福建）财务顾问有限公司，有意愿接这单生意的伙伴可以跟我们联系。联系人：朱志添     谢谢！！,2020-08-13,2020.11.16,任务编号：884999,1000.0,3天,四川省-成都市,瑞艺品牌全案机构,https://shop.epwk.com/zqdplw136n1v/,,,,,,,,,,,,,,,,,,,LOGO设计
【包装设计】瓜子包装设计,https://task.epwk.com/885082/,1470人,26人,1000元以内,圆满完成,o5d5bbc75ea00a,瓜子包装设计 具体需求详谈,2020-08-13,2020.09.02,任务编号：885082,550.0,"5天,4天,10天,7天,4天,5天","江苏省-苏州市-市辖区,广东省-深圳市,陕西省-西安市,河南省-新乡市,广东省-深圳市,山东省-烟台市",奥韵设计,https://shop.epwk.com/0jnekexrxnv3/,,,,,,,,,,,,,,,,,,,包装设计
【LOGO设计】海鲜店铺的logo,https://task.epwk.com/885074/,478人,1人,1000元以内,圆满完成,vitorru,已经谈好，按照合约来,2020-08-13,2020.08.13,任务编号：885074,200.0,1天,江苏省-扬州市,sunshine创意工作室,https://shop.epwk.com/m7d7wwlwr5q8/,sunshine创意工作室,出售服务,https://shop.epwk.com/m7d7wwlwr5q8/chushou/,工作室,七品,39分,,,sunshine创意工作室,,,,,,,,,,LOGO设计
【3D建模】2款3D手办制作,https://task.epwk.com/885068/,4105人,2人,1000-3000元,圆满完成,o5def3f19b44c3,根据以下平面图做2款手办（同一形象，不同表情动作），有形象七视图，七视图中标私信发,2020-08-13,2020.09.17,任务编号：885068,1600.0,7天,内蒙古-呼和浩特市-回民区,云志高科传媒,https://shop.epwk.com/7g5ykg7qzn0q/,云志高科传媒,出售服务,https://shop.epwk.com/7g5ykg7qzn0q/chushou/,企业,四品,40分,,,云志高科传媒,,软件开发,"￥5000
            /起",二维动画,"￥1000
            /起",三维动画,"￥1000
            /起",成品软件,"￥2000
            /起",3D建模
【包装设计】护肤品包装设计,https://task.epwk.com/884993/,646人,1人,1000-3000元,圆满完成,k8499****41,鲍先生  项目：包装设计 护肤品   要看设计师的案例  已事先谈好 按说好的来 设计到满意后验收 勿扰,2020-08-13,2020.09.03,任务编号：884993,1300.0,7天,辽宁省-大连市-金州区,大连奇思妙想广告有限公司,https://shop.epwk.com/3gd2mo44pner/,,,,,,,,,,,,,,,,,,,包装设计
【LOGO设计】工业机械行业的logo设计,https://task.epwk.com/884897/,733人,1人,1000元以内,圆满完成,k1972****28,"项目:工业机械行业的logo设计称呼:张女士地区:江苏省,苏州市需求:工业机械行业的logo设计，之前有一个，希望风格保持一致，现在只有根据2个字母设计就行（字母：X T）。预算300元以内，希望这2天可以完成预算:300元以内",2020-08-13,2020.08.26,任务编号：884897,300.0,2天,山东省-临沂市-兰山区,柒木文化有限公司,https://shop.epwk.com/4rn8qjm2wngm/,,,,,,,,,,,,,,,,,,,LOGO设计
【3D建模】3D效果图制作,https://task.epwk.com/884707/,3295人,1人,1000-3000元,圆满完成,南京德胜文化,需要设计师设计一个3D效果图,2020-08-12,2020.09.09,任务编号：884707,2000.0,3天,广东省-深圳市-福田区,深圳市平行视界影视传媒有限责任公司,https://shop.epwk.com/zqdplx02kn1v/,深圳市平行视界影视传媒有限责任公司,出售服务,https://shop.epwk.com/zqdplx02kn1v/chushou/,工作室,四品,61分,,,深圳市平行视界影视传媒有限责任公司,,,,,,,,,,3D建模
【包装设计】手机电池包装设计,https://task.epwk.com/884296/,604人,1人,1000元以内,圆满完成,k7888****36,"项目:手机电池包装设计称呼:陈先生地区:广东省,深圳市需求:手机电池包装，只有一款，需要包装盒和包装袋，希望给人看了焕然一新的感觉，微信同号预算:1000左右",2020-08-11,2020.08.20,任务编号：884296,500.0,3天,福建省-厦门市,点道品牌设计,https://shop.epwk.com/m7d7w2pww5q8/,,,,,,,,,,,,,,,,,,,包装设计
【VI设计】活动策划公司VI设计,https://task.epwk.com/884261/,1766人,23人,3000-5000元,圆满完成,o5f2e44ea77642,活动策划公司VI设计，具体需求中标后谈 LOGO设计,2020-08-10,2020.08.13,任务编号：884261,3000.0,"4天,5天,5天,5天","陕西省-西安市,山东省-青岛市,山东省-济南市,山东省-青岛市",鼎臻幻屏品牌设计,https://shop.epwk.com/4rn8qj3vwngm/,鼎臻幻屏品牌设计,出售服务,https://shop.epwk.com/4rn8qj3vwngm/chushou/,企业,五品,39分,,,鼎臻幻屏品牌设计,,LOGO设计,"￥499
            /起",文案策划,价格面议,PPT设计,"￥180
            /起",画册设计,"￥200
            /起",VI设计
【LOGO设计】健康平台的企业logo设计,https://task.epwk.com/884174/,611人,1人,1000元以内,圆满完成,k9464****18,陈女士，江苏南京，健康平台的企业logo设计，企业名称是壹贰叁平健康科技有限公司，在上海也有分公司，要求服务商提供参考案例作品，并报价，微信不同号，未限制地区。,2020-08-10,2020.08.28,任务编号：884174,800.0,3天,广东省-广州市-荔湾区,锡兰视觉设计,https://shop.epwk.com/4rn8qjx8wngm/,,,,,,,,,,,,,,,,,,,LOGO设计
【包装设计】打包拉力带包装设计,https://task.epwk.com/884088/,610人,1人,1000-3000元,圆满完成,mf136****3858,曹先生  打包拉力带包装设计和产品宣传册设计，联系评估报价。,2020-08-10,2020.08.27,任务编号：884088,1500.0,5天,山东省-潍坊市,原道品牌设计创意机构,https://shop.epwk.com/78n96g8pxnkv/,,,,,,,,,,,,,,,,,,,包装设计
【LOGO设计】钢琴公司的logo设计,https://task.epwk.com/883248/,972人,1人,1000-3000元,圆满完成,k2482****23,钢琴公司的logo设计：按照谈好的来设计，合作愉快,2020-08-06,2020.09.14,任务编号：883248,1100.0,9天,重庆市-市辖区-沙坪坝区,南瓜粥文化创意,https://shop.epwk.com/m7d7wvy3v5q8/,南瓜粥文化创意,出售服务,https://shop.epwk.com/m7d7wvy3v5q8/chushou/,个人,四品,36分,,,南瓜粥文化创意,,,,,,,,,,LOGO设计
【LOGO设计】建筑行业LOGO设计,https://task.epwk.com/883211/,858人,1人,1000-3000元,圆满完成,k2887****99,建筑行业商标LOGO设计  已谈好 按事先谈好的来 设计到满意后验收,2020-08-06,2020.08.19,任务编号：883211,1899.0,10天,山东省-烟台市,悦禾品牌设计,https://shop.epwk.com/j7n38ze2l5e1/,,,,,,,,,,,,,,,,,,,LOGO设计
【包装设计】鸭蛋产品包装设计,https://task.epwk.com/882936/,1522人,1人,1000-3000元,圆满完成,k8555****56,产品包装设计，装鸭蛋的，柯尔鸭蛋，设计外面的包装盒还有手提袋 ，加微信联系。 需要报价，地区：青岛联系人：于先生,2020-08-05,2020.11.12,任务编号：882936,1500.0,7天,山东省-青岛市-李沧区,维度品牌设计策划,https://shop.epwk.com/z2nkz79y2nqy/,维度品牌设计策划,出售服务,https://shop.epwk.com/z2nkz79y2nqy/chushou/,企业,七品,39分,,,维度品牌设计策划,,品牌vi设计,"￥1199
            /起",品牌标志设计,"￥5000
            /起",品牌包装设计,"￥1000
            /起",品牌画册设计,"￥200
            /起",包装设计
