标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【企业宣传片】制作或者修改企业宣传视频,https://task.epwk.com/765964/,2100人,19人,1000-3000元,圆满完成,森格水业,有两份别的公司制作好的宣传视频，想更改一下，作为自己公司使用，或者可以参考他们的视频重新制作,2019.07.01,2019.07.04,任务编号：765964,"￥1400,￥500,￥1000,￥500,￥500,￥200,￥600,￥1000,￥800,￥1000,￥800,￥1000","5天,10天,7天,2天,5天,10天,2天,25天,3天,7天,2天,3天","山西省-太原市-万柏林区,黑龙江省-齐齐哈尔市,山东省-青岛市,湖北省-武汉市-洪山区,上海市-上海市-浦东新区,吉林省-长春市-绿园区,北京市-北京市-大兴区,广东省-佛山市,湖南省-长沙市-开福区,河北省-石家庄市-桥东区,内蒙古-呼和浩特市,上海市-上海市-闵行区",三维动画制作产品展示主图视频全息制作,https://shop.epwk.com/2j5xo89195xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【创意短视频】微博上的视频制作,https://task.epwk.com/763518/,1923人,16人,1000-3000元,圆满完成,o5b5081b549c2e,https://weibo.com/5340337769/Hvow0aYur?f rom=page_1005055340337769_profile&wvr=6&mod=weibotime&type=comment做一个这个形式的视频，提供音频和脚本，时间10分钟。价格2000-3000。本周要完成。想找成都地区的威客合作，方便沟通。,2019.06.24,2019.07.02,任务编号：763518,"￥2000,￥1000,￥1000,￥2500,￥3000,￥1000,￥1000,￥3000,￥2000,￥3000,￥3000","7天,3天,3天,2天,5天,3天,3天,4天,5天,5天,25天","四川省-成都市-龙泉驿区,河北省-秦皇岛市-北戴河区,北京市-北京市-昌平区,浙江省-杭州市-滨江区,河北省-石家庄市-藁城市,北京市-北京市-东城区,湖南省-长沙市-开福区,广东省-广州市,北京市-北京市-朝阳区,四川省-成都市-武侯区,广东省-佛山市",肆月动画工作室,https://shop.epwk.com/z2nkzx972nqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【影视拍摄】制作一段30秒视频,https://task.epwk.com/757796/,1948人,1人,1000元以内,圆满完成,珠太太战神,我需要请人制作一段30秒视频！会提供画面，需要帮合成。静态画面做成动态的视频画面。微信联系，不方便电话，请勿电话，谢谢~需要服务商报价,2019.06.10,2019.08.09,任务编号：757796,￥200,1天,广东省-广州市-花都区,广州子非广告传媒有限公司,https://shop.epwk.com/z2nkz939qnqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【FLASH制作】一分钟课件Falsh制作,https://task.epwk.com/756710/,1611人,1人,1000元以内,圆满完成,o5cf741af20f5d,用PPT做了一份一分钟课件，但是不太美观。现在找人帮忙用flash进行制作一分钟课件，要求不是很复杂，比较简单。工期：再议价格：再议,2019.06.06,2019.07.15,任务编号：756710,￥800,4天,重庆市,金诺思科技,https://shop.epwk.com/rp5z49z28dx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【短视频代运营】需要拍抖音视频,https://task.epwk.com/754935/,2164人,1人,1000元以内,圆满完成,o5cf28a5737ab3,需要拍抖音视频，是关于运动内衣，30到一分钟左右具体详谈,2019.06.02,2019.06.13,任务编号：754935,￥300,2天,河南省-郑州市,初影工作室,https://shop.epwk.com/4rn8q3131ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【创意短视频】小视频片头制作,https://task.epwk.com/750593/,1974人,8人,1000元以内,圆满完成,o5b17d4f5813fb,参考一下混沌大学的视频片头，如果有其它的也可以自行设计效果。LOGO索取信息请见附件,2019.05.22,2019.05.29,任务编号：750593,"￥500,￥800,￥1000,￥1000,￥500,￥800","3天,3天,4天,3天,7天,3天","北京市-北京市-东城区,福建省-莆田市-荔城区,广东省-广州市,辽宁省-沈阳市-和平区,广西-北海市-银海区,北京市-北京市-东城区",南渊影视传媒,https://shop.epwk.com/p05qjwjlrdev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【剪辑服务】观音菩萨流眼泪mv制作,https://task.epwk.com/745850/,2906人,16人,1000元以内,圆满完成,winnetsky,观音菩萨流眼泪mv初稿制作，用pr需要采集包方便后期修改，就是要找给每一段文字找合适的素材并加上字幕就行了，时长4分钟。文字在附件里面，音乐还在处理中。,2019.05.11,2019.05.17,任务编号：745850,"￥350,￥500,￥400,￥400,￥500,￥600,￥600,￥500,￥500,￥500,￥800","2天,5天,5天,4天,5天,2天,4天,7天,3天,5天,5天","北京市-北京市-朝阳区,山东省-潍坊市,广东省-广州市-白云区,河北省-邢台市-桥西区,海南省-琼海市-琼海市,山东省-潍坊市,湖南省-长沙市-天心区,湖南省-长沙市-雨花区,湖北省-武汉市,河南省-洛阳市-涧西区,重庆市-重庆市-南岸区",精灵映画工作室,https://shop.epwk.com/2j5xo83qx5xm/,精灵映画工作室,出售服务,https://shop.epwk.com/2j5xo83qx5xm/chushou/,工作室,八品,38分,,,精灵映画工作室,,,,,,,,,,,,,,,,,,,
【三维动画】做一个三维地球动画,https://task.epwk.com/744645/,2482人,5人,3000-5000元,圆满完成,o5c85cece9d432,金色光线落到地球；在地球上出标识，展现各个城市。动画效果要连续。效果如图所示。像素2048*439，可以不需要渲染 ，我这边渲染。,2019.05.08,2019.05.13,任务编号：744645,"￥3000,￥3000,￥3000,￥1500","5天,3天,3天,1天","山西省-太原市,安徽省-合肥市-瑶海区,江苏省-无锡市,北京市-北京市-大兴区",三维动画制作产品展示主图视频全息制作,https://shop.epwk.com/2j5xo89195xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【剪辑服务】剪辑一部15分钟纪录片,https://task.epwk.com/742713/,4410人,43人,1000-3000元,圆满完成,o5cad****12944,剪辑一部15分钟纪录片，素材我来提供。不需要很复杂的剪辑，能帮着梳理一下思路就好。报价在1000~1500元。一星期之内可以完成。,2019.05.05,2019.05.09,任务编号：742713,"￥1000,￥1000,￥1000,￥1000,￥1500,￥1500,￥2000,￥1500,￥3000,￥1500,￥3000,￥1000","5天,6天,5天,5天,3天,7天,7天,7天,5天,6天,7天,5天","四川省-成都市-龙泉驿区,山东省-济南市-市中区,河北省-邢台市-市辖区,河南省-洛阳市-涧西区,湖北省-武汉市-江夏区,广东省-佛山市-顺德区,北京市-北京市-海淀区,广东省-广州市-天河区,湖南省-常德市-武陵区,湖南省-长沙市-岳麓区,黑龙江省-哈尔滨市-道里区,湖北省-武汉市-江夏区",肆月动画工作室,https://shop.epwk.com/z2nkzx972nqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图片处理】把图片P成可用于淘宝网的白底图,https://task.epwk.com/740572/,3480人,54人,1000元以内,圆满完成,o5cc5361d89db7,把图片P成可用于淘宝网的白底图。大概几十张，15-20一张具体详谈,2019.04.28,2019.05.29,任务编号：740572,"￥150,￥800,￥800,￥150,￥1000,￥100,￥100,￥300,￥100,￥100,￥500,￥100","1天,4天,2天,2天,5天,2天,1天,5天,1天,1天,1天,1天","湖北省-武汉市,四川省-成都市-成华区,安徽省-合肥市-包河区,浙江省-嘉兴市-嘉善县,陕西省-西安市,河北省-廊坊市-文安县,天津市-市辖区-河东区,广东省-东莞市,河北省-唐山市-市辖区,广西壮族自治区-南宁市-邕宁区,安徽省-合肥市-庐阳区,四川省-南充市",巴士汪设计有限公司,https://shop.epwk.com/j7n38olx35e1/,巴士汪设计有限公司,出售服务,https://shop.epwk.com/j7n38olx35e1/chushou/,企业,八品,39分,,,巴士汪设计有限公司,,3D建模3D动画产品展示酷家乐模型制作,"￥20
            /起",,,,,,,,,,,,,,,,
【创意短视频】视频剪辑,https://task.epwk.com/738865/,1578人,1人,1000元以内,圆满完成,vitorru,一个视频的剪辑工作,2019.04.24,2019.04.24,任务编号：738865,￥120,1天,福建省-福州市,青椒三维设计（福建）,https://shop.epwk.com/rp5z49w97dx3/,青椒三维设计（福建）,出售服务,https://shop.epwk.com/rp5z49w97dx3/chushou/,企业,五品,40分,,,青椒三维设计（福建）,,产品研发设计,"￥5600
            /起",三维建模,"￥100
            /起",三维仿真动画,"￥600
            /起",三维建筑动画,"￥22000
            /起",效果图渲染,"￥350
            /起",3D打印,"￥60
            /次",三维扫描,"￥260
            /次",古建筑建模与沙盘,"￥2000
            /起",,
【后期制作】找人去视频水印,https://task.epwk.com/737432/,4093人,2人,1000元以内,圆满完成,o5c3ec751a65e5,视频去水印，共125集。每集10分钟左右。加片头片尾。,2019.04.20,2019.05.09,任务编号：737432,"￥800,￥1500","6天,5天","福建省-厦门市-集美区,重庆市-市辖区",厦门视美创联文化传媒,https://shop.epwk.com/3gd2moeepner/,厦门视美创联文化传媒,出售服务,https://shop.epwk.com/3gd2moeepner/chushou/,企业,五品,40分,,,厦门视美创联文化传媒,,微电影,价格面议,广告片,价格面议,宣传片,价格面议,三维动画,价格面议,,,,,,,,,,
【FLASH制作】2分钟左右的动画故事制作,https://task.epwk.com/731487/,2330人,7人,1000元以内,圆满完成,cgh888999,2分钟左右的动画故事制作，讲述数字1-7（拟人化），它们发生争吵。。。。最后团结协作的过程使用flashcs5.5或以下版本制作 ，我方有简单的故事剧本，我方可以提供数字1-7的角色形色供参考或使用。有意再详谈1.设计要求：画质清楚跟流畅，并搭配有音效及配音，能画能完整表达剧本故事2.知识产权说明：  中标的设计作品，我方支付设计制作费。即拥有该作品的知识产权，并有权对设计作品进行修改、组合和应用，设计者不得再向其他任何地方使用该设计作品。 3.制作周期：15天内,2019.04.07,2019.05.09,任务编号：731487,"￥950,￥1000,￥1000,￥1000,￥5000,￥6600,￥1000","3天,5天,4天,3天,15天,15天,3天","河北省-石家庄市-裕华区,陕西省-西安市-雁塔区,广东省-广州市,广东省-佛山市,河北省-石家庄市-裕华区,湖南省-长沙市-开福区,江苏省-南京市-建邺区",o5caef2074c5f0,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图片处理】修两张照片,https://task.epwk.com/723814/,2967人,17人,1000元以内,圆满完成,hnscwf,修两张照片，一张需要改变头发样式和面部表情，一张需要改变衣服颜色和修年轻一些。微信联系，不要电话。服务商报价,2019.03.19,2019.03.22,任务编号：723814,"￥300,￥100,￥200,￥500,￥188,￥1000,￥199,￥200,￥200,￥200,￥300,￥300","3天,2天,2天,4天,5天,3天,2天,1天,2天,2天,3天,5天","北京市-北京市-朝阳区,广东省-珠海市-斗门区,山西省-太原市-小店区,湖北省-武汉市-江岸区,浙江省-杭州市-江干区,广东省-佛山市,山东省-济南市-长清区,浙江省-杭州市-滨江区,广东省-江门市-新会区,上海市-上海市-宝山区,安徽省-合肥市,广东省-东莞市-东莞市",万为传媒集团,https://shop.epwk.com/2j5xoopqk5xm/,万为传媒集团,出售服务,https://shop.epwk.com/2j5xoopqk5xm/chushou/,企业,八品,37分,,,万为传媒集团,,,,,,,,,,,,,,,,,,,
【创意短视频】网页操作说明视频制作,https://task.epwk.com/717712/,1377人,1人,1万-2万元,圆满完成,o5c7e234dcbad9,网页操作说明视频制作,2019.03.05,2019.03.14,任务编号：717712,￥13800,9天,广东省-深圳市,深圳市导影文化传媒有限公司,https://shop.epwk.com/78n96yokonkv/,深圳市导影文化传媒有限公司,出售服务,https://shop.epwk.com/78n96yokonkv/chushou/,企业,四品,39分,,,深圳市导影文化传媒有限公司,,VIS品牌视觉体系,价格面议,企业宣传片系列,价格面议,广告片宣传系列,价格面议,三维动画宣传系列,价格面议,晚会活动系列,价格面议,MG动画宣传系列,价格面议,,,,,,
【企业宣传片】年终总结报告视频剪辑,https://task.epwk.com/699741/,2122人,1人,1000元以内,圆满完成,o5c2f2b595439c,年终总结报告，视频剪辑,2019.01.04,2019.01.14,任务编号：699741,￥300,3天,江苏省-常州市-武进区,常州佳澜信息科技有限公司,https://shop.epwk.com/j7n38oy995e1/,常州佳澜信息科技有限公司,出售服务,https://shop.epwk.com/j7n38oy995e1/chushou/,企业,九品,40分,,,常州佳澜信息科技有限公司,,3D建模,"￥300
            /起",视频剪辑,"￥500
            /起",2D动画制作,"￥800
            /起",3D动画制作,"￥2000
            /起",,,,,,,,,,
【企业宣传片】教育公司宣传片,https://task.epwk.com/699686/,2059人,1人,5000-10000元,圆满完成,k5927****86,教育公司宣传片5分钟左右，会提供照片和视频，宣讲会上做宣传用，按谈好的来,2019.01.04,2019.01.04,任务编号：699686,￥5000,2天,安徽省-合肥市,墨染文化传媒有限公司,https://shop.epwk.com/rp5z4mwoxdx3/,墨染文化传媒有限公司,出售服务,https://shop.epwk.com/rp5z4mwoxdx3/chushou/,企业,五品,40分,,,墨染文化传媒有限公司,,微电影设计 微商视频,"￥5000
            /次",产品宣传片,"￥4000
            /次",产品渲染 三维动画,"￥3000
            /次",淘宝视频 三维动画 视频剪辑,"￥1000
            /次",三维动画 mg动画 微电影 宣传片 淘宝视频,"￥6000
            /次",广告片制作 宣传片制作 微电影制作 年会视频制作视频剪辑,"￥4000
            /次",广告片制作 宣传片制作 微电影制作 年会视频制作,"￥3000
            /次",广告片制作 宣传片制作 微电影制作 年会视频制作,"￥5000
            /次",MG动画设计宣传片设计,"￥3000
            /次"
【三维动画】3d Unity的展厅二次开发,https://task.epwk.com/696317/,2642人,8人,3000-5000元,圆满完成,o5c20bd8d2243e,3d   Unity的展厅二次开发，具体详聊，有需求文档。江浙沪优先。,2018.12.25,2019.01.05,任务编号：696317,"￥3000,￥30000,￥30000,￥30000","5天,30天,3天,30天","安徽省-淮南市-田家庵区,吉林省-延边朝鲜族自治州,广东省-佛山市,广东省-东莞市-东莞市市辖区",宇龙设计,https://shop.epwk.com/omdwk3xg1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【企业宣传片】产品短视频制作,https://task.epwk.com/688773/,3064人,12人,5000-10000元,圆满完成,天线爷爷,产品短视频制作，罐装食品，中国汤文化的宣传视频。动画或flash形式脚本基本定了，需要找制作。做过美食类或文创类的宣传视频的威客。时长3-5分钟左右。,2018.12.03,2019.01.06,任务编号：688773,"￥8000,￥10000,￥7500,￥9000,￥9800,￥8000,￥10000,￥10000,￥8000,￥10000","9天,20天,10天,7天,10天,15天,15天,15天,15天,15天","广东省-深圳市,四川省-成都市,广东省-东莞市,湖南省-长沙市-雨花区,江苏省-苏州市-金阊区,河北省-邯郸市-临漳县,广东省-深圳市-南山区,广东省-深圳市,安徽省-亳州市-谯城区,江苏省-南京市",半岛映画 设计帮,https://shop.epwk.com/omdwk28v1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【FLASH制作】需要将一张静态的LOGO做成动态的效果,https://task.epwk.com/688318/,2884人,7人,1000元以内,圆满完成,o56cbfedac9797,需要将一张静态的LOGO做成动态的效果。做成GIF格式,2018.12.02,2018.12.07,任务编号：688318,"￥300,￥500,￥300,￥1000,￥500,￥500","1天,3天,3天,5天,3天,3天","辽宁省-沈阳市-和平区,天津市-天津市-南开区,云南省-昆明市-盘龙区,广东省-广州市,北京市-北京市-朝阳区,广东省-东莞市",零点零一品牌,https://shop.epwk.com/4rn8qzygwngm/,零点零一品牌,出售服务,https://shop.epwk.com/4rn8qzygwngm/chushou/,工作室,四品,45分,,,零点零一品牌,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥980
            /起",企业LOG动态展示,价格面议,高端包装设计食品饮料包装设计 瓶贴 茶叶等外包装设计,"￥1980
            /起",企业宣传册设计 企业文化宣传手册 画册设计,"￥200
            /起",电商设计 店铺首页详情页设计 淘宝天猫京东首页升级装修,"￥1980
            /起",VI手册设计 VI设计 企业VI系统设计 vis企业形象设计,"￥4980
            /起",家装效果图 店铺效果图 酒店效果图,价格面议,,,,
