标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
【LOGO设计】护肤品商标注册,https://task.epwk.com/296207/,378人,1人,¥488,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,护肤品商标注册,直接雇佣￥ 488,￥ 488,任务编号：296207,3153-3304.csv,,,"护肤品商标, 注册"
【LOGO设计】木地板品牌Logo设计,https://task.epwk.com/296221/,522人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,木地板品牌Logo设计,直接雇佣￥ 1000,￥ 1000,任务编号：296221,3153-3304.csv,,,"木地板品牌, Logo设计"
【动画设计】flash地图设计,https://task.epwk.com/296227/,668人,1人,¥300,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,flash地图设计,直接雇佣￥ 300,￥ 300,任务编号：296227,3153-3304.csv,,,"flash地图, 设计"
【背景墙设计】展板设计,https://task.epwk.com/296232/,484人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,展板设计,直接雇佣￥ 2000,￥ 2000,任务编号：296232,3153-3304.csv,,,展板设计
【背景墙设计】围墙文化设计,https://task.epwk.com/296239/,460人,1人,¥400,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,围墙文化设计,直接雇佣￥ 400,￥ 400,任务编号：296239,3153-3304.csv,,,"围墙文化, 设计"
【编辑校对】把WORD改成PPT,https://task.epwk.com/296294/,1095人,1人,¥100,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,把WORD改成PPT,直接雇佣￥ 100,￥ 100,任务编号：296294,3153-3304.csv,,,WORD转PPT
【宣传册设计】产品封面设计,https://task.epwk.com/296322/,335人,1人,¥150,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,产品封面设计,直接雇佣￥ 150,￥ 150,任务编号：296322,3153-3304.csv,,,"产品封面, 设计"
【LOGO设计】logo设计,https://task.epwk.com/296384/,232人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,logo设计,直接雇佣￥ 1000,￥ 1000,任务编号：296384,3153-3304.csv,,,logo设计
【宣传册设计】宣传册设计,https://task.epwk.com/296390/,168人,1人,¥300,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,宣传册设计,直接雇佣￥ 300,￥ 300,任务编号：296390,3153-3304.csv,,,"宣传册, 设计"
【宣传册设计】促销宣传册页设计,https://task.epwk.com/296396/,294人,1人,¥900,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,促销宣传册页设计,直接雇佣￥ 900,￥ 900,任务编号：296396,3153-3304.csv,,,"促销宣传册, 页设计"
【企业官网】服务器空间服务,https://task.epwk.com/296401/,344人,1人,¥600,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,服务器空间服务,直接雇佣￥ 600,￥ 600,任务编号：296401,3153-3304.csv,,,"服务器空间, 服务"
【LOGO设计】公司商标,https://task.epwk.com/296425/,161人,1人,¥300,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,公司商标,直接雇佣￥ 300,￥ 300,任务编号：296425,3153-3304.csv,,,公司商标
【企业官网】企业官网制作,https://task.epwk.com/296462/,254人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,企业官网制作,直接雇佣￥ 2000,￥ 2000,任务编号：296462,3153-3304.csv,,,"企业官网, 网站制作"
【软文发布】软文发布,https://task.epwk.com/296466/,233人,1人,¥720,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,软文发布,直接雇佣￥ 720,￥ 720,任务编号：296466,3153-3304.csv,,,"软文, 发布"
【海报设计】海报设计,https://task.epwk.com/296486/,255人,1人,¥290,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,海报设计,直接雇佣￥ 290,￥ 290,任务编号：296486,3153-3304.csv,,,海报设计
【VI设计】宁夏一康源集团logo及VI设计,https://task.epwk.com/296495/,716人,1人,"¥15,000",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,宁夏一康源集团logo及VI设计,直接雇佣￥ 15000,￥ 15000,任务编号：296495,3153-3304.csv,,,"宁夏一康源集团, logo, VI设计"
【成人起名】改名,https://task.epwk.com/296521/,859人,1人,¥82,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,改名,直接雇佣￥ 82,￥ 82,任务编号：296521,3153-3304.csv,,,改名
【店铺装修】微信商城和淘宝店设计及装修,https://task.epwk.com/296529/,503人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,微信商城和淘宝店设计及装修,直接雇佣￥ 1500,￥ 1500,任务编号：296529,3153-3304.csv,,,"微信商城, 淘宝店, 设计装修"
【VI设计】企业logo和vi设计,https://task.epwk.com/296553/,325人,1人,¥500,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,企业logo和vi设计,直接雇佣￥ 500,￥ 500,任务编号：296553,3153-3304.csv,,,"企业logo, vi设计"
【LOGO设计】企业logo和vi设计,https://task.epwk.com/296558/,659人,1人,¥500,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,企业logo和vi设计,直接雇佣￥ 500,￥ 500,任务编号：296558,3153-3304.csv,,,"企业logo, vi设计"
【产品外观设计】停车场票箱/道闸产品外型外观设计(停车场刷卡设备),https://task.epwk.com/296559/,1745人,1人,"¥4,800",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,停车场票箱/道闸产品外型外观设计(停车场刷卡设备),直接雇佣￥ 4800,￥ 4800,任务编号：296559,3153-3304.csv,,,"停车场票箱, 道闸产品, 外观设计, 停车场刷卡设备"
【APP开发】根据淘宝客网站程序app,https://task.epwk.com/296563/,371人,1人,"¥7,000",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,根据淘宝客网站程序app,直接雇佣￥ 7000,￥ 7000,任务编号：296563,3153-3304.csv,,,"淘宝客网站, app"
【数据录入】数据录入之34,https://task.epwk.com/296569/,294人,1人,¥50,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,数据录入之34,直接雇佣￥ 50,￥ 50,任务编号：296569,3153-3304.csv,,,"数据录入, 34"
【数据录入】数据录入之35,https://task.epwk.com/296571/,114人,1人,¥50,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,数据录入之35,直接雇佣￥ 50,￥ 50,任务编号：296571,3153-3304.csv,,,"数据录入, 35"
【数据录入】数据录入之36,https://task.epwk.com/296572/,202人,1人,¥50,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,数据录入之36,直接雇佣￥ 50,￥ 50,任务编号：296572,3153-3304.csv,,,"数据录入, 36"
【VI设计】在已有logo基础上做完善,https://task.epwk.com/296576/,240人,1人,¥500,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,在已有logo基础上做完善,直接雇佣￥ 500,￥ 500,任务编号：296576,3153-3304.csv,,,"logo, 完善, 基础设计"
【表情设计】原创 (Cool Cat) QQ动态表情,https://task.epwk.com/296635/,528人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,原创 (Cool Cat) QQ动态表情,直接雇佣￥ 1200,￥ 1200,任务编号：296635,3153-3304.csv,,,"原创, QQ动态表情, Cool Cat"
【包装设计】创维品牌移动电源产品包装设计,https://task.epwk.com/296660/,146人,1人,¥500,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,创维品牌移动电源产品包装设计,直接雇佣￥ 500,￥ 500,任务编号：296660,3153-3304.csv,,,"创维品牌, 移动电源, 包装设计"
【LOGO设计】LOGO和名片设计,https://task.epwk.com/296689/,170人,1人,¥200,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,LOGO和名片设计,直接雇佣￥ 200,￥ 200,任务编号：296689,3153-3304.csv,,,"LOGO, 名片设计"
【VI设计】品牌升级，要突出大连锁品牌的感觉,https://task.epwk.com/296712/,348人,1人,"¥4,500",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,品牌升级，要突出大连锁品牌的感觉,直接雇佣￥ 4500,￥ 4500,任务编号：296712,3153-3304.csv,,,"品牌升级, 大连锁品牌"
【企业官网】微电影,https://task.epwk.com/296740/,233人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,微电影,直接雇佣￥ 3500,￥ 3500,任务编号：296740,3153-3304.csv,,,微电影
【前端开发】档案管理系统界面,https://task.epwk.com/296772/,1710人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,档案管理系统界面,直接雇佣￥ 1000,￥ 1000,任务编号：296772,3153-3304.csv,,,"档案管理, 系统界面"
【电商网站】电子商务网站设计和开发,https://task.epwk.com/296790/,669人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,电子商务网站设计和开发,直接雇佣￥ 8000,￥ 8000,任务编号：296790,3153-3304.csv,,,"电子商务网站, 设计, 开发"
【公司起名】互联网大健康管理公司名称征集，本公司位于上海,https://task.epwk.com/296895/,2146人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,互联网大健康管理公司名称征集，本公司位于上海,直接雇佣￥ 3000,￥ 3000,任务编号：296895,3153-3304.csv,,,"互联网大健康, 公司名称, 上海"
【企业官网】房地产信息发布网站,https://task.epwk.com/296910/,441人,1人,¥600,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,房地产信息发布网站,直接雇佣￥ 600,￥ 600,任务编号：296910,3153-3304.csv,,,"房地产信息, 发布网站"
【网站UI设计】网页图片设计与处理,https://task.epwk.com/296916/,281人,1人,"¥1,400",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,网页图片设计与处理,直接雇佣￥ 1400,￥ 1400,任务编号：296916,3153-3304.csv,,,"网页图片设计, 图片处理"
【配音配乐】歌曲录音,https://task.epwk.com/296932/,837人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,歌曲录音,直接雇佣￥ 10000,￥ 10000,任务编号：296932,3153-3304.csv,,,歌曲录音
【VI设计】设计一张手机UI界面,https://task.epwk.com/296982/,315人,1人,¥150,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,设计一张手机UI界面,直接雇佣￥ 150,￥ 150,任务编号：296982,3153-3304.csv,,,"手机UI界面, 设计"
【企业官网】网站后台开发,https://task.epwk.com/296991/,223人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,网站后台开发,直接雇佣￥ 1000,￥ 1000,任务编号：296991,3153-3304.csv,,,"网站后台, 开发"
【LOGO设计】公司logo设计及名片设计,https://task.epwk.com/296997/,404人,1人,¥400,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,公司logo设计及名片设计,直接雇佣￥ 400,￥ 400,任务编号：296997,3153-3304.csv,,,"公司logo, 名片设计"
【LOGO设计】公司标志设计LOGO,https://task.epwk.com/297100/,198人,1人,¥500,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,公司标志设计LOGO,直接雇佣￥ 500,￥ 500,任务编号：297100,3153-3304.csv,,,"公司标志, LOGO设计"
【VI设计】手机APP界面设计,https://task.epwk.com/297102/,300人,1人,¥150,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,手机APP界面设计,直接雇佣￥ 150,￥ 150,任务编号：297102,3153-3304.csv,,,"手机APP, 界面设计"
【宣传册设计】产品宣传册设计,https://task.epwk.com/297127/,450人,1人,¥800,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,产品宣传册设计,直接雇佣￥ 800,￥ 800,任务编号：297127,3153-3304.csv,,,"产品宣传册, 设计"
【企业官网】购买思博锐捷P2P系统,https://task.epwk.com/297198/,270人,1人,"¥8,500",圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,购买思博锐捷P2P系统,直接雇佣￥ 8500,￥ 8500,任务编号：297198,3153-3304.csv,,,"思博锐捷, P2P系统"
【LOGO设计】智慧城市促进会会标,https://task.epwk.com/297212/,361人,1人,¥800,圆满完成,https://task.epwk.com/page3185.html?m=6&o=7,智慧城市促进会会标,直接雇佣￥ 800,￥ 800,任务编号：297212,3153-3304.csv,,,"智慧城市, 会标设计"
【APP开发】交易未完成的项目源码,https://task.epwk.com/297244/,313人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,交易未完成的项目源码,直接雇佣￥ 1000,￥ 1000,任务编号：297244,3153-3304.csv,,,"交易源码, 项目源码"
【小程序开发】按照附件完成软件开发任务(十五),https://task.epwk.com/297293/,204人,1人,¥625,圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,按照附件完成软件开发任务(十五),直接雇佣￥ 625,￥ 625,任务编号：297293,3153-3304.csv,,,"软件开发, 附件任务, 十五"
【小程序开发】按照附件完成软件开发任务(十六),https://task.epwk.com/297294/,167人,1人,¥625,圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,按照附件完成软件开发任务(十六),直接雇佣￥ 625,￥ 625,任务编号：297294,3153-3304.csv,,,"软件开发, 附件, 任务"
【数据录入】信息数据录入之320,https://task.epwk.com/297386/,220人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,信息数据录入之320,直接雇佣￥ 2000,￥ 2000,任务编号：297386,3153-3304.csv,,,"信息数据录入, 320"
【数据录入】数据录入之37,https://task.epwk.com/297428/,250人,1人,¥200,圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,数据录入之37,直接雇佣￥ 200,￥ 200,任务编号：297428,3153-3304.csv,,,"数据录入, 37"
【数据录入】数据录入之38,https://task.epwk.com/297431/,106人,1人,¥100,圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,数据录入之38,直接雇佣￥ 100,￥ 100,任务编号：297431,3153-3304.csv,,,"数据录入, 38"
【VI设计】logo名片以及PPT设计,https://task.epwk.com/297487/,354人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,logo名片以及PPT设计,直接雇佣￥ 3500,￥ 3500,任务编号：297487,3153-3304.csv,,,"logo, 名片设计, PPT设计"
【图片处理】ui界面设计,https://task.epwk.com/297508/,220人,1人,¥150,圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,ui界面设计,直接雇佣￥ 150,￥ 150,任务编号：297508,3153-3304.csv,,,UI界面设计
【APP开发】幼儿园手机APP开发（iOS+Android）,https://task.epwk.com/297519/,302人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,幼儿园手机APP开发（iOS+Android）,直接雇佣￥ 5000,￥ 5000,任务编号：297519,3153-3304.csv,,,"幼儿园APP, iOS开发, Android开发"
【包装设计】燕窝礼品盒设计,https://task.epwk.com/297531/,682人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,燕窝礼品盒设计,直接雇佣￥ 1000,￥ 1000,任务编号：297531,3153-3304.csv,,,"燕窝礼品盒, 设计"
【产品推广】网络发布软文,https://task.epwk.com/297567/,375人,1人,"¥32,000",圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,网络发布软文,直接雇佣￥ 32000,￥ 32000,任务编号：297567,3153-3304.csv,,,"网络发布, 软文"
【LOGO设计】餐饮logo设计,https://task.epwk.com/297593/,196人,1人,¥500,圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,餐饮logo设计,直接雇佣￥ 500,￥ 500,任务编号：297593,3153-3304.csv,,,"餐饮, logo设计"
【宣传册设计】设计产品宣传册,https://task.epwk.com/297611/,494人,1人,"¥1,800",圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,设计产品宣传册,直接雇佣￥ 1800,￥ 1800,任务编号：297611,3153-3304.csv,,,"产品宣传册, 设计"
【APP开发】营销手机软件开发（一）,https://task.epwk.com/297618/,325人,1人,"¥15,000",圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,营销手机软件开发（一）,直接雇佣￥ 15000,￥ 15000,任务编号：297618,3153-3304.csv,,,"营销, 手机软件, 软件开发"
【网站UI设计】部分网店前台美工设计图,https://task.epwk.com/297658/,219人,1人,¥200,圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,部分网店前台美工设计图,直接雇佣￥ 200,￥ 200,任务编号：297658,3153-3304.csv,,,"网店前台, 美工设计, 图设计"
【企业官网】网页制作第六期,https://task.epwk.com/297671/,194人,1人,¥900,圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,网页制作第六期,直接雇佣￥ 900,￥ 900,任务编号：297671,3153-3304.csv,,,"网页制作, 第六期"
【网站UI设计】国外网页设计,https://task.epwk.com/297672/,769人,1人,¥566,圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,国外网页设计,直接雇佣￥ 566,￥ 566,任务编号：297672,3153-3304.csv,,,"国外网页设计, 网页设计"
【LOGO设计】已在qq谈好,https://task.epwk.com/297721/,203人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3184.html?m=6&o=7,已在qq谈好,直接雇佣￥ 1000,￥ 1000,任务编号：297721,3153-3304.csv,,,QQ洽谈
