标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,任务类型
【品牌故事】内衣品牌故事撰写,https://task.epwk.com/614543/,2004人,9人,¥120,圆满完成,o5afba24c95c08,"“HGE”商标注册于2008年，已经有10年左右，目前主要从事内衣（文胸）销售，我们想赋予“HGE”一个很吸引人的品牌故事，特意上向高手诚证“HGE”文胸内衣的品牌故事、品牌口号、品牌文化。品牌风格定位：法式风（美丽、时尚、性感、浪漫），不了解的可以上网查询下法式内衣风情要求：里面要包含有：1、栢禾品牌故事、2、品牌口号、3、品牌文化。谢谢大家了！PS(注意)：品牌故事的字数在500-600左右字就可以了，品牌文化文字也无需太多字，品牌口号要求简短易记有有象征、联想意义，要有大牌风范。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任。2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2018-05-16,2018.06.28,任务编号：614543,120.0,"1天,1天,3天,3天,3天,1天,2天,2天,2天","山东省-济南市,河北省-石家庄市,湖北省-武汉市-武昌区,浙江省-杭州市,陕西省-咸阳市,山西省-晋城市-城　区,福建省-厦门市,广东省-广州市,浙江省-杭州市",智通策划文案,https://shop.epwk.com/09drjjzkl53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌故事
【产品卖点】文案策划,https://task.epwk.com/612679/,2142人,1人,¥5000,圆满完成,vitorru,需要做一系列文案策划，具体详谈。分2期支付。,2018-05-11,2018.05.14,任务编号：612679,5000.0,6天,安徽省-芜湖市,思睿观通创融服务,https://shop.epwk.com/78n96oe98nkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【宣传策划】文案写作,https://task.epwk.com/612576/,2199人,1人,¥200,圆满完成,vitorru,文案写作，具体沟通。,2018-05-11,2018.05.15,任务编号：612576,200.0,1天,山东省-青岛市-崂山区,光影品牌策划,https://shop.epwk.com/89dvgrvjwdl2/,光影品牌策划,出售服务,https://shop.epwk.com/89dvgrvjwdl2/chushou/,企业,三品,45分,,,光影品牌策划,,活动策划方案撰写（线上&线下）,"￥999
            /起",商业计划书撰写,￥5000,折页/画册设计,"￥299
            /页",企业标志设计,￥5000,创意海报设计,"￥999
            /起",,,,,,,,,,,宣传策划
【产品卖点】飞碟说动画解说文案,https://task.epwk.com/611634/,2484人,4人,¥150,圆满完成,林林先生,智慧工地动画片的介绍文案。要求生动，条理清晰。委托方会提供参照样片和相关文字资料，文案难度低。,2018-05-09,2018.06.05,任务编号：611634,150.0,"1天,2天,2天,2天","山东省-济南市,吉林省-长春市-朝阳区,广东省-广州市-海珠区,江苏省-无锡市-宜兴市",智通策划文案,https://shop.epwk.com/09drjjzkl53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【专业代笔】海报设计应用文章撰写,https://task.epwk.com/610764/,5948人,7人,¥500,圆满完成,佳城325,文章，5.12要。题目：艺术变形字体在海报设计中的应用要求：2000字开题报告+5000字  文章，要求发邮件,2018-05-07,2018.05.28,任务编号：610764,500.0,"3天,7天,3天,5天,1天,5天,3天","山东省-济南市,山西省-太原市,天津市-市辖区-和平区,河南省-郑州市-金水区,天津市-市辖区-和平区,山东省-青岛市,上海市-市辖区",智通策划文案,https://shop.epwk.com/09drjjzkl53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专业代笔
【文学创作】1000字文章编辑撰写，2篇100元,https://task.epwk.com/610211/,4317人,15人,¥100,圆满完成,o5aacf19775b3d,完成2篇原创文章要求：1.每篇1000字左右2.必须原创3.理财投资类题材4.内容充实，有干货或者经验分享对于创作能力较强的，后期可以继续合作！,2018-05-05,2018.05.10,任务编号：610211,100.0,"2天,365天,1天,3天,10天,3天,5天,3天,2天,3天,5天","云南省-昆明市,四川省-内江市-威远县,天津市-市辖区-武清区,山东省-青岛市-市南区,江西省-九江市-浔阳区,四川省-达州市-市辖区,江苏省-苏州市,山西省-太原市,山东省-济南市,上海市-市辖区,山西省-阳泉市",o5aed55657f50d,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
【宣传策划】宣传网站硬广撰写,https://task.epwk.com/609206/,1986人,9人,¥600,圆满完成,shblueseo,"1、推广宣传网站的文章，类似于产品方案，,15元一篇,需要40篇.，参考资料见：http://www.zulingbao.com/single.html?cat_id=5  https://baike.baidu.com/item/%E7%A7%9F%E7%81%B5%E5%AE%9D/22355631?fr=aladdin2、内容和标题原创，有新颖的标题，能吸引网友，不能抄袭，要有可读性。 3、要求有实质性内容，具有专业性、可读性且为原创（可参考产品资讯）。4、也可写成产品描述文，每篇文章需要根据一类产品有针对性的写 （687474703a2f2f7777772e7a756c696e6762616f2e636f6d2f6d616c6c2f6c6973742e68746d6c3f747970653d3126616d703b616d703b6661746865723d31 产品类别 H型钢）；5、文章适合在新闻门户网站、论坛、博客、社区等媒体上发布。6、每篇字数不低于600字，审核严格，抄袭，拼接，伪原创，一律不合格，如有疑问请联系qq（符合要求者可长期合作） （如文章很长，我会提示增加任务提交次数以达到公平的酬劳分配，所以不必担心文章长而稿费没有增加，提交的文章请务必加密，密码站内信通知我，否则不予以通过！）注：该任务为投标类型的任务，非征集形式，请大家投标中留下个人信息等待雇主联系，待雇主确认选标并托管资金之后，由中标者撰写方案，非中标者无需提交方案。,3、要求有实质性内容，具有专业性、可读性且为原创（可参考产品资讯）。4、也可写成产品描述文，每篇文章需要根据一类产品有针对性的写 （687474703a2f2f7777772e7a756c696e6762616f2e636f6d2f6d616c6c2f6c6973742e68746d6c3f747970653d3126616d703b616d703b6661746865723d31 产品类别 H型钢）；5、文章适合在新闻门户网站、论坛、博客、社区等媒体上发布。6、每篇字数不低于600字，审核严格，抄袭，拼接，伪原创，一律不合格，如有疑问请联系qq（符合要求者可长期合作） （如文章很长，我会提示增加任务提交次数以达到公平的酬劳分配，所以不必担心文章长而稿费没有增加，提交的文章请务必加密，密码站内信通知我，否则不予以通过！）注：该任务为投标类型的任务，非征集形式，请大家投标中留下个人信息等待雇主联系，待雇主确认选标并托管资金之后，由中标者撰写方案，非中标者无需提交方案。",2018-05-02,2018.05.18,任务编号：609206,600.0,"3天,7天,2天,15天,3天,7天,8天,10天,4天","上海市-市辖区,广东省-广州市-市辖区,河北省-保定市-新市区,山西省-太原市,广西壮族自治区-柳州市-柳南区,河北省-石家庄市,安徽省-合肥市-肥东县,湖南省-湘潭市-湘乡市,辽宁省-沈阳市-市辖区",开罗和罗马,https://shop.epwk.com/rp5z4wrexdx3/,开罗和罗马,出售服务,https://shop.epwk.com/rp5z4wrexdx3/chushou/,工作室,六品,38分,,,开罗和罗马,,软文软文,"￥100
            /次",,,,,,,,,,,,,,,,,,,宣传策划
【品牌故事】饮品店品牌故事征集,https://task.epwk.com/608828/,2340人,12人,¥150,圆满完成,mf186****0957,渴了么饮品店专做本地区域配送的饮品品牌！口号，你的轻奢生活从这一杯开始。品牌故事内容有创业 时尚 前卫 动手 注重体验 液体学院等元素。使顾客能感受到店家用心做人品，用心做饮品的经营理念。倡导小资生活。品牌故事女主人公小红。详细请联系电话微信同步，微信公众号：渴了么你 公众号有需要可以长期合作。,2018-05-01,2018.05.21,任务编号：608828,150.0,"2天,5天,10天,5天,2天,2天,3天,5天,2天,1天,2天,3天","山东省-济南市,浙江省-杭州市-西湖区,北京市-北京市,广东省-广州市-市辖区,湖南省-永州市,辽宁省-沈阳市-市辖区,陕西省-汉中市-南郑县,山西省-太原市,湖南省-长沙市-天心区,广东省-广州市-海珠区,四川省-成都市,上海市-市辖区",智通策划文案,https://shop.epwk.com/09drjjzkl53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌故事
【宣传策划】宣传方案撰写,https://task.epwk.com/607693/,686人,1人,¥500,圆满完成,vitorru,宣传方案撰写，具体详细沟通,2018-04-27,2018.05.15,任务编号：607693,500.0,1天,浙江省-杭州市,乐心文策工作室 187-6845-9100,https://shop.epwk.com/qgdmjx2gydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【产品卖点】文案策划,https://task.epwk.com/607069/,1352人,1人,¥500,圆满完成,vitorru,按雇主要求 写一篇文章。,2018-04-26,2018.04.26,任务编号：607069,500.0,1天,浙江省-杭州市,乐心文策工作室 187-6845-9100,https://shop.epwk.com/qgdmjx2gydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【产品卖点】企业宣传册制作,https://task.epwk.com/607044/,724人,1人,¥300,圆满完成,o5ae12d8156acb,宣传册内容：封面公司简介目录---------仿木栏杆铸造石仿石栏杆园林摆件仿木栏杆系列文字图片。。。。铸造石仿石栏杆园林摆件封底,2018-04-26,2018.04.27,任务编号：607044,300.0,,,三失设计,https://shop.epwk.com/0z5o49238njq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【宣传策划】找人帮忙做一份出彩的简历,https://task.epwk.com/606959/,1137人,4人,¥200,圆满完成,CHIXIN,帮我做一份个人简历，比较出彩的,2018-04-26,2018.05.03,任务编号：606959,200.0,"3天,2天,2天,2天","辽宁省-沈阳市,山东省-济南市,河北省-石家庄市-裕华区,黑龙江-哈尔滨市-市辖区",紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】文案策划,https://task.epwk.com/606694/,976人,1人,¥500,圆满完成,vitorru,江女士 需要写一篇文章,2018-04-25,2018.04.26,任务编号：606694,500.0,1天,浙江省-杭州市,乐心文策工作室 187-6845-9100,https://shop.epwk.com/qgdmjx2gydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣传策划
【宣传策划】文案ppt设计,https://task.epwk.com/606647/,963人,1人,¥800,圆满完成,忠坚力量,公司介绍，品牌故事、产品介绍，产品特色（产地特点、产品营养、产品工艺）产品样品展示（菜肴）,2018-04-25,2018.05.08,任务编号：606647,800.0,15天,广东省-广州市,戴小烦的字铺子,https://shop.epwk.com/09drjjpv153w/,戴小烦的字铺子,出售服务,https://shop.epwk.com/09drjjpv153w/chushou/,工作室,六品,36分,,,戴小烦的字铺子,,,,,,,,,,,,,,,,,,,,,,宣传策划
【专业代笔】关于INTERNET域名系统的功能文章撰写,https://task.epwk.com/605748/,1431人,1人,¥100,圆满完成,tvrfdso,1、说明INTERNET域名系统的功能。举一个实例解释域名解析的过程。 2、若要将一个C类的网络地址192.168.1.0划分为4个子网，分别代表四个部门，这4个部门分别有计算机5、7、12、20台。请写出每个子网的子网掩码和主机IP地址的范围。 3、某医院建设信息网络系统。系统分为业务内网和INTERNET外网两部分。内网运行医院业务应用系统，诸如电子病例系统、住院管理系统等。医院还建有门诊挂号预约系统，病员信息查询系统，向外网用户提供服务。医院应用数据根据上级主管部门要求，需要每天规定时间上传病案数据到卫生质量监测部门。请设计一套信息数据安全方案，满足内部业务应用系统和外网应用的需求，内、外网数据交换的需求。要求：1）给出方案设计的详细拓扑图2）给出各个应用系统服务器的部署（电子病例系统、住院管理系统、门诊挂号预约系统，病员信息查询系统等）3）给出安全产品的部署和采用的类型、数量4）详细说明方案中各部分功能和安全策略5）所需安全产品选型通过安全产品厂商的主页查询获得完成后发到下方附件的地址邮箱里,2018-04-23,2018.04.28,任务编号：605748,100.0,3天,山西省-太原市,楚楚文案工作室,https://shop.epwk.com/qgdmjq3wqdke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专业代笔
【产品卖点】化妆品产品文案撰写,https://task.epwk.com/605196/,2436人,18人,¥2800,圆满完成,o5adb0a98b2179,化妆品产品文案写作，目前有8款产品,2018-04-22,2018.06.07,任务编号：605196,2800.0,"4天,4天,5天,5天,1天,3天,3天,2天,3天,3天,2天,10天","辽宁省-沈阳市,广东省-肇庆市-端州区,山西省-太原市,江苏省-南京市-市辖区,四川省-成都市,陕西省-西安市-未央区,广东省-深圳市-市辖区,重庆市-市辖区,上海市-市辖区,山东省-济南市,湖南省-长沙市-望城区,广东省-广州市",紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品卖点
【文学创作】小学教育教学方面的文章撰写,https://task.epwk.com/604508/,1914人,1人,¥200,圆满完成,o5ad8727b8041f,1. 要求3000-5000字，须保证文章的原创性，查重低于15%。2. 题目自拟（选个好点的题目）关于小学或者农村小学教育教学方面的文章都可以，对教育教学实践具有指导意义。可以写关于小学英语教育，小学班主任，或者农村小学留守儿童等方面的内容。,2018-04-19,2018.05.08,任务编号：604508,200.0,5天,山东省-济南市,智通策划文案,https://shop.epwk.com/09drjjzkl53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学创作
