标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【包装设计】包装袋设计,https://task.epwk.com/704582/,606人,1人,1000元以内,圆满完成,特仑苏123,已经谈好了 按谈好的来 不满意不付款,2019.01.18,2019.01.18,任务编号：704582,￥100,1天,广西-南宁市-西乡塘区,蒙福广告设计,https://shop.epwk.com/89dvg218ldl2/,蒙福广告设计,出售服务,https://shop.epwk.com/89dvg218ldl2/chushou/,工作室,七品,38分,,,蒙福广告设计,,画册设计,"￥50
            /页",VI设计,"￥500
            /起",LOGO设计,"￥500
            /起",,
【LOGO设计】企业logo设计,https://task.epwk.com/704147/,612人,1人,1000元以内,圆满完成,木易杨啊,企业logo设计，需要用我家人的头像作商标肖像使用，最好是重庆的设计师，方便沟通，按照谈好的来合作,2019.01.17,2019.01.24,任务编号：704147,￥889,7天,重庆市-市辖区,烈焰高端品牌设计,https://shop.epwk.com/2j5jjy8wv5pz/,烈焰高端品牌设计,出售服务,https://shop.epwk.com/2j5jjy8wv5pz/chushou/,企业,三品,44分,,,烈焰高端品牌设计,,【资深设计师】LOGO设计,"￥1800
            /款",【总监】LOGO设计,"￥3500
            /款",VI设计,"￥3880
            /起",餐饮VI,"￥5800
            /起"
【背景墙设计】公司背景墙设计,https://task.epwk.com/704035/,1774人,17人,1000元以内,圆满完成,o5c3fd7989f794,有一面背景墙需要设计，有5张照片，一个公司使命，五张公司价值观工期：尽快电话不方便接听，请投标留言。,2019.01.17,2019.01.19,任务编号：704035,"￥600,￥666,￥1000,￥1000,￥800,￥1500,￥900","2天,2天,3天,3天,2天,3天,2天","湖南省-长沙市,广东省-汕头市-龙湖区,福建省-泉州市-丰泽区,吉林省-长春市,江苏省-南京市-鼓楼区,浙江省-杭州市,山东省-济南市",三秒品牌设计,https://shop.epwk.com/2j5jjjvr25pz/,三秒品牌设计,出售服务,https://shop.epwk.com/2j5jjjvr25pz/chushou/,企业,一品,81分,,,三秒品牌设计,,影视制作,￥2000,LOGO设计  标志设计  形象 LOGO  企业标准字设计,￥998,画册设计宣传册设计,￥200,画册设计,￥1000
【LOGO设计】嘉轩书画苑logo设计,https://task.epwk.com/704133/,909人,1人,1000元以内,圆满完成,o5b989407eb59b,1.称呼：姚先生2. 地区：内蒙 3.需求：嘉轩书画苑  logo设计4.预算：100左右 5.备注：意向中 联系请说一品威客项目顾问小方推荐,2019.01.17,2019.01.17,任务编号：704133,￥180,3天,江西省-南昌市,荷初创意机构——用心，用创意点亮企业,https://shop.epwk.com/j7n38x9k25e1/,荷初创意机构——用心，用创意点亮企业,出售服务,https://shop.epwk.com/j7n38x9k25e1/chushou/,企业,五品,39分,,,荷初创意机构——用心，用创意点亮企业,,手机APP开屏海报设计,"￥200
            /起",智能设备云系统产品手册,"￥150
            /起",旅游路线折页,"￥150
            /起",餐饮折页设计,"￥150
            /起"
【LOGO设计】公司logo设计,https://task.epwk.com/703703/,1033人,10人,1000元以内,圆满完成,o5c3e99d930b7c,做公司logo,2019.01.16,2019.01.28,任务编号：703703,"￥500,￥500,￥1000,￥699,￥998","3天,3天,2天,3天,5天","广东省-汕头市-潮南区,江苏省-无锡市,浙江省-杭州市,云南省-昆明市,江苏省-苏州市-金阊区",TWO B YOUNG设计工作室,https://shop.epwk.com/78n9691o8nkv/,,,,,,,,,,,,,,,,,,
【排版设计】寻专业书籍排版,https://task.epwk.com/703476/,1665人,3人,1000-3000元,圆满完成,o5c3da5d8e5674,寻书籍排版专业人员，约10万字。专业大咖或熟手请联系沟通,2019.01.15,2019.01.30,任务编号：703476,￥1950,8天,湖北省-武汉市,沈阳奥维广告传媒有限公司,https://shop.epwk.com/j7n38xoo25e1/,,,,,,,,,,,,,,,,,,
【LOGO设计】门诊门牌设计,https://task.epwk.com/703618/,949人,1人,1000元以内,圆满完成,k3981****25,1.称呼：张女士 2. 地区：无锡 3.需求：口腔门牌设计  4.预算：无  已谈好合作勿扰,2019.01.16,2019.02.13,任务编号：703618,￥200,3天,上海市-市辖区,本马品牌策略设计,https://shop.epwk.com/4rn8qe636ngm/,本马品牌策略设计,出售服务,https://shop.epwk.com/4rn8qe636ngm/chushou/,企业,三品,69分,,,本马品牌策略设计,,包装设计,"￥800
            /起",画册设计,"￥1000
            /起",VI设计,"￥3000
            /起",logo设计原创包注册满意为止公司品牌标志商标卡通形象高端字体创意,"￥800
            /起"
【PPT设计】公司ppt和Word美化制作,https://task.epwk.com/703557/,1933人,14人,1000元以内,圆满完成,o596c5bb58c0dc,公司商业计划书ppt的制作和美化，现有基础版本，比较难看。内容我方提供。,2019.01.15,2019.01.17,任务编号：703557,"￥300,￥500,￥1000,￥500,￥300,￥1000,￥1000,￥1000","1天,5天,3天,3天,5天,3天,3天,7天","广东省-深圳市-福田区,山东省-青岛市,江苏省-南京市-鼓楼区,河北省-保定市,安徽省-淮北市-濉溪县,浙江省-杭州市,广东省-佛山市,河南省-新乡市",林视觉LINVISION,https://shop.epwk.com/78dlje7jp5lx/,林视觉LINVISION,出售服务,https://shop.epwk.com/78dlje7jp5lx/chushou/,工作室,三品,48分,,,林视觉LINVISION,,LOGO设计,"￥980
            /起",VI升级,"￥16000
            /起",品牌标志,"￥2980
            /起",包装设计,"￥4500
            /起"
【横幅设计】横幅图稿 banner图优化完善设计,https://task.epwk.com/703150/,3073人,12人,1000元以内,圆满完成,bjwy,"设计要求： 1、尺寸大小：1200x456  2、我们提供“基础设计图稿”，希望设计人员在“基础设计图稿’的基本框架内将其优化完善，如增加光影立体效果、增加大纵深感、空间感，整幅横图底色有渐变，使图片变得生动立体。     另提供我们希望达到的banner图效果的“光影效果图”，这是一个产品的效果图；     还有我们已定稿的另一幅毛绒玩具的banner图作为重要参考比对。     同时在过于简单的“基础设计图稿”的基础上再增加一点设计成分，让基础稿更像一个成品，现基础稿有些简单。 3、我们并不绝对地反对设计人员有创新的设计创意，不过这可能有点风险哦，因为我们会考虑整体banner图风格的统一性，避免banner图轮播起来太显突兀。 4、希望像我们提供的效果图那样有视觉冲击力，醒目易识别。大气、简洁、明快，有立体光影效果。 5、要有源文件，可做修改用。预算200元。  广告语字体请参考我们提供的已有的毛绒玩具的banner图上的字体。 网站banner图制作风格，希望是华贵典雅但也要保有一些时尚。 我们殷切地盼望您在了解了我们的具体设计需求后开展与我们的合作。 知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。,设计要求： 1、尺寸大小：1200x456  2、我们提供“基础设计图稿”，希望设计人员在“基础设计图稿’的基本框架内将其优化完善，如增加光影立体效果、增加大纵深感、空间感，整幅横图底色有渐变，使图片变得生动立体。     另提供我们希望达到的banner图效果的“光影效果图”，这是一个产品的效果图；     还有我们已定稿的另一幅毛绒玩具的banner图作为重要参考比对。     同时在过于简单的“基础设计图稿”的基础上再增加一点设计成分，让基础稿更像一个成品，现基础稿有些简单。 3、我们并不绝对地反对设计人员有创新的设计创意，不过这可能有点风险哦，因为我们会考虑整体banner图风格的统一性，避免banner图轮播起来太显突兀。 4、希望像我们提供的效果图那样有视觉冲击力，醒目易识别。大气、简洁、明快，有立体光影效果。 5、要有源文件，可做修改用。预算200元。  广告语字体请参考我们提供的已有的毛绒玩具的banner图上的字体。 网站banner图制作风格，希望是华贵典雅但也要保有一些时尚。 我们殷切地盼望您在了解了我们的具体设计需求后开展与我们的合作。 知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2019.01.14,2019.01.26,任务编号：703150,"￥200,￥200,￥200,￥1000,￥200,￥200,￥200,￥1000,￥200,￥200","2天,1天,5天,3天,2天,2天,2天,5天,2天,2天","广东省-广州市,安徽省-合肥市,云南省-昆明市-盘龙区,广东省-佛山市,云南省-昆明市-市辖区,广东省-汕头市-龙湖区,广东省-深圳市-龙岗区,上海市-上海市-杨浦区,安徽省-合肥市-蜀山区,江苏省-无锡市",广州市乐映水品牌设计有限公司,https://shop.epwk.com/v0n1xxvml57y/,广州市乐映水品牌设计有限公司,出售服务,https://shop.epwk.com/v0n1xxvml57y/chushou/,企业,二品,45分,,,广州市乐映水品牌设计有限公司,,优惠价LOGO设计：活动时间：2018.11.20-2019.3.20,￥300,工业产品设计,价格面议,互联网设计,价格面议,企业品牌形象VI设计,"￥10000
            /起"
【LOGO设计】和睿logo设计,https://task.epwk.com/702954/,738人,1人,1000元以内,圆满完成,k9241****06,logo设计，已经谈好，请勿联系。,2019.01.14,2019.01.22,任务编号：702954,￥250,7天,广东省-广州市,克里视觉（广州）设计有限公司,https://shop.epwk.com/81n41zq6ynp6/,克里视觉（广州）设计有限公司,出售服务,https://shop.epwk.com/81n41zq6ynp6/chushou/,企业,一品,118分,,,克里视觉（广州）设计有限公司,,LOGO设计 商标优化 品牌商标全案 原创LOGO,"￥5500
            /起",产品包装策划设计 材质工艺建议 三维效果渲染,"￥15000
            /起",企业 品牌画册设计 宣传单张 折页,"￥560
            /张",产品开发设计 工业设计 产品建模渲染 产品材质工艺,"￥26800
            /款"
【LOGO设计】企业LOGO设计,https://task.epwk.com/702604/,2387人,49人,1000元以内,圆满完成,o5c3aabf2d9a68,需要设计LOGO满意的话可继续合作VI设计，具体联系沟通,2019.01.13,2019.01.23,任务编号：702604,"￥998,￥800,￥860,￥1000,￥1000,￥500,￥1000,￥800","7天,2天,3天,3天,7天,3天,7天,3天","浙江省-杭州市-西湖区,云南省-保山市-腾冲县,北京市-北京市-顺义区,四川省-成都市,辽宁省-大连市,广东省-深圳市-宝安区,广东省-广州市,江苏省-南京市-鼓楼区",早鸟品牌设计,https://shop.epwk.com/09drjvm0q53w/,早鸟品牌设计,出售服务,https://shop.epwk.com/09drjvm0q53w/chushou/,企业,三品,40分,,,早鸟品牌设计,,初创型企业入门型VI套餐,"￥3980
            /套",企业/品牌定制型LOGO设计 优秀设计师一对一服务,￥998,产品包装设计/量身定制,"￥998
            /款",宣传海报/产品海报/易拉宝,"￥200
            /页"
【LOGO设计】金融行业logo设计,https://task.epwk.com/702124/,1698人,2人,1000-3000元,圆满完成,gebingning,简单大气 公司名称是 众邦客。。找哈尔滨威客，其他地区不考虑,2019.01.11,2019.01.21,任务编号：702124,"￥1000,￥1000","5天,3天","黑龙江省-哈尔滨市-道里区,广东省-佛山市",黑龙江乐途传媒,https://shop.epwk.com/0jnek3zjynv3/,黑龙江乐途传媒,出售服务,https://shop.epwk.com/0jnek3zjynv3/chushou/,企业,三品,70分,,,黑龙江乐途传媒,,搜索引擎优化百度关键词优化谷歌关键词优化网站优化方案,价格面议,企业品牌类网站建设网站开发建设网站制作电商网站手机网站制作,"￥1888
            /起",线上活动营销线下活动营销活动策划活动全案策划,价格面议,微信小程序开发H5页开发企业品牌类小程序电商小程序开发,"￥8000
            /起"
【LOGO设计】品牌LOGO设计,https://task.epwk.com/702188/,582人,1人,1000元以内,圆满完成,gochikou,"需要设计一款logo,打印耗材具体联系沟通",2019.01.11,2019.01.16,任务编号：702188,￥500,3天,广东省-汕头市,TWO B YOUNG设计工作室,https://shop.epwk.com/78n9691o8nkv/,,,,,,,,,,,,,,,,,,
【包装设计】纱窗包装设计,https://task.epwk.com/699570/,1287人,1人,1000元以内,圆满完成,k4828****49,网上销售的纱窗，包装设计，10天左右完成，需要价格便宜的，设计好点的设计师联系，照谈好的来,2019.01.10,2019.01.23,任务编号：699570,￥668,7天,重庆市-市辖区,烈焰高端品牌设计,https://shop.epwk.com/2j5jjy8wv5pz/,烈焰高端品牌设计,出售服务,https://shop.epwk.com/2j5jjy8wv5pz/chushou/,企业,三品,44分,,,烈焰高端品牌设计,,【资深设计师】LOGO设计,"￥1800
            /款",【总监】LOGO设计,"￥3500
            /款",VI设计,"￥3880
            /起",餐饮VI,"￥5800
            /起"
【包装设计】休闲食品的包装设计,https://task.epwk.com/700806/,957人,1人,1000-3000元,圆满完成,k7386****78,休闲食品的生产厂商，休闲食品的包装设计，礼盒包装，一款，需要创意好点的团队合作，照谈好的来,2019.01.10,2019.01.19,任务编号：700806,￥1800,7天,重庆市-市辖区,烈焰高端品牌设计,https://shop.epwk.com/2j5jjy8wv5pz/,烈焰高端品牌设计,出售服务,https://shop.epwk.com/2j5jjy8wv5pz/chushou/,企业,三品,44分,,,烈焰高端品牌设计,,【资深设计师】LOGO设计,"￥1800
            /款",【总监】LOGO设计,"￥3500
            /款",VI设计,"￥3880
            /起",餐饮VI,"￥5800
            /起"
【交互设计】公众号商城及原型图设计,https://task.epwk.com/701290/,2835人,3人,1000-3000元,圆满完成,微优网络,公众号商城及原型图设计，具体微信聊,2019.01.09,2019.04.07,任务编号：701290,"￥1000,￥1000,￥1000","20天,3天,10天","辽宁省-大连市,广东省-佛山市,北京市-北京市",大连一果视觉传媒有限公司,https://shop.epwk.com/j7n38gxk25e1/,,,,,,,,,,,,,,,,,,
【产品外观设计】非标机械的功能设计,https://task.epwk.com/701418/,2397人,2人,5000-10000元,圆满完成,帅气美猴王,项目：非标机械的功能设计地区：要求北京当地的需求：两个卷轴A和B，A卷轴上有0.2毫米厚的纸带，B卷轴转动，将A卷轴上的纸带缠绕到B上。每次B的转动，要移动纸带的长度是5厘米，然后有一个夹持的工具，有上盖C和下盖D组成。两个盖子在A和B之间的纸带，执行一个挤压的动作。已谈好合作,2019.01.09,2019.01.16,任务编号：701418,"￥7000,￥1000","30天,3天","上海市-市辖区,广东省-佛山市",尹丹动能科技中心,https://shop.epwk.com/qgdmjj2godke/,尹丹动能科技中心,出售服务,https://shop.epwk.com/qgdmjj2godke/chushou/,个人,一品,50分,,,尹丹动能科技中心,,工业外观,价格面议,交通工具及重工业机械,价格面议,生活用工业配备,价格面议,智能电器,价格面议
