标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,能力标签,订单编号后缀,需求方,设计师,知识
【企业官网】政府门户系统后台建设项目,https://task.epwk.com/371275/,286人,1人,"¥14,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,政府门户系统后台建设项目,直接雇佣￥ 14000,￥ 14000,任务编号：371275,2900-3152.csv,,,,,,,,企业官网,371275,A371275,B371275,"政府门户系统, 后台建设, 项目管理"
做一个房地产项目微信公众号,https://task.epwk.com/371286/,207人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,做一个房地产项目微信公众号,直接雇佣￥ 20000,￥ 20000,任务编号：371286,2900-3152.csv,,,,,,,,,371286,A371286,B371286,"房地产项目, 微信公众号"
漫画,https://task.epwk.com/371287/,463人,1人,"¥1,200",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,漫画,直接雇佣￥ 1200,￥ 1200,任务编号：371287,2900-3152.csv,,,,,,,,,371287,A371287,B371287,漫画
电视广告,https://task.epwk.com/371297/,152人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,电视广告,直接雇佣￥ 10000,￥ 10000,任务编号：371297,2900-3152.csv,,,,,,,,,371297,A371297,B371297,"电视广告, 广告创意"
【电商网站】电商网站建设,https://task.epwk.com/371311/,220人,1人,"¥19,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,电商网站建设,直接雇佣￥ 19000,￥ 19000,任务编号：371311,2900-3152.csv,,,,,,,,电商网站,371311,A371311,B371311,"电商网站, 建设"
【企业官网】宇晨企业网站开发,https://task.epwk.com/371312/,215人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,宇晨企业网站开发,直接雇佣￥ 35000,￥ 35000,任务编号：371312,2900-3152.csv,,,,,,,,企业官网,371312,A371312,B371312,"企业网站, 网站开发"
3d效果图,https://task.epwk.com/371313/,356人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,3d效果图,直接雇佣￥ 5000,￥ 5000,任务编号：371313,2900-3152.csv,,,,,,,,,371313,A371313,B371313,3d效果图
乾灏3d效果图补款,https://task.epwk.com/371322/,488人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,乾灏3d效果图补款,直接雇佣￥ 5000,￥ 5000,任务编号：371322,2900-3152.csv,,,,,,,,,371322,A371322,B371322,"3d效果图, 补款"
带约束的进化策略算法,https://task.epwk.com/371330/,188人,1人,"¥2,200",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,带约束的进化策略算法,直接雇佣￥ 2200,￥ 2200,任务编号：371330,2900-3152.csv,,,,,,,,,371330,A371330,B371330,"带约束的进化策略, 算法"
修改原任务,https://task.epwk.com/371357/,142人,1人,¥300,圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,修改原任务,直接雇佣￥ 300,￥ 300,任务编号：371357,2900-3152.csv,,,,,,,,,371357,A371357,B371357,"修改任务, 原任务"
手机app,https://task.epwk.com/371361/,150人,1人,"¥28,700",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,手机app,直接雇佣￥ 28700,￥ 28700,任务编号：371361,2900-3152.csv,,,,,,,,,371361,A371361,B371361,"手机应用, app设计"
开发公司点评网站,https://task.epwk.com/371393/,365人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,开发公司点评网站,直接雇佣￥ 8000,￥ 8000,任务编号：371393,2900-3152.csv,,,,,,,,,371393,A371393,B371393,"公司点评, 网站开发"
游戏LOGO设计,https://task.epwk.com/371396/,549人,1人,¥900,圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,游戏LOGO设计,直接雇佣￥ 900,￥ 900,任务编号：371396,2900-3152.csv,,,,,,,,,371396,A371396,B371396,"游戏LOGO, 设计"
舞蹈鞋品牌故事文案策划,https://task.epwk.com/371410/,630人,1人,¥500,圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,舞蹈鞋品牌故事文案策划,直接雇佣￥ 500,￥ 500,任务编号：371410,2900-3152.csv,,,,,,,,,371410,A371410,B371410,"舞蹈鞋, 品牌故事, 文案策划"
【小程序开发】某酒店管理系统及维护,https://task.epwk.com/371412/,140人,1人,"¥17,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,某酒店管理系统及维护,直接雇佣￥ 17000,￥ 17000,任务编号：371412,2900-3152.csv,,,,,,,,小程序开发,371412,A371412,B371412,"酒店管理系统, 系统维护"
【封面设计】课堂小作业及能力培优100分JJ版封面,https://task.epwk.com/371471/,392人,1人,"¥1,200",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,课堂小作业及能力培优100分JJ版封面,直接雇佣￥ 1200,￥ 1200,任务编号：371471,2900-3152.csv,,,,,,,,封面设计,371471,A371471,B371471,"课堂小作业, 能力培优, 封面设计"
h5手游开发,https://task.epwk.com/371497/,124人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,h5手游开发,直接雇佣￥ 3000,￥ 3000,任务编号：371497,2900-3152.csv,,,,,,,,,371497,A371497,B371497,"h5手游, 游戏开发"
企业vi设计,https://task.epwk.com/371499/,76人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,企业vi设计,直接雇佣￥ 1000,￥ 1000,任务编号：371499,2900-3152.csv,,,,,,,,,371499,A371499,B371499,企业vi设计
企业画册设计,https://task.epwk.com/371500/,183人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,企业画册设计,直接雇佣￥ 3000,￥ 3000,任务编号：371500,2900-3152.csv,,,,,,,,,371500,A371500,B371500,"企业画册, 设计"
企业围挡设计,https://task.epwk.com/371501/,367人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,企业围挡设计,直接雇佣￥ 3000,￥ 3000,任务编号：371501,2900-3152.csv,,,,,,,,,371501,A371501,B371501,"企业围挡, 设计"
天狮淘宝店装修,https://task.epwk.com/371504/,144人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,天狮淘宝店装修,直接雇佣￥ 5000,￥ 5000,任务编号：371504,2900-3152.csv,,,,,,,,,371504,A371504,B371504,"天狮淘宝店, 店铺装修"
设计页面ui,https://task.epwk.com/371505/,82人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,设计页面ui,直接雇佣￥ 1000,￥ 1000,任务编号：371505,2900-3152.csv,,,,,,,,,371505,A371505,B371505,页面UI设计
【企业官网】电商网站及后台系统的定制开发,https://task.epwk.com/371507/,281人,1人,"¥14,985",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,电商网站及后台系统的定制开发,直接雇佣￥ 14985,￥ 14985,任务编号：371507,2900-3152.csv,,,,,,,,企业官网,371507,A371507,B371507,"电商网站, 后台系统, 定制开发"
公司Logo制作,https://task.epwk.com/371522/,343人,1人,¥10,圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,公司Logo制作,直接雇佣￥ 10,￥ 10,任务编号：371522,2900-3152.csv,,,,,,,,,371522,A371522,B371522,"公司Logo, 标志设计"
【小程序开发】网站的商品抢购软件开发,https://task.epwk.com/371531/,335人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,网站的商品抢购软件开发,直接雇佣￥ 3000,￥ 3000,任务编号：371531,2900-3152.csv,,,,,,,,小程序开发,371531,A371531,B371531,"商品抢购, 软件开发"
银行对讲机结构模型制作,https://task.epwk.com/371554/,161人,1人,"¥4,800",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,银行对讲机结构模型制作,直接雇佣￥ 4800,￥ 4800,任务编号：371554,2900-3152.csv,,,,,,,,,371554,A371554,B371554,"银行对讲机, 结构模型"
网络录音系统结构模型,https://task.epwk.com/371557/,170人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2919.html?m=6&o=7,网络录音系统结构模型,直接雇佣￥ 5000,￥ 5000,任务编号：371557,2900-3152.csv,,,,,,,,,371557,A371557,B371557,"网络录音系统, 结构模型"
人物10（带枪的步兵）,https://task.epwk.com/371572/,228人,1人,"¥2,200",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,人物10（带枪的步兵）,直接雇佣￥ 2200,￥ 2200,任务编号：371572,2900-3152.csv,,,,,,,,,371572,A371572,B371572,"带枪的步兵, 人物"
【VI设计】公司整套VI设计,https://task.epwk.com/371594/,314人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,公司整套VI设计,直接雇佣￥ 10000,￥ 10000,任务编号：371594,2900-3152.csv,,,,,,,,VI设计,371594,A371594,B371594,"公司VI设计, 整套设计"
【广告设计】xinsilu,https://task.epwk.com/371596/,232人,1人,¥100,圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,xinsilu,直接雇佣￥ 100,￥ 100,任务编号：371596,2900-3152.csv,,,,,,,,广告设计,371596,A371596,B371596,xinsilu
京东自动领礼包软件,https://task.epwk.com/371600/,197人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,京东自动领礼包软件,直接雇佣￥ 1000,￥ 1000,任务编号：371600,2900-3152.csv,,,,,,,,,371600,A371600,B371600,"京东礼包, 自动领取, 软件"
【企业官网】网站建设和微信平台建设,https://task.epwk.com/371628/,278人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,网站建设和微信平台建设,直接雇佣￥ 10000,￥ 10000,任务编号：371628,2900-3152.csv,,,,,,,,企业官网,371628,A371628,B371628,"网站建设, 微信平台建设"
开机画面加旗,https://task.epwk.com/371630/,426人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,开机画面加旗,直接雇佣￥ 1000,￥ 1000,任务编号：371630,2900-3152.csv,,,,,,,,,371630,A371630,B371630,"开机画面, 旗帜设计"
【企业官网】网站建设,https://task.epwk.com/371635/,243人,1人,"¥4,790",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,网站建设,直接雇佣￥ 4790,￥ 4790,任务编号：371635,2900-3152.csv,,,,,,,,企业官网,371635,A371635,B371635,网站建设
网站首页海报及内页设计,https://task.epwk.com/371650/,241人,1人,¥500,圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,网站首页海报及内页设计,直接雇佣￥ 500,￥ 500,任务编号：371650,2900-3152.csv,,,,,,,,,371650,A371650,B371650,"网站首页, 海报设计, 内页设计"
【APP界面设计】软件开发前期美工制作,https://task.epwk.com/371671/,241人,1人,"¥8,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,软件开发前期美工制作,直接雇佣￥ 8000,￥ 8000,任务编号：371671,2900-3152.csv,,,,,,,,APP界面设计,371671,A371671,B371671,"软件开发, 美工制作"
【企业官网】html5工具型平台开发,https://task.epwk.com/371678/,120人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,html5工具型平台开发,直接雇佣￥ 20000,￥ 20000,任务编号：371678,2900-3152.csv,,,,,,,,企业官网,371678,A371678,B371678,"html5, 工具型平台, 开发"
【小程序开发】类似美拍视频app开发,https://task.epwk.com/371683/,217人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,类似美拍视频app开发,直接雇佣￥ 30000,￥ 30000,任务编号：371683,2900-3152.csv,,,,,,,,小程序开发,371683,A371683,B371683,"美拍视频, app开发"
整套vi设计二期,https://task.epwk.com/371685/,59人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,整套vi设计二期,直接雇佣￥ 5000,￥ 5000,任务编号：371685,2900-3152.csv,,,,,,,,,371685,A371685,B371685,"vi设计, 二期"
【企业官网】企业官网建设,https://task.epwk.com/371698/,185人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,企业官网建设,直接雇佣￥ 20000,￥ 20000,任务编号：371698,2900-3152.csv,,,,,,,,企业官网,371698,A371698,B371698,"企业官网, 网站建设"
网页美工,https://task.epwk.com/371700/,77人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,网页美工,直接雇佣￥ 5000,￥ 5000,任务编号：371700,2900-3152.csv,,,,,,,,,371700,A371700,B371700,"网页设计, 美工设计"
【营销型网站】团购网站二次开发,https://task.epwk.com/371708/,255人,1人,"¥25,500",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,团购网站二次开发,直接雇佣￥ 25500,￥ 25500,任务编号：371708,2900-3152.csv,,,,,,,,营销型网站,371708,A371708,B371708,"团购网站, 二次开发"
【APP开发】移动办公系统尾款,https://task.epwk.com/371712/,187人,1人,"¥24,500",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,移动办公系统尾款,直接雇佣￥ 24500,￥ 24500,任务编号：371712,2900-3152.csv,,,,,,,,APP开发,371712,A371712,B371712,"移动办公系统, 尾款"
微电影拍摄制作,https://task.epwk.com/371716/,122人,1人,"¥10,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,微电影拍摄制作,直接雇佣￥ 10000,￥ 10000,任务编号：371716,2900-3152.csv,,,,,,,,,371716,A371716,B371716,"微电影, 拍摄, 制作"
按钮控制,https://task.epwk.com/371760/,267人,1人,¥500,圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,按钮控制,直接雇佣￥ 500,￥ 500,任务编号：371760,2900-3152.csv,,,,,,,,,371760,A371760,B371760,按钮控制
【APP开发】购物APP+微商城开发（一期）,https://task.epwk.com/371762/,594人,1人,"¥18,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,购物APP+微商城开发（一期）,直接雇佣￥ 18000,￥ 18000,任务编号：371762,2900-3152.csv,,,,,,,,APP开发,371762,A371762,B371762,"购物APP, 微商城, 一期开发"
外包代理商城 多级分销系统 网站,https://task.epwk.com/371812/,309人,1人,"¥60,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,外包代理商城 多级分销系统 网站,直接雇佣￥ 60000,￥ 60000,任务编号：371812,2900-3152.csv,,,,,,,,,371812,A371812,B371812,"外包代理商城, 多级分销系统, 网站"
3dmax人物建模，蒙皮，动作有提供图稿,https://task.epwk.com/371819/,617人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,3dmax人物建模，蒙皮，动作有提供图稿,直接雇佣￥ 1500,￥ 1500,任务编号：371819,2900-3152.csv,,,,,,,,,371819,A371819,B371819,"3dmax人物建模, 蒙皮, 动作, 图稿"
10个卡通表情,https://task.epwk.com/371827/,330人,1人,"¥1,400",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,10个卡通表情,直接雇佣￥ 1400,￥ 1400,任务编号：371827,2900-3152.csv,,,,,,,,,371827,A371827,B371827,"卡通表情, 表情设计"
安卓画册,https://task.epwk.com/371837/,332人,1人,"¥25,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,安卓画册,直接雇佣￥ 25000,￥ 25000,任务编号：371837,2900-3152.csv,,,,,,,,,371837,A371837,B371837,安卓画册
【企业官网】做一个药品销售、宣传类的网站,https://task.epwk.com/371872/,274人,1人,"¥2,500",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,做一个药品销售、宣传类的网站,直接雇佣￥ 2500,￥ 2500,任务编号：371872,2900-3152.csv,,,,,,,,企业官网,371872,A371872,B371872,"药品销售, 宣传网站"
企业宣传画册设计,https://task.epwk.com/371876/,232人,1人,"¥1,400",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,企业宣传画册设计,直接雇佣￥ 1400,￥ 1400,任务编号：371876,2900-3152.csv,,,,,,,,,371876,A371876,B371876,"企业宣传, 画册设计"
【VI设计】logo的应用,https://task.epwk.com/371883/,217人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,logo的应用,直接雇佣￥ 15000,￥ 15000,任务编号：371883,2900-3152.csv,,,,,,,,VI设计,371883,A371883,B371883,logo应用
【电商网站】类似京东商城类网站建设,https://task.epwk.com/371884/,373人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,类似京东商城类网站建设,直接雇佣￥ 5000,￥ 5000,任务编号：371884,2900-3152.csv,,,,,,,,电商网站,371884,A371884,B371884,"京东商城, 网站建设, 电商平台"
做一个医院微信公众号,https://task.epwk.com/371890/,219人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,做一个医院微信公众号,直接雇佣￥ 20000,￥ 20000,任务编号：371890,2900-3152.csv,,,,,,,,,371890,A371890,B371890,医院微信公众号
【LOGO设计】品牌 logo,https://task.epwk.com/371895/,244人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,品牌 logo,直接雇佣￥ 1000,￥ 1000,任务编号：371895,2900-3152.csv,,,,,,,,LOGO设计,371895,A371895,B371895,"品牌, logo"
手机游戏开发,https://task.epwk.com/371913/,63人,1人,"¥20,010",圆满完成,https://task.epwk.com/page2918.html?m=6&o=7,手机游戏开发,直接雇佣￥ 20010,￥ 20010,任务编号：371913,2900-3152.csv,,,,,,,,,371913,A371913,B371913,"手机游戏, 游戏开发"
【活动策划】产品策划和执行方案,https://task.epwk.com/371935/,392人,1人,"¥36,000",圆满完成,https://task.epwk.com/page2917.html?m=6&o=7,产品策划和执行方案,直接雇佣￥ 36000,￥ 36000,任务编号：371935,2900-3152.csv,,,,,,,,活动策划,371935,A371935,B371935,"产品策划, 执行方案"
【VI设计】农产品企业整理VI设计,https://task.epwk.com/371942/,179人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2917.html?m=6&o=7,农产品企业整理VI设计,直接雇佣￥ 3000,￥ 3000,任务编号：371942,2900-3152.csv,,,,,,,,VI设计,371942,A371942,B371942,"农产品企业, VI设计"
【APP开发】公司下属酒店APP开发预付款,https://task.epwk.com/371945/,296人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2917.html?m=6&o=7,公司下属酒店APP开发预付款,直接雇佣￥ 1000,￥ 1000,任务编号：371945,2900-3152.csv,,,,,,,,APP开发,371945,A371945,B371945,"公司下属酒店, APP开发"
【小程序开发】网站功能增加,https://task.epwk.com/371947/,108人,1人,"¥6,000",圆满完成,https://task.epwk.com/page2917.html?m=6&o=7,网站功能增加,直接雇佣￥ 6000,￥ 6000,任务编号：371947,2900-3152.csv,,,,,,,,小程序开发,371947,A371947,B371947,"网站功能, 功能增加"
