标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【礼品设计】喜糖盒设计,,2317人,9人,¥500,圆满完成,,o5fafba327aaf9,1.设计请原创，请勿抄袭或者模仿。，一经选稿既拥有设计文件的所有权。不得传播选稿的设计文件2.系列1 龙凤+喜字+双色烫金（金色+蓝色）；系列2 圆喜+新中式元素，也可以自由发挥，保证原创就行，压缩包图片只供参考，所有元素请原创3.整个思路为 新中式加潮流风格。款式好会加选稿，可以提前投稿。设计为矢量图，AI或者CDR格式，喜糖盒尺寸为看附件4。整个喜字为中式，红色底部剪纸，表面为金黄色，喜字原创，红色剪纸部分原创。5.整个思路为中式加潮流风格。款式好会加选稿，可以提前投稿。款式好会另外下单购买，需要的稿件比较多，请大家积极投稿！！！提醒:不要改变喜糖盒结构提醒:不要改变喜糖盒结构提醒:不要改变喜糖盒结构提醒:不要改变喜糖盒结构请通过任务正规交稿，如私下通过其他途径交稿而因此无法获得设计赏金导致的损失，平台概不负责。,2021-07-14,2021.07.25,任务编号：944521,500.0,,,开元设计工作室,,,,,工作室,七品,37分,,,,,,,,,,,,,,,,,,,,,,,礼品设计,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【礼品设计】龙凤喜字双色烫金红包设计,,1610人,11人,¥500,圆满完成,,o5fafba327aaf9,1.设计请原创，请勿抄袭或者模仿。，一经选稿既拥有设计文件的所有权。不得传播选稿的设计文件2.龙凤+喜字+双色烫金红包（金色+蓝色）压缩包图片只供参考，所有元素请原创。3.整个思路为 新中式加潮流风格。款式好会加选稿，可以提前投稿。设计为矢量图，AI或者CDR格式，红包尺寸为9.5*184。整个喜字为中式，红色底部剪纸，表面为金黄色，喜字原创，红色剪纸部分原创。5.整个思路为中式加潮流风格。款式好会加选稿，可以提前投稿。款式好会另外下单购买，需要的稿件比较多，请大家积极投稿！！！请通过任务正规交稿，如私下通过其他途径交稿而因此无法获得设计赏金导致的损失，平台概不负责。,2021-07-14,2021.07.25,任务编号：944520,500.0,,,步同品牌设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礼品设计,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【吉祥物设计】一款大熊猫IP形象设计,,4831人,29人,"¥1,000",圆满完成,,超级鲨鱼007,"“花花熊猫”IP形象设计“花花熊猫环游记”潮玩品牌形象！ 名称：花花熊猫物种：大熊猫性格：勇敢冷静、洒脱不羁、爱耍酷爱好：冒险、拯救世界设计要求： 1、有视觉冲击力，视觉符号醒目易识别。2、附上创意说明。3、请参考《站酷》网一些作品形象创意方式，勿抄袭。（Relaxx芯来品牌熊猫IP形象、HELLO 798 IP熊猫七宝、一只熊猫、）知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021-07-14,2021.08.13,任务编号：944456,1000.0,,,o5bc7dd69dca99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉祥物设计,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】高级定制婚纱英文Logo设计,,7145人,93人,¥720,圆满完成,,BigBoss413,Logo名称：ANMAYCHY主营高级婚纱私人定制，以黑色为基调，可以是图形结合英文，也可以以A为元素制作图形加英文请参考国际大牌女装以及奢侈品品牌logo，高端大气，简洁耐看,2021-07-13,2022.07.23,任务编号：944333,720.0,,,雨夜设计工作室,,,,,工作室,一品,68分,,,,,高端logo设计,"￥1500
            /起",包装设计,"￥3000
            /起",VI设计,"￥8888
            /起",,,,,,,,,,,,,LOGO设计,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】财经新媒体行业设计图形LOGO,,2427人,41人,¥500,圆满完成,,边缘BianYuan,"1.设计一个LOGO+文字，“图形”+“定力”两个汉字。2.图形+文字，行业是做财经新媒体类型的，致力于提升基层民众投资理财意识和认知，主要突出图形的设计。知识产权说明：1、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。2、商标设计优秀者可长期业务合作，成为公司战略合作伙伴。",2021-07-13,2022.01.18,任务编号：944302,500.0,,,雨夜品牌设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】科技公司logo设计,,2818人,61人,¥700,圆满完成,,o5ea0ef574022d,1、公司简介，因擎科技，全称：北京因擎科技有限责任公司简介：深耕于资管科技和信用科技领域，运用大数据处理、云计算、机器学习、人工智能技术，为银行、保险、证券、基金、信托等各类金融机构在数据挖掘、投研决策分析、信用分析、投资组合价值分析等领域，为投资者提供标准金融工具、定制化模型、系统设计与建设、研究咨询等服务，协助投资者实现投研分析、投资决策、资产管理、风险评估、风控预警等业务的金融科技赋能目标主要业务：针对金融行业产品系统升级、业务数字化转型等痛点，对客户和产品的数据进行深度整合分析及风险评估，为不同规模、性质和需求的企业客户提供“从市场调研到产品迭代优化”全流程解决方案，为金融机构的业务创新及风险管理提供强大的技术支撑2、logo设计需求，图形化（图形+文字）、简洁、大气，主色调为红色3、客户：企业用户4、稿件：可提供多个logo设计方案，详见附件要求1、字体、颜色专属设计2、Logo图形化不限制，扁平化、简约、辨识度高。3、Logo应用场景：网站，官网、名片，画册等。4、参与者设计稿必须完全原创，交付源文件AI，则logo版权归我方所有。5、截稿时间：2021年7月26号投标后，如果您的方案被我方选中，我方会公布中标结果，并联系您,2021-07-13,2021.08.03,任务编号：944246,700.0,,,金生设计室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】三笙智孕logo+吉祥物设计+三折页设计,,6686人,43人,"¥6,000",圆满完成,,o60eaf727985e3,"需求：三笙智孕logo+吉祥物设计+三折页设计，初稿必须提交这三项设计。 经营介绍：是-家专注于生殖健康全周期管理的服务品牌，立足行业顶端，以辅助生殖客患为中心，以主动医疗，循证医疗为核心理念，打造专业生殖健康全周期管理及相关延伸业务。项目包含但不限于辅助生殖全周期管理服务，优生优育教育及线下多功能卫星实体店三项产品名字的由来三笙智孕”名字的意义三生万物，数字三代表创造，孕育亚里士多德认为三代表完整，既有首尾又有中部道教认为三是力量的象征，暗示着- -种中心元素笙代表一种乐器，余音绕耳，象征了全周期服务的延续性智孕代表科技助孕，优生优育，孕育智慧宝宝后期可运用到以下内容：设计LOGO、手提袋、三折页、公司旗帜、贺卡、红包、挂历、标志伞、公司服装设计要求：1.设计LOGO方案;2.设计吉祥物方案;3.设计三折页;4作品中标后将免费修改或重出方案，直到设计满意为止;5.设计包括:标志设计、标准色、办公应用;6.作品中标设计完成后，提供可编辑源文件;7.版权转让协议与商标保护设计担保注册。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021-07-11,2021.08.13,任务编号：943938,6000.0,,,诸侯视觉,,,,,工作室,一品,145分,,,,,诸侯视觉logo标志设计,"￥500
            /次",商城全店装修5000,￥5000,VI视觉DESIGN,"￥3000
            /日",,,,,,,,,,,,,LOGO设计,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】体育培训机构logo设计,,2484人,33人,¥500,圆满完成,,o5dbc07478c8c1,我们是做体育培训这方面的，需要设计一个logo，需体现体育培训文化的。机构名称：进发，请围绕“进发”或者j“infa”或者“jf”进行设计，融入到图形里面。请原创设计！,2021-07-13,2021.07.30,任务编号：944212,500.0,,,金生设计室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【海报设计】即开票（刮刮乐）票面图案设计,,9100人,13人,"¥1,500",圆满完成,,双色果汁,"一、产品描述刮刮乐是以""扶老、助残、救孤、济困""为发行目的。为了进一步提升即开票品质，扩大游戏设计素材来源，打造精品即开票游戏，以满足多样化的市场需求，进一步突出即开票的公益属性，提升品牌形象。二、要求1、即开票票面图案设计（1）游戏名称（2）logo及刮刮乐标志（3）面值（4）主画面（5）玩法区（6）保安区（7）版式设计具体尺寸规格，见附件2、设计特色和创新点说明（整体设计版式及方案最好结合时代背景，时代主题和上海及浦东地区特色开展）3、作品应具有原创性、感染力，主题突出，既能反映出即开票票种特点，又要与宗旨和文化相融。三、版权说明1、凡参与者，作品一经选中并支付酬劳，版权归发布者所有。2、所投稿的作品应为原创作品，且为第一次发布，投稿作品不能是公开发表过的作品。参与者必须保证对提供的设计方案享有著作权，切忌一稿多投或剽窃他人创意，否则因此引发的一切法律纠纷，由应征者自行负责。3、发布者有权以任何形式永久使用投稿作品，由此产生的知识产权（包括但不限于著作权、商标权、专利权等）归发布者所有。4、发布者有权对投稿作品进行任何形式的修改而无需征得投稿者的同意。5、投稿作品若有侵犯他人知识产权行为，将原额追回发放酬劳，由此产生的法律纠纷，由投稿者自行承担法律责任，发布者不承担任何法律责任，并保留向相应个人、团体追究和索赔的权利。四、酬劳此次任务酬劳为1000元。五、截止时间 2021年7月30日",2021-07-13,2021.08.01,任务编号：944205,1500.0,,,麦浪文化传媒（河南）有限公司,,,,,企业,六品,40分,,,,,后期制作,"￥1
            /起",LOGO设计,"￥500
            /次",广告牌制作,"￥500
            /件",,,,,,,,,,,,,海报设计,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】小问号幼儿园Logo设计,,3115人,44人,¥500,圆满完成,,o5bc1da34c9d06,给小问号幼儿园做Logo设计LOGO应用：包括园服与书包VI，招牌VI（学校大门与外墙）以问号为主题，体现好奇，喜欢探索，活泼的形象。,2021-07-13,2021.07.23,任务编号：944128,500.0,,,风雨创意设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】面包烘焙类产品有机无添加 品牌logo设计，不要果类图案,,1613人,15人,¥500,圆满完成,,王先生2021,"品牌名称：梨蒙果。
知识产权说明：1、所设计的作品为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2021-07-12,2021.07.17,任务编号：944006,500.0,,,速豹品牌设计,,,,,工作室,三品,42分,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】中文名称：新沪商高端餐饮联盟,,2734人,44人,"¥1,000",圆满完成,,o6094d3ae2160c,"中文名称：新沪商高端餐饮联盟  logo设计：
1、高端餐饮行业的特性，怎么体现高端的元素体现奢华、品质、高端性质 ；
2、logo图形标书：简约+中文文字； 
3、背景：此次高端餐饮产业联盟是新沪商联合会旗下产业联盟，集合高端餐饮群体进行行业交流学习和合作发展的宗旨；
（附件是新沪商联合会logo和新沪商艺术团联合logo参考）",2021-07-12,2021.08.13,任务编号：943912,1000.0,,,凡人设计工作室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【LOGO设计】汽车服务LOGO商标设计,,3182人,35人,¥600,圆满完成,,o5ff27c8aba073,商标设计 商标名称：悦洗越富     拼音：yue xi yue fu产品：自助洗车站行业应用：自助洗车，扫码洗车； 要求：1：有满意的立即定稿，最长时间5天2：简单明了，有图文设计，图形能单独使用；3：有横招牌的应用，和坚招牌的应用示意图，可网上找自助洗车站形象图看一下3：能体现洗车行业特点，4：能体现自助洗车的快乐，5：色彩要能传递“清洁、快乐、财富”等感觉6：如能体现：车越干净，财运越好的意思，就更好了；7：要提供字体及色号等设计原文；8：不得抄，如因此产生知识产权问题，由供稿人负责；,2021-07-11,2021.08.03,任务编号：943925,600.0,,,KIN RABBIT,,,,,工作室,一品,67分,,,,,,,,,,,,,,,,,,,,,,,LOGO设计,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【服装设计】袜子设计，简约有调性,,3979人,21人,¥800,圆满完成,,o60e96983c4220,主要供应电商渠道，要求袜子简约有调性，选择标准倾向于色彩的搭配。也可搭配一些简图案，中筒短筒均可接受。参考店铺焦内，或者有棵树内衣旗舰店，需要原创，,2021-07-10,2021.07.29,任务编号：943826,800.0,,,anikoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,服装设计,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【广告设计】大型的文明城市景观小品设计，立体造型,,4961人,9人,"¥1,000",圆满完成,,简畅广告标识,设计大型的文明城市景观小品立体造型，作品放城市道路的路边绿化带，尺寸约8-10米长高2-5米，体现一个文明城市的风貌，有要有科技现代感，可以加入本市的吉祥物，城市标志等（参考附件图片）,2021-07-09,2022.02.25,任务编号：943712,1000.0,,,M+设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,广告设计,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【海报设计】足道店接单A4海报设计,,3536人,57人,¥300,圆满完成,,o60e819c1c93b4,吾树里养生足道招贤纳士足疗养生师1-2万采耳师1-2万收银员4500-8000+提成服务员3500-5000+提成电话13693...........我们是面向年轻人接单的,2021-07-10,2021.07.15,任务编号：943766,300.0,,,o5f4876b6b9d6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海报设计,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
【包装设计】愈酚包装盒设计,,4195人,43人,"¥2,000",圆满完成,,华美欣,愈酚包装盒设计，具体设计要求看附件,2021-07-09,2021.08.09,任务编号：943694,2000.0,,,广杨工作室,,,,,个人,四品,37分,,,,,,,,,,,,,,,,,,,,,,,包装设计,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
