标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,任务类型
【信息流】百度知道问答推广,https://task.epwk.com/609418/,2278人,1人,¥600,圆满完成,rongxiao,找一个能做百度知道问题的团队合作。具体联系沟通。,2018-05-03,2018.05.28,任务编号：609418,600.0,10天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",信息流
【活动策划】银行活动方案策划,https://task.epwk.com/603536/,1240人,1人,¥200,圆满完成,o5ad5adc5035a0,银行活动方案策划  ，需要那种大型活动，比较简单的策划方案即可，具体详谈,2018-04-17,2018.04.19,任务编号：603536,200.0,2天,辽宁省-沈阳市-沈河区,隆达设计,https://shop.epwk.com/2j5jjy0795pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,活动策划
【整合营销】美甲美睫营销方案,https://task.epwk.com/603072/,1593人,1人,¥1000,圆满完成,vitorru,美甲美睫营销方案，团队建设问题，产品销售，上海，不限制地区，,2018-04-16,2018.04.26,任务编号：603072,1000.0,5天,云南省-昆明市,一起搞品牌策划  QQ  3370528179,https://shop.epwk.com/v0n1x6x9l57y/,,,,,,,,,,,,,,,,,,,,,,,,,,,整合营销
【整合营销】农家乐创意活动项目策划,https://task.epwk.com/599619/,2033人,9人,¥300,圆满完成,老锅锅锅,现状：山上有一块场地，已有木屋及鱼塘。用途：拟开发农家乐。征集：农家乐创意活动项目。要求：1.活动项目新颖、简单、可行；2.活动项目以小学生为主要对象，须对小学生有吸引力；3.列出活动项目名称以及可开展活动（如：名称：养山羊，可开展活动：喂羊、挤羊奶、剪羊毛等）；4.设计项目应尽量保持场地原貌，不建或少建少围为主（城管难缠）；5.项目以增加小学生户外活动、增长小学生对动、植物的认知为目的；同时可开展一些拓展游戏等；6.活动项目投入成本较少。,2018-04-08,2018.04.13,任务编号：599619,300.0,"2天,2天,3天,3天,2天,2天,5天,2天,3天","山东省-济南市,河北省-石家庄市,四川省-成都市,天津市-市辖区-和平区,福建省-漳州市-芗城区,江苏省-南京市-江宁区,广东省-深圳市-南山区,四川省-成都市-青羊区,湖北省-宜昌市-西陵区",智通策划文案,https://shop.epwk.com/09drjjzkl53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,整合营销
【活动策划】文化课培训教育机构风筝节活动策划流程方案撰写,https://task.epwk.com/594113/,1519人,3人,¥100,圆满完成,o5aab3c9f42fb8,文化课培训教育机构风筝节活动策划方案，活动年龄在一年级到六年级学生，活动时间为半天时间，预算为500元左右。活动各个时间段流程内容写清楚，活动地点在广场,2018-03-23,2018.03.25,任务编号：594113,100.0,"1天,7天,1天","湖南省-湘潭市-湘乡市,北京市-北京市,上海市-市辖区-黄浦区",脑洞创意文案策划,https://shop.epwk.com/09drjj93353w/,,,,,,,,,,,,,,,,,,,,,,,,,,,活动策划
【关键词优化】百度第二页关键词优化,https://task.epwk.com/592573/,1579人,6人,¥200,圆满完成,wangweijing1991,企业站关键词优化 关键词不热网址：www.aydyjx.com优化词：豆芽机权2，现在站长工具不稳定，现在查不准确。这个词已经在百度第二页，前几天一直在第一页，不太稳定。诚找有丰富优化经验的人，稳定长期做到首页去,2018-03-19,2018.04.25,任务编号：592573,200.0,"7天,7天,30天,15天,200天","上海市-市辖区-徐汇区,江苏省-南京市,江苏省-连云港市-海州区,山东省-滨州市-滨城区,浙江省-杭州市-西湖区",o59438be3c881a,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,关键词优化
【营销解决方案】金融公司文案全套,https://task.epwk.com/588182/,1346人,1人,¥8000,圆满完成,vitorru,金融公司文案全套，PPT制作，易企秀制作，P图，文案策划，媒体报道，视频脚本，主要是对一家海外的金融公司进行包装，,2018-03-08,2018.04.20,任务编号：588182,8000.0,30天,河南省-郑州市,云象视觉品牌设计,https://shop.epwk.com/rp5z4m6y0dx3/,云象视觉品牌设计,出售服务,https://shop.epwk.com/rp5z4m6y0dx3/chushou/,企业,五品,145分,,,云象视觉品牌设计,,全网营销推广,"￥8000
            /月",公众号（订阅号、服务号）代运营—3个月起（定制版）,"￥12000
            /月",公众号（订阅号、服务号）代运营—3个月起（专业版）,"￥8900
            /月",公众号（订阅号、服务号）代运营—3个月起（基础版）,"￥5900
            /月",竞价账户优化代运营（专人一对一服务）,"￥2000
            /月",折页,"￥1000
            /起",logo设计,"￥10000
            /款",企业 食品 餐饮公司logo设计 图文图形LOGO设计,"￥599
            /款",营销解决方案
【整合营销】地产项目营销策划,https://task.epwk.com/586458/,1005人,1人,¥3800,圆满完成,zq880****,需要一个地产项目全年策划以及开盘，开放活动策划，可长期合作，有多个项目,2018-03-03,2018.03.14,任务编号：586458,3800.0,5天,浙江省-杭州市-上城区,乐心文策工作室 187-6845-9100,https://shop.epwk.com/qgdmjx2gydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,整合营销
【关键词优化】百度关键词首页优化排名服务,https://task.epwk.com/584704/,1229人,1人,¥600,圆满完成,手媒广告,1、预计25天内，白帽技术优化到百度电脑端和手机端首页           2、如果超过35天，全部都没上去，则退全款             3、总价600元，其中网上赚钱项目计为 100，挣钱最快的方法计为150，挂机赚钱计为350  万一部分做上去，产生纠纷按此价格结账关键词明细：网上赚钱项目，，，挣钱最快的方法，，，挂机赚钱网址：www.shoumedia.cn,2018-02-26,2018.04.25,任务编号：584704,600.0,30天,河北省-保定市-新市区,张影工作室,https://shop.epwk.com/09drjvmjl53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,关键词优化
【活动策划】景区38节活动主题活动策划,https://task.epwk.com/583822/,2263人,1人,¥2000,圆满完成,XXWH,景区38节活动主题活动，旗袍文化节+玻璃桥的元素，具体详细沟通,2018-02-24,2018.03.06,任务编号：583822,2000.0,4天,辽宁省-沈阳市-市辖区,紫彧营销咨询机构,https://shop.epwk.com/p05qjj3xydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,活动策划
【产品推广】找人做网站论坛推广,https://task.epwk.com/579803/,2286人,6人,¥200,圆满完成,o5a73d7ba9122e,论坛外链可以发布的联系推广网站，发到各大网站论坛推广,2018-02-02,2018.03.06,任务编号：579803,200.0,"3天,10天,3天,5天,3天,1000天","山东省-青岛市-李沧区,陕西省-西安市-新城区,湖南省-长沙市-岳麓区,山东省-济宁市-邹城市,重庆市-市-永川市,河北省-保定市-市辖区",利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",产品推广
【问卷调查】问卷调查制定,https://task.epwk.com/579637/,2130人,1人,¥200,圆满完成,o59534f8f43ca1,问卷调查制定具体已实际沟通。,2018-02-01,2018.02.01,任务编号：579637,200.0,1天,北京市-北京市-西城区,o5a5c28d109d3e,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,问卷调查
【活动策划】APP产品介绍书ppt制作,https://task.epwk.com/573593/,1685人,1人,¥5000,圆满完成,金大人,【APP产品介绍书】梳理大背景、客户需求、产品介绍、优势等，最终形成两份ppt（完整版+精简版），不包括任何平面设计类工作。工期：春节前完成金额：5000元,2018-01-15,2018.04.11,任务编号：573593,5000.0,10天,浙江省-杭州市-上城区,乐心文策工作室 187-6845-9100,https://shop.epwk.com/qgdmjx2gydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,活动策划
【产品推广】APP宣传推广，达到指定注册量,https://task.epwk.com/572827/,2113人,1人,¥200,圆满完成,花生日记介绍网,操作要求:扫描，下载，安装，登陆（填写邀请码），发截图，报手机号最后4位数给我必须是真人使用的手机微信，注册后，接收资料，进群希望找个团队承包整个注册量，要求注册量达到50个视为完成。,2018-01-12,2018.01.13,任务编号：572827,200.0,7天,山东省-济南市-市中区,村口弹棉花的韩师傅,https://shop.epwk.com/m7d7wzqly5q8/,村口弹棉花的韩师傅,出售服务,https://shop.epwk.com/m7d7wzqly5q8/chushou/,个人,八品,38分,,,村口弹棉花的韩师傅,,,,,,,,,,,,,,,,,,产品推广
【产品推广】贴吧，论坛，知道，经验推广一个免费电影公众号,https://task.epwk.com/570099/,2228人,8人,¥591,圆满完成,zx7817boy,有一个公众号需要推广 HIGH影院 寻找擅长论坛，贴吧等推广的个人或公司该公众号完全免费，可在线观看最新最全的电影，电视剧，综艺节目和电视节目，无需注册，随时观看，目前希望通过论坛，贴吧，知道等工具到喜欢看电影，追剧的目标客户群里推广，比如到最新的电影《前任3》吧里做相应宣传，要求帖子能被搜索到，当然最重要是有效果，如有效果可以追加费用长期合作,2018-01-04,2018.03.13,任务编号：570099,500.0,"7天,2天,2天,15天,20天,30天,15天,30天","山东省-青岛市-李沧区,北京市-北京市-朝阳区,北京市-北京市-崇文区,山东省-潍坊市-诸城市,河南省-郑州市-荥阳市,黑龙江省-哈尔滨市-平房区,山东省-济南市-市中区,广东省-佛山市-市辖区",利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",产品推广
【问卷调查】市场调查制作,https://task.epwk.com/569962/,2309人,1人,¥1800,圆满完成,huyili234,市场调查制作，具体再议。,2018-01-04,2018.01.04,任务编号：569962,1800.0,1天,北京市-北京市-怀柔区,vzuozhu,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,问卷调查
【关键词优化】优化关键词排名至百度首页,https://task.epwk.com/569640/,2399人,3人,¥6000,圆满完成,alessiolsy,"要把www.windgogo.com  的这个网站的“意大利旅行社“,“意大利华人旅行社“,“罗马米兰华人旅行社“,这3个关键词做到百度首页，一个词2000块关键词上百度首页后付款给商家。（那个关键词上百度首页付那个关键词的款，没上去的不用付款）分3次付款给服务商家。时间是60天，从接受的时间开始算起，采用正规手法优化，上首页的关键词保证一年左右的时间在百度首页。",2018-01-03,2018.01.30,任务编号：569640,6000.0,"60天,60天,30天","福建省-厦门市-思明区,山东省-济南市-槐荫区,广东省-深圳市-盐田区",专业SEO优化团队,https://shop.epwk.com/0z5o443yqnjq/,,,,,,,,,,,,,,,,,,,,,,,,,,,关键词优化
【产品推广】找人做知道类的营销和发帖,https://task.epwk.com/565544/,1019人,1人,¥1000,圆满完成,pbsh5992,找人做营销服务，工作内容如下：1.贴吧发帖20条；我提供4个帖子的内容和配图，每个帖子发5个贴吧；2.知道类的营销，需要涵盖百度知道、知乎、360问答、搜搜问答。需要您来撰写56组问题和答案；百度知道发56组，知乎、360和搜搜分别发28组；3.贴吧发帖 需要提供发布链接；知道类的营销需要提供手机截图；4.执行周期最多14天，可以提前完成；5.总费用1000元，含票。,2017-12-21,2018.01.10,任务编号：565544,1000.0,10天,山东省-青岛市-李沧区,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,"￥50
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",产品推广
