标题,标题链接,查看数,参与数,需求价格,需求方,交易价格,需求价格备选,发布时间,需求文本,任务编号,设计师1,设计师2
【广告策划】某中端品牌盒装鸡蛋——“广告语+品牌名”,https://task.epwk.com/567853/,7524人,93人,¥220,李尚鸿,￥ 220,￥ 220,2017.12.28,"“广告语+品牌名”的创意，请严格基于如下9个方向之一：•1、从农场到餐桌，最多10天•2、蛋新鲜，用手电筒光照射，蛋内透亮•3、蛋新鲜摇一摇，蛋内不晃也不响•4、鸡蛋新鲜，蛋内空气少，沉在水底不上浮•5、蛋黄颜色深，红心蛋•6、蛋黄不散黄，用手能拿起来•7、母鸡只喂活食：活鱼、活虾、活昆虫•8、山林放养•9、鸡蛋闻起来、吃起来都不发腥要求：1、广告定位语不得超过10个字2、每条广告语，只能选择上述9个方向之一2、广告语与品牌名，都要求：易读易记易传播3、品牌名创意后，要求先查阅商标注册网，确认可注册，否则不予采纳知识产权说明：1、所设计的创意作品为100%原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标作品，我方支付了赏金创意费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品",任务编号：567853,o5a390d590549b,知知工作室
【品牌故事】写  新  春 企  业  春  联,https://task.epwk.com/565928/,3355人,34人,¥100,cngygy,￥ 100,￥ 100,2017.12.22,1.写 创意新春对联7-9字 对联加横批    需要新年喜庆，带有 “徽 商 ” 请左右联，第一个字哦  徽  商,任务编号：565928,madk1102,知知工作室
【品牌起名】智能硬件电子产品起名,https://task.epwk.com/564612/,6515人,44人,"¥1,000",o5a0be43584c7d,￥ 1000,￥ 1000,2017.12.18,江苏蜂云网络是南京知名互联网公司，是智能硬件领域领先的供应链整合服务商；  目前我们需要自创一个智能硬件的品牌，产品包括但不限于：1、手机周边配件2、生活类周边产品3、小家电4、个体护肤5、奇趣酷玩（新奇特产品）征名要求：英文、易读、书写漂亮、北欧范、可以实现多品类注册；,任务编号：564612,叁或创意文化,一木文创设计工作室
【商业提案】众筹类红富士苹果文案,https://task.epwk.com/564319/,5330人,15人,¥300,chuansongnet,￥ 300,￥ 300,2017.12.17,本文案是策划众筹类的文案，销售的对象是烟台栖霞红富士苹果，众筹的平台京东和苏宁。苹果特点就是甜，脆，水份足，正宗原产地，营养丰富，文案要求：不需要传统的苹果产品销售和宣传文案，需要从另外的角度去引导消费者去购买和转化，要求文案有创意新颖和软性思维，销售对象一般是年青人。,任务编号：564319,殊同品牌策划设计,文案小匠
【品牌故事】写  新  春 企  业  春  联,https://task.epwk.com/562685/,4067人,37人,¥100,cngygy,￥ 100,￥ 100,2017.12.12,1.写 创意新春对联7-9字 对联加横批    需要新年喜庆，带有 “中  安  信   业 ” 或带有 ‘中 安’ 要3个不同的内容最好左联或右联 第一个字带有 中和安,任务编号：562685,陶通林,胖鸭工作室
【广告策划】餐饮集团slogan征集,https://task.epwk.com/562419/,5279人,58人,¥300,o5a2e1e3809dc9,￥ 300,￥ 300,2017.12.12,需大食头的slogan，具体需求看附件。,任务编号：562419,非流直下,柒叁文化传媒有限公司
【品牌故事】写  新  春 企  业  春  联,https://task.epwk.com/562234/,3336人,27人,¥100,cngygy,￥ 100,￥ 100,2017.12.11,1.写 创意新春对联7-9字 对联加横批    需要新年喜庆，带有 “光 大” 2.再 写一 个关于地产 销 售 有 关 联， 又适合过年派给客户的   左右联里其中1 联 含“好 世 界 ”  对联7-9字对联加横批共二种对联,任务编号：562234,陶通林,agcent
【品牌起名】飞行类门户网站和APP名字,https://task.epwk.com/562198/,3985人,91人,¥100,o593426e4221b1,￥ 100,￥ 100,2017.12.11,有创意，通俗易懂，印象深刻，与飞行有关联，有文化，有深意,任务编号：562198,陌上红尘S,雅文创意策划工作室
"【广告策划】征集""印心石""冰碛岩有限公司广告语",https://task.epwk.com/560295/,5835人,70人,"¥1,100",mf138****0258,￥ 1100,￥ 1100,2017.12.05,"2001年8月，南京地质古生物所陈均远教授及外国同行专家，在湖南安化县发现了“冰碛岩层”，这一稀世石种来自距今六、七亿年前的冰河时代！由于冰碛岩特殊的生成过程，形成了罕见的石中石、冰火石。并且因为其含有多种有益于人体的微量元素（硒、锌）和多种矿物质，被称为“吉祥石”、“长寿石”、“爱情石”。
        将冰碛岩制成原石茶壶，并配合黑茶、红茶、普洱等温性茶叶，能够更好的发挥冰碛岩“养生”的特性，同时也是让冰碛岩能够造福人类的绝佳方式。
""印心石""公司与国家工美大师合作，设计制作出一款款巧夺天工，精妙绝伦的冰碛岩茶具:冰碛岩合欢唐羽壶、冰碛岩石磨唐羽壶、冰碛岩复古壶、冰碛岩葫芦壶、冰碛岩莲花壶、冰碛岩主人杯。
         冰碛岩，七亿年久远，安化茶，五千年飘香!安化黑茶生长在冰碛岩上，冰碛岩成就了安化黑茶的王者地位。“原石泡原茶”是""印心石""公司的设计理论，原石泡茶不仅能矿化水质有益养生，还能提升口感禅悟人生，每一款安化冰碛岩茶具都是精选安化当地极为珍贵的冰碛岩鱼子纹仔料，纯手工古韵制作，可玩性强，极具收藏价值，未来升值空间无限。（详情请加13509640866)",任务编号：560295,skatie文化传媒,DZT设计
【公司起名】教育机构起名,https://task.epwk.com/559601/,7894人,134人,¥260,MISSslow,￥ 260,￥ 260,2017.12.04,（1） 先麻烦大家帮忙做也是在一品威客的另一个任务哈，有报酬的额。谢啦。已做过的，非常感谢，不用再做了。          http://www.epwk.com/task/555723/（2） 教育机构          主营业务：儿童，小学 学习兴趣开发 （英语 数学 等科目）          取名要求：有“wu”的谐音在里面,任务编号：559601,脚印66,两只小猪创意工作室
【产品卖点】征集“引导客户消费需求创意文案策划和广告语”,https://task.epwk.com/559521/,4983人,21人,¥500,健塑科技,￥ 500,￥ 500,2017.12.03,产品名称：康饮管（自来水管）文案目的：引导客户消费需求，激起客户对健康饮水需求，产生强烈的消费欲望（冲动）； 要求：有创意的原创文案策划和一句广告语。选用后知识产权归我方所有。详情介绍：请下载附件或在附件中查阅文案字数要求：100-500左右.,任务编号：559521,文案小匠,柒叁文化传媒有限公司
【宝宝起名】程姓男宝宝起名,https://task.epwk.com/557071/,8029人,201人,¥100,o5a1a2c8ca2e66,￥ 100,￥ 100,2017.11.26,宝宝是十一月二十三号九点半出生，男孩，姓程，取三字的名字，谢谢最好中间有个_乐_字，实在不好取可以不用乐,任务编号：557071,o58f06ff85b8aa,歪猫视觉设计
【品牌起名】电脑服务器品牌名字,https://task.epwk.com/556096/,3872人,78人,¥200,xie159,￥ 200,￥ 200,2017.11.23,"1：本公司想退出一款自己品牌的电脑服务器。（如联想，Intel这些等）2：名称需要原创没有被注册过商标,我们会自己用这个名字注册商标3：需要英文译文",任务编号：556096,陌上红尘S,蓝精灵创意轩
【品牌故事】写  创  意  春 联,https://task.epwk.com/555680/,4316人,38人,¥100,cngygy,￥ 100,￥ 100,2017.11.22,"写 创 意 新 春 对 联7-9字  对 联 加 横 批需 要 新 年 喜庆  ,带 有“ 民  信”",任务编号：555680,o5a1419df54b77,Leeds
【广告策划】婴倍喜和福贝瑞 广告语征集,https://task.epwk.com/554961/,6421人,73人,¥300,FEIHO,￥ 300,￥ 300,2017.11.20,要求：1、品牌：三元奶粉。2、奶粉名称：婴倍喜、福贝瑞。3、给婴倍喜和福贝瑞各写一句广告语，最好是押韵。4、口号需突出孕婴行业，朗朗上口、容易记忆重点要求请看要求3   请理解要求后进行参与,任务编号：554961,土豆变身,小蜜豆工作室
【品牌起名】青海青藏高原特色生物资源技术研发有限公司品牌名征集,https://task.epwk.com/553290/,3778人,85人,¥800,achiey,￥ 800,￥ 800,2017.11.14,一、本公司主要是食品行业，采用现代生物技术对青海特色资源进行加工，主要产品包括：冻干牦牛肉、冻干冬草夏草、冻干黑枸杞，冻干祁连黄蘑菇，青海土蜂蜜等。希望取名突出产品特性：青海特色，青藏高原纯净，无污染，无添加剂，绿色生态，无公害的特色。现需要一个品牌名，要求是可以注册商标，注册类别：第29类（食品）。二、取名要求：1、中文+英文；2、要求原创，在商标29类（食品）能够注册的，没有类似的，能通过商标备案。     商标查询：http://sbj.saic.gov.cn/sbcx/3、体现青海资源特色（产品包括：牦牛肉，黑枸杞，祁连黄蘑菇等）  4、选用的名称，我方也会提交商标备案查询结果，如果有类似，商标不能备案成功，任务不算完成。三、提交格式如下：名称：释义：商标是否可以注册：商标查询：http://sbj.saic.gov.cn/sbcx/四、知识产权说明：1、提交的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由提交者承担所有法律责任；2、中标作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权，使用权和发布权等，有权对设计作品进行修改、组合和应用；中标者不得再向其他任何地方使用该作品。联系QQ：46478808,任务编号：553290,见证奇迹,hencongmingde
【广告策划】资讯网站起名+宣传语,https://task.epwk.com/552379/,4953人,77人,¥100,东龙鲟业,￥ 100,￥ 100,2017.11.10,"征集令我司现搭建了一个综合资讯类网站，现急需征集一个网站名称及宣传标语，网站域名为www.pq78.com。要求如下：1. 中文取名字数在2-4个字之间。2. 名称响亮，容易记，朗朗上口，方便传播。3. 符合资讯类网站的风格（像今日头条，一点资讯一类）。4. 名称要和域名有一定关联。5. 取名后要附带创意说明。6. 要求必须是原创，不得抄袭。7. 中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,设计者不得再向其他任何地方使用该设计作品。",任务编号：552379,顺流105,tangzhai001
,,,,,,,,,,,,
【品牌起名】头部理疗亚健康康复品牌名称征集,https://task.epwk.com/552316/,6112人,109人,¥300,seabird_x,￥ 300,￥ 300,2017.11.10,服务群体：亚健康人群、头部疼痛、脱发、白发转黑发服务项目：头部全息拨筋疗法、头部苗药配方熏蒸、头部肩颈疏通、头部汤疗（全植物疗法）服务特色：全植物、全中医疗法、快速改善睡眠品牌取名需求：创始人为古法疗法、中医药风格、自然养疗、可以申请国家商标注册,任务编号：552316,见证奇迹,十月创意工作室
"【品牌起名】工業車用潤滑油品牌起名,中英文",https://task.epwk.com/551517/,3934人,54人,¥100,o5a025a4c1bcbe,￥ 100,￥ 100,2017.11.08,"進口工業車用潤滑油,品牌,需要中英文商標注冊,名字要有力量。最好3个字内。",任务编号：551517,陌上红尘S,名文【取名+LOGO+文案+VI】
【品牌起名】共享设计类平台取名字征集,https://task.epwk.com/551054/,5721人,139人,¥300,一了科技,￥ 300,￥ 300,2017.11.06,平台内容，以共享设计为主题，功能整合了本地化服务类平台（比如：滴滴打车、快车、顺风车、外卖、跑腿等）和威客类平台（猪八戒、一品威客、任务中国等）的功能。希望能够通过平台①雇主能享受到即时的更真实周到的本地化上门服务；②有一技之长的设计师群体能够通过平台更好的交流学习，融入到本地的设计圈子，顺便能够在工作生活之余赚取外块。平台入口有手机端（包括微信端、APP）和电脑端。名字要求新颖、顺耳，有创意，符合平台主题，可以被注册为商标。,任务编号：551054,小武的店铺,hencongmingde
