标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【店铺/网店起名】连锁便利店取名,https://task.epwk.com/436415/,7607人,176人,¥280,圆满完成,单人悬赏,mf53fd2c6052e41,主要从事社区连锁便利店。便利店起名要求35类能注册。细节是：我们的会员通过微信公众号，手机APP线上下单，支付，由实体店进行送货。请大胆畅想！,2016.07.26,2016.09.10,任务编号：436415,,,,星橙设计QQ1356183009,https://shop.epwk.com/3gd2meeypner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】水泵和电机公司征集商标名称,https://task.epwk.com/439136/,3955人,59人,¥200,圆满完成,单人悬赏,wendy02,"水泵和电机公司征集商标，公司位于宁德福建经营介绍：主营水泵和电动机， 机电行业产品主要两类：1.	水泵；2.	电机；要求：1.	中文名字为“科宏”，需取个英文谐音的名字，最好能符合行业特性，机电行业；2.	商标的谐音英文名称简洁、大气， 易于发音和记忆；3.	商标具有一定的思想性和内涵， 如NIKE；4.	可注册商标和申请域名；5.	附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.09,2017.06.23,任务编号：439136,,,,梦玑文字创意馆,https://shop.epwk.com/2j5xooz235xm/,梦玑文字创意馆,出售服务,https://shop.epwk.com/2j5xooz235xm/chushou/,工作室,七品,39分,,,梦玑文字创意馆,,品牌故事创作,价格面议,店铺名称设计,价格面议,宝宝名字设计,价格面议,广告语创作,价格面议,品牌名称设计,价格面议,,,,,,,,
【品牌起名】以咖喱，盖浇饭为主题的简餐取名,https://task.epwk.com/439118/,5544人,112人,¥150,圆满完成,单人悬赏,佳俊餐饮,"我公司现在主营餐饮连锁，名称要符合我的经营主体，好记，顺口，要求发展连锁品牌店也可以用的，做的产品类似日本的食其家、吉野家。名字是要注册商标第43类餐饮类目,35类连锁品牌任务类别：盖浇饭，咖喱，日式的那种食其家、吉野家这种模式，这个要取名知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任",2016.08.09,2016.09.12,任务编号：439118,,,,CHASEx飛,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】冷吃兔店铺取名,https://task.epwk.com/438960/,7390人,95人,¥100,圆满完成,单人悬赏,o578bbb703210f,简单易记 朗朗上口 类似与木萌萌冷吃兔 这样的名字,2016.08.08,2016.08.13,任务编号：438960,,,,yandi0922,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】家装后市场（家庭维修）O2O平台起名,https://task.epwk.com/438788/,4137人,115人,¥100,圆满完成,单人悬赏,mf185****8412,有点像优步那种的家装后市场的O2O平台起名字，主要服务内容是让广大的维修工人能够在平台接单，然后满足市场客户的家庭维修，维护，换新等需求。这样的互联网平台起名字。记住了，不是装修，名字中不要有“”家装“，”“装”等。成功案例如“E修哥”“特工007””呼叫师傅“等这种比较形象，拟人的风格的。此外，也可以集思广益,2016.08.08,2016.12.22,任务编号：438788,,,,上海当然广告有限公司,https://shop.epwk.com/78n966yv0nkv/,上海当然广告有限公司,出售服务,https://shop.epwk.com/78n966yv0nkv/chushou/,企业,一品,87分,,,上海当然广告有限公司,,企业画册设计 产品宣传册 招商画册 产品样本 产品型录 图册目录 宣传画册 企业样本设计 企业型录,"￥500
            /页",包装设计 产品包装 礼盒套装 系列产品包装设计 高端精品包装 茶叶饮料酒类零食各类包装,"￥3500
            /件",logo商标设计 产品商标 企业商标 注册商标设计,"￥1500
            /起",企业VI视觉识别系统设计（基础10项）,"￥10000
            /件",印刷制作 海报印刷制作 画册设计印刷 包装印刷加工 标签工艺印刷 纸品印刷 精品高端彩印,"￥3000
            /起",,,,,,,,
【店铺/网店起名】牙科门诊取名,https://task.epwk.com/438619/,7343人,205人,¥100,圆满完成,单人悬赏,mf186****7769,名字易记的，正能量的,2016.08.06,2016.09.30,任务编号：438619,,,,格林琳的设计小铺,https://shop.epwk.com/4rn8qqq1wngm/,格林琳的设计小铺,出售服务,https://shop.epwk.com/4rn8qqq1wngm/chushou/,个人,九品,37分,,,格林琳的设计小铺,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】窗帘店起名,https://task.epwk.com/438521/,6409人,197人,¥100,圆满完成,单人悬赏,ptccc,有一个女士在沿海开了一家窗帘店，想起一个名字，大家帮忙起名一下，谢谢！,2016.08.05,2016.08.26,任务编号：438521,,,,wuwudo,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】灯具品牌公司起名,https://task.epwk.com/438323/,5972人,173人,¥100,圆满完成,单人悬赏,mf139****9937,"灯具企业起名我们公司是做LED照明相关产品的公司起名，要注册的，11类跟35类，一个网站销售，和实体形象店销售，要求：1.名称响亮，易记，朗朗上口；2.要能注册的商标名称；3.最好两个字的；知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                    2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.04,2016.08.29,任务编号：438323,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】南京沙美贸易有限公司起名,https://task.epwk.com/438270/,4517人,141人,¥200,圆满完成,单人悬赏,scientist5570,"标题：南京沙美贸易有限公司起名 公司简介：经营范围：窗帘、日用百货、家具、服装、建筑装饰材料、五金、针纺织品、办公用品、一类医疗器械销售；窗帘加工（加工限分支机构经营）主要经营：窗帘、针纺织品、布艺产品、家具、墙纸、软包、等居家装饰产品。一般服务范围：装饰城零散客源、政府采购。窗帘（软装饰）设计与销售。 要求：1.名称响亮，易记，朗朗上口，有含义。2.个人很倾向于用帘到家、私享家、帘想、尚品宅配、如鱼得水等名字注册商标，但是名称已被抢注。如果有以私享家、尚品宅配、帘到家等名字延伸想出新名字的，能注册商标的最好。3.附上创意说明知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品; 备注：所采取的作品需要注册商标的，必须得是原创",2016.08.04,2018.02.17,任务编号：438270,,,,xdfswyyg,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】果汁饮料品牌取名,https://task.epwk.com/438208/,6820人,184人,¥100,圆满完成,单人悬赏,CYplus,"三四个字左右，从字面上就能看出来这是个果汁饮料的品牌，具有现代感，能注册成功1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.04,2016.09.29,任务编号：438208,,,,心橙创品牌工作室,https://shop.epwk.com/2j5jjjyek5pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】家装互联网平台起名,https://task.epwk.com/438076/,4428人,144人,¥100,圆满完成,单人悬赏,mf185****8412,家装互联网平台起名，像家装行业的一品威客一个整合广大家装维修工人为家庭提供优质服务的互联网平台。具体来讲，广大家庭客户如果有家庭装修或房屋维修的需求，可以通过该平台找到合适的个人或者小团队，为客户提供服务。而平台提供第三方保障，包括支付安全、质量保证等相关服务。要求：最长不超过4个字，可以出现英文，希望互联网化一些，时尚一些，比如：《滴滴打车》等具有行业性又有互联网化的感觉。同时考虑到注册的问题以及视觉设计的便利性。,2016.08.03,2016.12.19,任务编号：438076,,,,花野君的画铺15800372188,https://shop.epwk.com/omdwkke2rdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】医用消毒液品牌起名,https://task.epwk.com/437989/,6322人,139人,¥150,圆满完成,单人悬赏,MARK__ZHAO,"产品简介：医用消毒液，用于清洗伤口，喷雾瓶包装；产品使用于实体销售和网络销售；品牌起名，产品属于第5类，可用于商标注册。要求：1、名称响亮，易记，朗朗上口，使用于医用产品；2、 名字必须可用于商标注册。3、.创意知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品; 备注：所采取的作品需要注册商标的，必须得是原创",2016.08.03,2018.02.17,任务编号：437989,,,,一角形,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】家具品牌取名,https://task.epwk.com/437826/,4622人,147人,¥100,圆满完成,单人悬赏,WORKH,"我是做家具厂家，主要是做木门和衣柜的，希望能给我们起个简单，响亮的名字，要可以注册的1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.02,2016.12.24,任务编号：437826,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】母婴用品品牌起名,https://task.epwk.com/437768/,4442人,128人,¥100,圆满完成,单人悬赏,mf185****1888,"公司简介：我做母婴用品的，商标起名，要注册、5类跟30类及35类的，一个是网站销售，和实体销售 要求：1.名称响亮，易记，朗朗上口，复合母婴产品本身的意义2.附上创意说明知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品; 备注：所采取的作品需要注册商标的，必须得是原创",2016.08.02,2018.02.17,任务编号：437768,,,,品牌天下，名者为先,https://shop.epwk.com/j7n38gv025e1/,品牌天下，名者为先,出售服务,https://shop.epwk.com/j7n38gv025e1/chushou/,个人,七品,40分,,,品牌天下，名者为先,,品牌取名,"￥100
            /次",,,,,,,,,,,,,,,,
【品牌起名】取一个海鲜店铺的名字,https://task.epwk.com/437500/,8291人,221人,¥100,圆满完成,单人悬赏,o579e08493bd75,取一个海鲜店铺的名字  我们家是自捕直销   我爸爸补上来 我来卖（我是女孩）   我们是个海鲜城市  浙江舟山   请根据这些要求取个3-4字的名字！  能一目了然是卖海鲜的  谢谢,2016.08.01,2016.08.29,任务编号：437500,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
