标题,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【品牌起名】同城快递，速送，物流 ，APP起名，参考UU跑腿,11616人,206人,¥300,圆满完成,聚城科技,同城快递，速送，物流 ，APP起名  （参考UU跑腿）,2017.06.12,2017.07.08,任务编号：508983,￥ 300,,意点品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】美容院名字征集,6513人,115人,¥300,圆满完成,sjyzd1996,"美容院起名 要求：1、高端大气上档次，内涵要符合本店牡丹花的特色              2、因为本店所使用产品均为牡丹系列，不能是纯欧式的名称              3、另外要求能满足商标注册需求，等高手              4、4个字以内，请附上创意知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.06.12,2018.03.26,任务编号：508457,￥ 300,,极思视觉,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】征集内衣、乳罩、内裤、睡衣等服装类内衣品牌中英文商标名称设计,5827人,69人,¥300,圆满完成,houpugx,"1、要求符合内衣、乳罩、内裤、睡衣等服装类内衣品牌形象，让人看了容易联想到是内衣、乳罩、内裤、睡衣等产品。2、名称要突显高贵、时尚、大气、具有国际范。3、名称要有指向性、易记、利传播、寓意深刻，不要与其他贬义词有谐音，既能做店铺名称，又能做产品名称。4、字数范围在2-4个字，以3个字为主,可配有英文名或拼音，100%原创，保证注册成功。不能注册的或是相同的商标不要提供。5、每个征集者可提供五个名称，要写出中英文名称的释义，只有名称而无阐述的作品无效。6、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任；7、中标的名字，我方支付费用。即拥有该作品的知识产权，包括著作权、使用权和发布权等，并有权对作品进行修改、组合和应用，不得再向其他任何地方使用该命名",2017.06.12,2017.07.10,任务编号：508898,￥ 300,,仟仟™孤媒,,,,,,,,,,,,,,,,,,,,,,,
【产品卖点】中医药眼贴取名及短文编写,4848人,33人,¥200,圆满完成,a1823****855,各位文客、大侠们好！  我公司欲生产一种中药护眼贴，主成分菊花决明子等。旨在解决当下数码产品、长期观视引起的眼部问题，就商标名字及短文撰写，现请赐予！拜谢！商标名称：简洁有力  直奔主题   带有简短营销能力者为最佳！短文 ： 八仙过海  各显神通吧！,2017.06.12,2017.07.17,任务编号：508877,￥ 200,,书斋里的蜗牛,个人,九品,36分,,,,,,,,,,,,,,,,,,,,
【公司起名】企业网站域名设计征集,4019人,60人,¥200,圆满完成,jxyydz,"公司名称：嘉兴欧亚电子科技有限公司（请帮忙设计域名）要求：1、域名要可以突出""欧亚""这两个英文字母2、域名要简洁3、域名必须要注册使用4、后缀必须为.com知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.06.12,2018.02.16,任务编号：508829,￥ 200,,飞天文化,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】营销类公司起名,6048人,124人,¥300,圆满完成,mf137****1417,"标题：某某公司起名（比较急，希望3天内定稿） 公司简介：公司名字起名，新注册公司，我们是做营销类公司，经营：教育平台，教育培训，1、大学合作总裁班，成.人教育，补习班等教育培训类招生。 2、市场营销策划服务 3、企业咨询服务  要求：希望名字大气，年经有活力，字数没限定，（主要能通过工.商。注册的），创始人名字叫“天山”，看看能否活用名字加含在公司名字中3.附上创意说明知识产权说明：  1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品; 备注：所采取的作品需要工商注册，必须得是原创",2017.06.09,2018.02.22,任务编号：508372,￥ 300,,深圳市意典文化传媒有限公司,企业,四品,40分,,,影视服务,价格面议,原创设计,价格面议,策划方案,价格面议,,,,,,,,,,,,
【品牌起名】道家思想概念餐饮，商标名称征集,14670人,205人,¥150,圆满完成,o5715****9f187,"一、 任务需求：    天一（含义：天人合一，天下第一）御膳    天一膳堂（含义：膳堂为线下店名称，养生膳食，谐音善堂，也做慈善的餐饮店）    天一小鲜（含义：道家创始人老子说“治大国若烹小鲜”，我们也讲一种修心养生的文化） 类似举例的名称如上。主要思想是：天人合一，道法自然，无为，心中无我 等， 道家修心养生的思想文化。        我们计划创办一个以道家修心养生为主题思想的餐饮，主要经营的是 养生汤火锅、养生营养素菜蔬菜、五谷杂粮主食米饭、鲜榨果汁，主要是以健康、营养、未病先治、修心、养生可以调理身体，现在需要征集一个店名。基本是这个思路，当然我们也欢迎提不同看法。二、要求：1、可注册商标，商标名称有一定的意义；2、方便以后活动宣传，方便注册网站、开微信公众号等；3、附上创意说明。三、知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.06.09,2018.01.27,任务编号：508272,￥ 150,,飞天文化,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】商会、社群社团，商标品牌取名征集,8382人,107人,¥100,圆满完成,o5715****9f187,"一、 任务需求：     六合（泛指天地宇宙）商会     大唐（泛指大唐盛世中国）商会     太合（泛指天下人共同合作）商会     共合（泛指共同合作，谐音共和国）商会     大同（泛指大同世界，人类美好未来）商会     兴百业（泛指兴旺百行百业）商会类似的名称如上（以上名称不能注册，为举例说明），商标名称要表达的意思基本就是以上的名字。我们要创办一个各行各业的商人、创业者、行业人的社群组织，促进市场经济发展，服务会员企业，公益于社会和谐。基本就是这个思路，当然也不要局限于以上思路，欢迎提供不同想法，但名称能体现出大气、正规的感觉。二、 要求：1、可注册商标，主要是 第35类 广告宣传类。第41类 培训教育类。第42类 协会组织类。2、方便以后活动宣传，方便注册网站、开微信公众号等；3、附上创意说明。三、知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.06.09,2017.08.20,任务编号：508268,￥ 100,,简正品牌设计,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】征“红国绿粹”广告语,5860人,76人,¥150,圆满完成,mf139****3388,"基本介绍1、我们主要经营英德红茶绿茶2、我们的品牌名称是“红国绿粹”广告语要求：1、艺术价值也要体现这类文化2、一定要有寓意和力度，请大家附上解释3、广告语不宜太长，比如像移动的“神州行，我看行”，当然也可自由发挥，要朗朗上口，便于记忆。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.06.08,2017.07.15,任务编号：508110,￥ 150,,手绘草图者,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】餐厅取有关动物的名字,9697人,153人,¥150,圆满完成,baidushengzhe,关于餐厅的 需要取一个跟动物有关的 比如 泰迪熊 加菲猫 这样的名字 必须要有动物 方便后期LOGO设计 名字尽量不要太西方化 动物跟前缀都最好是跟食物或者吃有关系,2017.06.08,2017.10.25,任务编号：508087,￥ 150,,出山堂设计机构,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】灯饰公司品牌取名征集,4708人,96人,¥100,圆满完成,cml9116,灯饰公司品牌取名希望名字可以商标注册字数不限制,2017.06.08,2017.07.02,任务编号：508029,￥ 100,,万思新的商铺,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】日照环海骑行广告语编辑,6005人,53人,¥200,圆满完成,mf8187,日照环海骑行广告语编辑，想要    一段追求卖点的广告语，能够让游客看完，有骑行游览水运基地的欲望，即算达到目的。不是简单的一句、几个字的广告词！,2017.06.08,2018.01.22,任务编号：507969,￥ 200,,o59379b2898ab7,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】给男宝宝起名,17063人,293人,¥238,圆满完成,h1789****627,父亲姓何，母亲姓叶老大男宝宝，取名何棋乐老二男宝宝，2017年6月1日17:29分出生，要求名字顺口简单，三个字，前两个字为：何棋,2017.06.08,2017.07.14,任务编号：507918,￥ 238,,tianzhuzhiwu的店铺,个人,九品,37分,,,,,,,,,,,,,,,,,,,,
【品牌起名】指纹锁品牌名称取名,6895人,94人,¥100,圆满完成,o59388e808dde0,我想注册个指纹锁品牌，想起一个与安全防护，指纹，锁具，五金相关的名字。名字需要大气，有国际感，有寓意。,2017.06.08,2017.07.28,任务编号：507903,￥ 100,,good  idea,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】餐饮管理公司取名,7042人,94人,¥100,圆满完成,bbdbb9691,"餐饮管理公司起名2-4个字的名字知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标威客提供源文件，中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.06.07,2017.08.10,任务编号：507815,￥ 100,,踏雪有痕,,,,,,,,,,,,,,,,,,,,,,,
