标题,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【品牌起名】给农村电商购物平台取名字,18883人,133人,¥100,圆满完成,mf180****8680,1）2-3个字，简洁明了2）该商城作为农村电子商务购物平台，尽量按照商城针对的农村人群，展开想象，寓意明确有意者可1801486553 qq联系,2015.08.12,2015.09.01,任务编号：372161,￥ 100,,红动南城,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司起名,9848人,120人,¥100,圆满完成,passivehaus,我准备注册一家公司，具体情况如下：1.地址：河北省2.公司性质及营业范围：一家做建筑节能的科技公司，目前世界上正在提倡将建筑物建设成被动式超低能耗建筑，以适应国家“节能减排，低碳生活”的大政策方针。公司的营业范围包括：建筑方案设计、相关节能材料生产与销售、施工质量控制等的一揽子业务。要求名字能够顺利注册！基于以上，公司名称建议为：河北xxx被动房科技有限责任公司,2015.08.12,2015.12.10,任务编号：372144,￥ 100,,Mr灵魂创意,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】品牌名称及名称含义,9416人,106人,¥500,圆满完成,zhaoy****850902,我公司主营业务是做装修及贷款业务咨询的第三方平台，想注册个以服务平台为主的品牌。需要策划高手帮我起个大气的平台名字并且可以注册成为商标的名字。名字2-4个字,2015.08.11,2015.09.04,任务编号：371930,￥ 500,,中国好点子,个人,七品,37分,,,,,,,,,,,,,,,,,,,,
【品牌起名】护肤品品牌取名,10205人,85人,¥100,圆满完成,mf187****8403,给一个护肤品品牌取名，贴近自然美，其中商品大多为中药做的，自然无伤害，部分微整形产品也是促进自身自然生长，天然的后天补救，大家可以把你们想的名字都写在下面    我会选一个合适的作为中标,2015.08.11,2015.08.28,任务编号：371882,￥ 100,,中国好点子,个人,七品,37分,,,,,,,,,,,,,,,,,,,,
【广告策划】电子商务公司广告语征集,10821人,102人,¥100,圆满完成,乐幽,"装修装饰O2O互联网平台广告语征集，本公司上海嗨家电子商务有限公司经营介绍：“嗨家”是围绕“家”为中心的生活服务类新型移动电商平台，包括装修装饰、居家生活等方面，现对公司的广告语重新创意，请各位大咖脑洞大开，想出符合公司理念与定位的slogan，要求不超过12字（含12字哦），中文最好，请把你的好点子发过来吧！征集截止8月11日，你的创意将是一个奇迹！要求：1、年轻化，便捷性，体现“嗨家”的文化2、不超过12字（含12字），中文最好哦！知识产权说明：1、所想出的广告语未侵犯他人的著作权，如有侵犯他人著作权，由创作者承担所有法律责任;2、中标的作品，我方支付创作费，即拥有该广告语的知识产权，包括著作权,使用权和发布权等",2015.08.10,2015.09.05,任务编号：371655,￥ 100,,艾豆笔尖,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】给我女儿起个好名字,16257人,125人,¥100,圆满完成,mf188****7355,宝宝于阳历2015年8月31日8时45分出生.女宝，父亲姓李，母亲姓刘。1、要不俗气有灵性的名字。名字要求三个字，李某某。2、能有渊源，比如诗经里的之类的也不错3、和生辰八字，天地五行等对上。4、要有寓意、内涵、避免不雅同音词5、能有特色最好，别出心裁或独具匠心6、谢绝电脑软件起名，谢绝免费起名系统起名。谢绝大众名字，如浩轩，梓诺.等...... 7、交稿时附带详尽的名称寓意及出处，命理分析，解释名字并说明，提交详细的起名方案,2015.08.10,2015.09.17,任务编号：371618,￥ 100,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】电子产品起名,11803人,96人,¥500,圆满完成,o54533f0db543a,1、产品类型：投影仪产品的商标。2、具有西方化特色，以英文字母设计为主，读音能转换中文语音，需动听，易记。3、商标需独一无二，可以通过商标注册。4、商标一经被采用，一切使用权归发布者所有，否则追究法律责任。中标后的使用权归我所有,2015.08.08,2016.01.18,任务编号：371388,￥ 500,,易周起名,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】店铺起名,5363人,205人,¥300,圆满完成,mf138****1362,想要开淘宝店，销售陕北农家自种杂粮等特产包括小米、红枣、粉条、豆类。本人是陕西省延川县农民，现在陕西省黄陵县做陕北特色销售店铺，希望通过这个平台能够为店铺起个标新立异的店名，为品牌注册起个恰当的名字，如有相关事宜需要沟通请发邮件至1477061913@qq.com>,2015.08.08,2015.08.15,任务编号：371376,￥ 300,,六道五行,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】为装饰工程公司取名,8448人,96人,¥100,圆满完成,mf186****7010,现需要为装饰工程公司取个公司名，要求简洁明了、响亮上口，并且尽量能够富有一些吉祥色彩，两字、三字都可以。,2015.08.07,2015.08.23,任务编号：371202,￥ 100,,mf18868112802,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】润滑油广告语征集,14681人,130人,¥150,圆满完成,mf189****2901,澳洲润滑油（汽车用机油），现寻求广告语，主要表现动力持久，能耗低，节能的特点，要求简单大气，字数不要多，读起来顺口好记有特点,2015.08.06,2015.09.07,任务编号：371038,￥ 150,,彧蔚,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】给国外代购商城起个名字,8212人,46人,¥100,圆满完成,V2753****17,公司名: 森诺电子商务公司   起的名字需要和公司名字相对应。 主要是销售国外产品，小百货产品。化妆品，，护肤品，保健品，小百货等等等。欢迎投稿，QQ2753399517温馨提醒：任务征集期间，交易双方交流可通过一品威客站内信、任务交流区联系雇主！,2015.08.05,2015.08.16,任务编号：370803,￥ 100,,艾豆笔尖,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】西北地区农副产品、地方特色商品电子商务平台起名,6793人,59人,¥100,圆满完成,mf177****6088,"经营介绍：农副产品、地方特色商品电子商务平台                    产品主要三类：                                            1、农副产品、地方特色商品电子商务平台                            要求：                                            1、名称响亮，易记，有创意                            2、可注册商标                                        3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.08.04,2015.08.17,任务编号：370729,￥ 100,,锲卡设计,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】联合维修服务团队起名,7432人,69人,¥200,圆满完成,泓峰广告,就是几个维修售后站现在联合起来一起做，需要一个名字！1、一个能体现修理售后服务团队有冲进不服输，不退缩，勇往直前精神的名字！2、要体现出团队的团结一致，创造美好的未来，一定要有霸气，体现出这个团队的生机！,2015.08.04,2015.08.23,任务编号：370666,￥ 200,,人本美名,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司起名,8771人,67人,¥250,圆满完成,zhjshow,1.名称简短简洁易记（笔画不要繁琐），2-3个字，最好是2个字；高端大气、国际化、正能量、有创意但不失稳重。2.有中文和英文两种名称，英文不一定要现成的单词，可自己自由组合字母（音译）；需可注册公司和商标，该名字必须在商标网上查询后可以用于注册商标，请查实后能否注册再上传。3.我们需要的是原创，不是起名软件，谢谢！请附上创意说明。4.如有重复名称，中标以第一投标时间为准。-----------------------------详情见附件------------------------------我们收到的投稿必须包含的内容有：名称+域名+创意说明+商标是否被注册。,2015.08.04,2015.09.08,任务编号：370724,￥ 250,,时尚先生2013,,,,,,,,,,,,,,,,,,,,,,,
【宣传策划】个人微信号推广文案,7880人,19人,¥300,圆满完成,aming0710,本公司专营琥珀蜜蜡等文玩珠宝，现 在各大公众微信号上做推广，让更多的潜在客户加入我们的个人微信号。因为之前的推广文案太过生硬，需要一篇全新的优秀文案。(500-600字左右)文案要求：用图文并茂的形式，介绍琥珀蜜蜡的历史和配戴益处。文字充分展现我们的专业，目的是吸引读者主动添加我们的个人微信号WJWJ3287。文案标题和封面配图要尽量能吸引点击率。附件下载地址：http://yunpan.cn/cdwgs6sFAVXFB 访问密码 79ac软文优先考虑,2015.08.04,2015.10.23,任务编号：370699,￥ 300,,芭米微传媒,企业,一品,75分,,,名片设计,"￥100
            /件",报刊登报,"￥180
            /次",画册设计,180,标志设计,价格面议,网页设计,899,文案编写,"￥100
            /次",VIS设计,1500,包装设计,价格面议,,
【宝宝起名】女宝宝起名。要求一天之内,16421人,182人,¥150,圆满完成,mf186****4366,"爸爸姓杨。母亲姓吴。
希望起个小清新，带点文艺。或者萌萌的。名字。可以3个字。可以4个字。4个字可以考虑带母亲姓。。。
起名的要求就那些我就不多说了。
宝宝的生日20150731",2015.08.04,2015.10.08,任务编号：370676,￥ 150,,艾豆笔尖,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司名称及健身房名称取名,12438人,158人,¥600,圆满完成,wedking,征集内容：1.公司名称（中英文名）2.品牌名称（中英文名）要求：1.公司名称和品牌名称可以相同也可以不同2.英文名称需要是中文名称的音译或者意译，符合英文拼写规则，不得使用拼音3.本健身房定位高端，名称需要朗朗上口&符合高大上的品牌定位4.公司名字和品牌名字必须可注册,2015.08.04,2015.11.23,任务编号：370617,￥ 600,,品牌天下，名者为先,个人,七品,40分,,,品牌取名,"￥100
            /次",,,,,,,,,,,,,,,,
【宝宝起名】给2015年7月9号早晨出生小孩取名,16283人,183人,¥100,圆满完成,mf139****1460,我的小孩是个女孩，姓：朱  9号早上08：40出生，羊年出生，想来想去不知道该去什么名字。最好根据生辰八字来取，好听些。避免出现“佳”字，谢谢大家。,2015.08.03,2015.08.25,任务编号：370412,￥ 100,,乖乖宝周易起名QQ2055215326,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】营销口语征集,8272人,77人,¥300,圆满完成,欢欣网,"1，以“乐”换新  （乐换新）为核心想象下具有创意性的营销口语2，我们的活动主题是“手机换什么....  这个什么是可以代表任何一切”3，口气符合市场 比如手机换保险神马的就不要了 他特殊，4，营销口语接地气亲民 比如 你拿旧手机去换大米和油 估计大家都需求，你拿旧手机来换苹果也行 但是你换神马海外产品 谁要？5,需解释说明其提供的营销口语意义5，不明白可联系我",2015.08.03,2015.09.20,任务编号：370284,￥ 300,,小飞侠170,,,,,,,,,,,,,,,,,,,,,,,
