标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,知识
【微信开发】微信开发,https://task.epwk.com/844738/,243人,1人,"¥49,999",圆满完成,https://task.epwk.com/page494.html?m=6&o=7,微信开发,直接雇佣￥ 49999,￥ 49999,任务编号：844738,413-500.csv,,,,,,微信开发
线上消费商城开发,https://task.epwk.com/844744/,62人,1人,"¥5,000",圆满完成,https://task.epwk.com/page494.html?m=6&o=7,线上消费商城开发,直接雇佣￥ 5000,￥ 5000,任务编号：844744,413-500.csv,,,,,,"线上消费, 商城开发"
【书籍装帧】产品使用手册排版设计,https://task.epwk.com/844746/,578人,1人,"¥5,500",圆满完成,https://task.epwk.com/page494.html?m=6&o=7,产品使用手册排版设计,直接雇佣￥ 5500,￥ 5500,任务编号：844746,413-500.csv,,,,,,"产品使用手册, 排版设计"
【礼品设计】礼盒包装,https://task.epwk.com/844750/,663人,1人,"¥2,999",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,礼盒包装,直接雇佣￥ 2999,￥ 2999,任务编号：844750,413-500.csv,,,,,,"礼盒, 包装设计"
【APP开发】生鲜APP一期,https://task.epwk.com/844752/,131人,1人,"¥40,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,生鲜APP一期,直接雇佣￥ 40000,￥ 40000,任务编号：844752,413-500.csv,,,,,,"生鲜APP, 一期"
【礼品设计】食品包装,https://task.epwk.com/844784/,638人,1人,"¥2,998",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,食品包装,直接雇佣￥ 2998,￥ 2998,任务编号：844784,413-500.csv,,,,,,食品包装
【工程建筑】工程建筑类软件开发,https://task.epwk.com/844789/,249人,1人,"¥40,798",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,工程建筑类软件开发,直接雇佣￥ 40798,￥ 40798,任务编号：844789,413-500.csv,,,,,,"工程建筑, 软件开发"
【前端开发】诛魔传奇网站前端页面开发,https://task.epwk.com/844799/,1372人,1人,"¥1,970",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,诛魔传奇网站前端页面开发,直接雇佣￥ 1970,￥ 1970,任务编号：844799,413-500.csv,,,,,,"诛魔传奇, 网站前端, 页面设计"
【LOGO设计】LOGO设计,https://task.epwk.com/844814/,220人,1人,"¥3,588",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,LOGO设计,直接雇佣￥ 3588,￥ 3588,任务编号：844814,413-500.csv,,,,,,LOGO设计
【后端开发】辟谷仙网站后台接口开发,https://task.epwk.com/844822/,1357人,1人,"¥1,980",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,辟谷仙网站后台接口开发,直接雇佣￥ 1980,￥ 1980,任务编号：844822,413-500.csv,,,,,,"辟谷仙, 网站后台, 接口开发"
【手机网站】手机网站制作,https://task.epwk.com/844825/,643人,1人,"¥3,150",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,手机网站制作,直接雇佣￥ 3150,￥ 3150,任务编号：844825,413-500.csv,,,,,,"手机网站, 网站制作"
【LOGO设计】LOGO设计，已和威客沟通,https://task.epwk.com/844827/,416人,1人,¥500,圆满完成,https://task.epwk.com/page493.html?m=6&o=7,LOGO设计，已和威客沟通,直接雇佣￥ 500,￥ 500,任务编号：844827,413-500.csv,,,,,,"LOGO设计, 威客"
【OA系统】做个打车软件,https://task.epwk.com/844866/,1535人,1人,"¥50,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,做个打车软件,直接雇佣￥ 50000,￥ 50000,任务编号：844866,413-500.csv,,,,,,"打车软件, 移动应用"
【OA系统】做个打车软件,https://task.epwk.com/844868/,1450人,1人,"¥50,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,做个打车软件,直接雇佣￥ 50000,￥ 50000,任务编号：844868,413-500.csv,,,,,,"打车软件, 移动应用"
【小程序开发】根据图片编写html页面,https://task.epwk.com/844872/,173人,1人,¥400,圆满完成,https://task.epwk.com/page493.html?m=6&o=7,根据图片编写html页面,直接雇佣￥ 400,￥ 400,任务编号：844872,413-500.csv,,,,,,"html页面, 图片, 页面设计"
【剪辑服务】宣传策划及设计,https://task.epwk.com/844875/,1149人,1人,"¥53,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,宣传策划及设计,直接雇佣￥ 53000,￥ 53000,任务编号：844875,413-500.csv,,,,,,"宣传策划, 设计"
【剪辑服务】广告策划,https://task.epwk.com/844876/,1086人,1人,"¥52,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,广告策划,直接雇佣￥ 52000,￥ 52000,任务编号：844876,413-500.csv,,,,,,广告策划
【剪辑服务】创意视频制作,https://task.epwk.com/844877/,4312人,1人,"¥55,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,创意视频制作,直接雇佣￥ 55000,￥ 55000,任务编号：844877,413-500.csv,,,,,,"创意视频, 视频制作"
【网站二次开发】修复页面数据,https://task.epwk.com/844889/,231人,1人,¥700,圆满完成,https://task.epwk.com/page493.html?m=6&o=7,修复页面数据,直接雇佣￥ 700,￥ 700,任务编号：844889,413-500.csv,,,,,,"页面数据, 修复"
【APP开发】App制作,https://task.epwk.com/844898/,346人,1人,"¥34,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,App制作,直接雇佣￥ 34000,￥ 34000,任务编号：844898,413-500.csv,,,,,,"App开发, 移动应用设计"
【宣传册设计】扶摇公司宣传册设计,https://task.epwk.com/844905/,135人,1人,¥700,圆满完成,https://task.epwk.com/page493.html?m=6&o=7,扶摇公司宣传册设计,直接雇佣￥ 700,￥ 700,任务编号：844905,413-500.csv,,,,,,"公司宣传册, 设计"
【其他网站】网站页面开发,https://task.epwk.com/844909/,423人,1人,"¥3,500",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,网站页面开发,直接雇佣￥ 3500,￥ 3500,任务编号：844909,413-500.csv,,,,,,"网站页面, 开发"
【产品原型设计】开发基于PaidMemberShips会员系统的微信支付,https://task.epwk.com/844913/,472人,1人,"¥3,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,开发基于PaidMemberShips会员系统的微信支付,直接雇佣￥ 3000,￥ 3000,任务编号：844913,413-500.csv,,,,,,"PaidMemberShips会员系统, 微信支付"
【APP开发】食品供应链APP开发一期,https://task.epwk.com/844917/,126人,1人,"¥20,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,食品供应链APP开发一期,直接雇佣￥ 20000,￥ 20000,任务编号：844917,413-500.csv,,,,,,"食品供应链, APP开发, 一期"
【APP开发】食品供应链APP开发二期,https://task.epwk.com/844919/,131人,1人,"¥25,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,食品供应链APP开发二期,直接雇佣￥ 25000,￥ 25000,任务编号：844919,413-500.csv,,,,,,"食品供应链, APP开发, 二期"
【别墅设计】厦门大嶝岛5层别墅设计,https://task.epwk.com/844924/,488人,1人,"¥25,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,厦门大嶝岛5层别墅设计,直接雇佣￥ 25000,￥ 25000,任务编号：844924,413-500.csv,,,,,,"厦门大嶝岛, 别墅设计"
【包装设计】包装设计,https://task.epwk.com/844941/,373人,1人,"¥5,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,包装设计,直接雇佣￥ 5000,￥ 5000,任务编号：844941,413-500.csv,,,,,,包装设计
【创意短视频】朋友圈广告视频,https://task.epwk.com/844942/,2147人,1人,"¥5,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,朋友圈广告视频,直接雇佣￥ 5000,￥ 5000,任务编号：844942,413-500.csv,,,,,,"朋友圈广告, 视频"
【APP开发】霸屏天下传媒系统前台流水多级显示，支持开通多,https://task.epwk.com/844974/,227人,1人,"¥40,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,霸屏天下传媒系统前台流水多级显示，支持开通多,直接雇佣￥ 40000,￥ 40000,任务编号：844974,413-500.csv,,,,,,"传媒系统, 前台流水, 多级显示"
【其他人工智能】智能控制水温开发 三期,https://task.epwk.com/845009/,219人,1人,"¥5,300",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,智能控制水温开发 三期,直接雇佣￥ 5300,￥ 5300,任务编号：845009,413-500.csv,,,,,,"智能控制, 水温, 开发"
【APP开发】物流软件开发第六期,https://task.epwk.com/845032/,105人,1人,"¥45,800",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,物流软件开发第六期,直接雇佣￥ 45800,￥ 45800,任务编号：845032,413-500.csv,,,,,,"物流软件, 软件开发, 物流系统"
【商业贸易】商业贸易软件开发,https://task.epwk.com/845033/,262人,1人,"¥20,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,商业贸易软件开发,直接雇佣￥ 20000,￥ 20000,任务编号：845033,413-500.csv,,,,,,"商业贸易, 软件开发"
【OA系统】办公管理软件开发,https://task.epwk.com/845035/,1454人,1人,"¥20,000",圆满完成,https://task.epwk.com/page493.html?m=6&o=7,办公管理软件开发,直接雇佣￥ 20000,￥ 20000,任务编号：845035,413-500.csv,,,,,,"办公管理, 软件开发"
【教育教学】教育直播app第一期,https://task.epwk.com/845053/,231人,1人,"¥50,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,教育直播app第一期,直接雇佣￥ 50000,￥ 50000,任务编号：845053,413-500.csv,,,,,,"教育直播, app, 第一期"
【电商】电商平台第一期,https://task.epwk.com/845056/,192人,1人,"¥50,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,电商平台第一期,直接雇佣￥ 50000,￥ 50000,任务编号：845056,413-500.csv,,,,,,"电商平台, 第一期"
【生活家政】贸易商城开发,https://task.epwk.com/845058/,250人,1人,"¥50,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,贸易商城开发,直接雇佣￥ 50000,￥ 50000,任务编号：845058,413-500.csv,,,,,,"贸易商城, 开发"
【VI设计】餐饮vi设计,https://task.epwk.com/845059/,208人,1人,"¥20,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,餐饮vi设计,直接雇佣￥ 20000,￥ 20000,任务编号：845059,413-500.csv,,,,,,餐饮vi设计
【包装设计】设计瓶贴,https://task.epwk.com/845062/,342人,1人,¥200,圆满完成,https://task.epwk.com/page492.html?m=6&o=7,设计瓶贴,直接雇佣￥ 200,￥ 200,任务编号：845062,413-500.csv,,,,,,瓶贴设计
【金融】金融理财软件开发,https://task.epwk.com/845078/,278人,1人,"¥23,550",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,金融理财软件开发,直接雇佣￥ 23550,￥ 23550,任务编号：845078,413-500.csv,,,,,,"金融理财, 软件开发"
官网类商城开发,https://task.epwk.com/845079/,65人,1人,"¥8,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,官网类商城开发,直接雇佣￥ 8000,￥ 8000,任务编号：845079,413-500.csv,,,,,,"官网商城, 商城开发"
【APP开发】在线教育驾校道路运输悟空护驾人脸识别学习类型APP,https://task.epwk.com/845087/,223人,1人,"¥10,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,在线教育驾校道路运输悟空护驾人脸识别学习类型APP,直接雇佣￥ 10000,￥ 10000,任务编号：845087,413-500.csv,,,,,,"在线教育, 驾校, 人脸识别, 学习类型, APP"
【APP开发】做一个聊天的社交软件,https://task.epwk.com/845090/,109人,1人,"¥30,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,做一个聊天的社交软件,直接雇佣￥ 30000,￥ 30000,任务编号：845090,413-500.csv,,,,,,"聊天社交, 软件开发"
【APP开发】聊天二期开发,https://task.epwk.com/845097/,126人,1人,"¥24,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,聊天二期开发,直接雇佣￥ 24000,￥ 24000,任务编号：845097,413-500.csv,,,,,,"聊天应用, 二期开发"
【APP开发】果蔬小程序开发一期,https://task.epwk.com/845100/,88人,1人,"¥20,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,果蔬小程序开发一期,直接雇佣￥ 20000,￥ 20000,任务编号：845100,413-500.csv,,,,,,"果蔬小程序, 开发, 一期"
水质大数据分析系统1,https://task.epwk.com/845103/,942人,1人,"¥61,300",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,水质大数据分析系统1,直接雇佣￥ 61300,￥ 61300,任务编号：845103,413-500.csv,,,,,,"水质大数据分析, 系统"
【包装设计】包装盒设计,https://task.epwk.com/845106/,574人,1人,"¥3,680",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,包装盒设计,直接雇佣￥ 3680,￥ 3680,任务编号：845106,413-500.csv,,,,,,"包装盒, 设计"
【LOGO设计】公司logo设计,https://task.epwk.com/845119/,149人,1人,¥800,圆满完成,https://task.epwk.com/page492.html?m=6&o=7,公司logo设计,直接雇佣￥ 800,￥ 800,任务编号：845119,413-500.csv,,,,,,"公司logo, 设计"
【APP开发】短视频APP开发,https://task.epwk.com/845124/,90人,1人,"¥48,888",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,短视频APP开发,直接雇佣￥ 48888,￥ 48888,任务编号：845124,413-500.csv,,,,,,"短视频APP, 开发"
【APP开发】短视频APP开发二期,https://task.epwk.com/845125/,143人,1人,"¥49,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,短视频APP开发二期,直接雇佣￥ 49000,￥ 49000,任务编号：845125,413-500.csv,,,,,,"短视频APP, 开发, 二期"
【小程序开发】小程序开发,https://task.epwk.com/845126/,92人,1人,"¥20,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,小程序开发,直接雇佣￥ 20000,￥ 20000,任务编号：845126,413-500.csv,,,,,,小程序开发
【其他人工智能】人工智能软件开发一期,https://task.epwk.com/845142/,338人,1人,"¥47,693",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,人工智能软件开发一期,直接雇佣￥ 47693,￥ 47693,任务编号：845142,413-500.csv,,,,,,"人工智能软件开发, 一期"
【小程序开发】微信小程序开发,https://task.epwk.com/845143/,137人,1人,"¥30,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,微信小程序开发,直接雇佣￥ 30000,￥ 30000,任务编号：845143,413-500.csv,,,,,,"微信小程序, 开发"
【其他软件开发】sass软件开发4期,https://task.epwk.com/845157/,150人,1人,"¥9,660",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,sass软件开发4期,直接雇佣￥ 9660,￥ 9660,任务编号：845157,413-500.csv,,,,,,"sass软件开发, 期"
【小程序开发】会员抽奖程序开发,https://task.epwk.com/845163/,328人,1人,"¥2,500",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,会员抽奖程序开发,直接雇佣￥ 2500,￥ 2500,任务编号：845163,413-500.csv,,,,,,"会员抽奖程序, 抽奖程序开发"
【宣传单设计】魔都玩吧新店开业宣传海报设计,https://task.epwk.com/845167/,428人,1人,"¥1,970",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,魔都玩吧新店开业宣传海报设计,直接雇佣￥ 1970,￥ 1970,任务编号：845167,413-500.csv,,,,,,"魔都玩吧, 新店开业, 宣传海报设计"
【小程序开发】多摄像头画面抓取合成模块开发,https://task.epwk.com/845171/,138人,1人,"¥1,980",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,多摄像头画面抓取合成模块开发,直接雇佣￥ 1980,￥ 1980,任务编号：845171,413-500.csv,,,,,,"多摄像头画面, 抓取合成"
【包装设计】包装设计,https://task.epwk.com/845173/,233人,1人,"¥2,400",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,包装设计,直接雇佣￥ 2400,￥ 2400,任务编号：845173,413-500.csv,,,,,,包装设计
【APP开发】旅游软件的APP开发尾款,https://task.epwk.com/845190/,93人,1人,"¥21,300",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,旅游软件的APP开发尾款,直接雇佣￥ 21300,￥ 21300,任务编号：845190,413-500.csv,,,,,,"旅游软件, APP开发, 尾款"
【APP开发】客户管理、办公app,https://task.epwk.com/845200/,114人,1人,"¥30,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,客户管理、办公app,直接雇佣￥ 30000,￥ 30000,任务编号：845200,413-500.csv,,,,,,"客户管理, 办公应用"
【APP开发】社交、聊天app,https://task.epwk.com/845205/,245人,1人,"¥20,000",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,社交、聊天app,直接雇佣￥ 20000,￥ 20000,任务编号：845205,413-500.csv,,,,,,"社交, 聊天, app"
【剪辑服务】企业整体宣传策划及设计,https://task.epwk.com/845211/,1073人,1人,"¥52,800",圆满完成,https://task.epwk.com/page492.html?m=6&o=7,企业整体宣传策划及设计,直接雇佣￥ 52800,￥ 52800,任务编号：845211,413-500.csv,,,,,,"企业宣传, 整体策划, 设计"
