标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【包装设计】滋补汤包装袋设计,https://task.epwk.com/1000738/,912人,1人,1000-3000元,圆满完成,k5680****87,"项目:滋补汤包装袋设计称呼:廖姐地区:江西,赣州市需求:滋补汤包装袋设计，有提供参考的，具体详谈",2022.06.15,2022.07.29,任务编号：1000738,￥1200,30天,广东省-深圳市-南山区,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 70 次中标，交易总金额,￥27.14万,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,
【包装设计】白酒的瓶身设计,https://task.epwk.com/1000611/,107人,2人,1000元以内,圆满完成,k5550****89,"项目:白酒的瓶身设计称呼:刘先生地区:昆明市,昆明市需求:白酒的瓶身设计，原来的有二个标，现在想设计成一个大一点的，用户人群中低端的预算:需要报价备注：微信是手机号【推广员任务许玲】",2022.06.14,2022.07.01,任务编号：1000611,￥500,7天,浙江省-温州市,京瑜传媒,https://shop.epwk.com/81n41q6qynp6/,,,,,,,,,,,,,,,,,,
【产品外观设计】伸缩杆的工业设计,https://task.epwk.com/1000606/,1080人,1人,1000元以内,圆满完成,k5626****68,"项目:伸缩杆的工业设计称呼:侯先生地区:哈尔滨市,（地域不限）需求:伸缩杆的工业设计，3米的伸缩杆，需要插入水里的预算:需要报价备注：微信是手机号【推广员任务许玲】",2022.06.14,2022.07.19,任务编号：1000606,￥500,5天,江苏省-常州市,豹思创意设计有限公司,https://shop.epwk.com/3gd2mqq6pner/,豹思创意设计有限公司,出售服务,https://shop.epwk.com/3gd2mqq6pner/chushou/,企业,五品,44分,,,豹思创意设计有限公司,,摄影摄像 / 视频制作,"￥500
            /起",展览展示策划,"￥1000
            /起",文化创意策划,"￥1000
            /起",VI / LOGO / 包装 / 画册 海报 / 单页,"￥500
            /起"
【LOGO设计】芯缘logo设计,https://task.epwk.com/1000577/,436人,11人,1000元以内,圆满完成,o5feac545aa6b7,名称：芯缘农业主营产品：灯芯草 生产种植机加工一体要求突出：绿色、科技、环保预算200～500,2022.06.14,2022.06.23,任务编号：1000577,"￥300,￥500,￥500,￥300,￥300","3天,3天,7天,5天,2天","陕西省-西安市,山东省-青岛市,甘肃省-兰州市-市辖区,广东省-广州市,广东省-深圳市-南山区",陆一捌（陕西）广告,https://shop.epwk.com/78dlj28ep5lx/,,,,,,,,,,,,,,,,,,
【包装设计】中医馆产品包装设计,https://task.epwk.com/1000415/,1108人,1人,5000-10000元,圆满完成,whsuperman,1、根据中医馆提供的产品说明、成分设计两款中药洗发露。2、根据中医馆提供的产品说明、成分设计两款中药健发、乌发喷剂。包括外包装盒和瓶身图案设计。3、一共6款设计方案，每款设计稿给出两个设计方案。4、需要在5个工作日完成。,2022.06.13,2022.07.14,任务编号：1000415,￥6000,5天,陕西省-西安市-未央区,鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【包装设计】白酒的包装设计,https://task.epwk.com/1000299/,172人,1人,3000-5000元,圆满完成,k6661****00,项目:白酒的包装设计称呼:叶先生地区:上海（地域不限）需求:白酒的包装设计，logo基本有了，设计三款包装，客群是企业客户为主，品牌名字叫小满酱酒预算:需要报价,2022.06.13,2022.06.23,任务编号：1000299,￥3000,15天,上海市-市辖区,东品牌包装设计策划,https://shop.epwk.com/mod04xv2l5yv/,,,,,,,,,,,,,,,,,,
【展示设计】设计三款路牌,https://task.epwk.com/1000290/,548人,1人,1000-3000元,圆满完成,东方画家,大学校园 道路指示路牌，导视立牌，景点介绍牌，道路指示牌上还要有楼名指示，校园景观指示要求有设计灵感的不落俗套的设计，要体现学校的文化底蕴和厚重感道路指示蓝底白字，景点指示棕底白字，楼名指示看设计灵感和颜色搭配定拿案例沟通，没做过的不要联系，,2022.06.13,2022.06.27,任务编号：1000290,￥1200,3天,四川省-成都市,威尔维森（西南）官方旗舰店,https://shop.epwk.com/z2nkzr90pnqy/,威尔维森（西南）官方旗舰店,出售服务,https://shop.epwk.com/z2nkzr90pnqy/chushou/,企业,三品,45分,,,威尔维森（西南）官方旗舰店,,LOGO设计,"￥100
            /起",VI系统设计,"￥100
            /起",宣传画册设计,"￥100
            /起",产品包装设计,"￥100
            /起"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【包装设计】饮料瓶贴设计,https://task.epwk.com/1000291/,111人,1人,1000元以内,圆满完成,k3970****11,项目:饮料瓶贴设计称呼:仲先生地区:河南焦作市需求:饮料，瓶装的，要设计瓶贴，要原创设计，具体详谈,2022.06.13,2022.06.20,任务编号：1000291,￥800,7天,河南省-郑州市-金水区,灵智广告设计,https://shop.epwk.com/z2nkzr42pnqy/,灵智广告设计,出售服务,https://shop.epwk.com/z2nkzr42pnqy/chushou/,企业,六品,79分,,,灵智广告设计,,,,,,,,,
【VI设计】餐饮行业VI设计,https://task.epwk.com/999899/,1435人,1人,1000-3000元,圆满完成,k6588****66,"项目:餐饮行业VI设计称呼:康先生地区:上海,上海市需求:餐饮行业VI设计，卤菜，从LOGO到菜品宣传单之类整套的VI设计，店在山东，具体详谈",2022.06.09,2022.07.21,任务编号：999899,￥2000,8天,辽宁省-大连市-甘井子区,光艺品牌设计,https://shop.epwk.com/rp5z44ljxdx3/,光艺品牌设计,出售服务,https://shop.epwk.com/rp5z44ljxdx3/chushou/,个人,七品,42分,,,光艺品牌设计,,系列包装设计,"￥2650
            /套",单品包装设计,"￥1950
            /件",精简版VI设计,"￥2750
            /套",logo设计,"￥1500
            /件"
【LOGO设计】公司LOGO设计,https://task.epwk.com/999783/,116人,1人,1000元以内,圆满完成,o5d4a47bde1723,项目:公司LOGO设计称呼:李先生地区:浙江舟山需求:公司LOGO设计，浙江自贸区创新盘扣技术有限公司，主营建筑工程机械与设备租赁。根据公司业务设计LOGO。具体带案例详谈，联系时请告知一品威客推荐预算:联系报价,2022.06.09,2022.06.15,任务编号：999783,￥498,3天,湖南省-长沙市-天心区,名创文化,https://shop.epwk.com/qgdmj3g3ydke/,,,,,,,,,,,,,,,,,,
【LOGO设计】衣服商标设计,https://task.epwk.com/999758/,157人,2人,1000元以内,圆满完成,k1074****80,项目:衣服商标设计称呼:张女士地区:广东东莞需求:衣服商标设计，女装，按几个字母组合设计，具体详谈,2022.06.09,2022.06.15,任务编号：999758,￥500,2天,湖北省-武汉市,艺行设计,https://shop.epwk.com/j7n38qj125e1/,,,,,,,,,,,,,,,,,,
【包装设计】蛋黄酥的外包装设计,https://task.epwk.com/999588/,392人,1人,1000-3000元,圆满完成,k4091****35,项目:蛋黄酥的外包装设计称呼:洪先生地区:潮州市（地域不限，经验优先）需求:蛋黄酥的外包装设计，先设计一款看看，希望设计有插画，手绘等特色，技术要有相关食品，点心类的设计经验预算:需要报价,2022.06.08,2022.06.29,任务编号：999588,￥1500,7天,陕西省-西安市,鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【吉祥物设计】吉祥物卡通形象设计,https://task.epwk.com/999441/,459人,1人,1000-3000元,圆满完成,k7289****45,项目:吉祥物卡通形象设计称呼:王先生地区:河北保定市（直接加微信）需求:吉祥物卡通形象设计，具体详谈联系时请告知一品威客推荐预算:联系报价,2022.06.07,2022.06.16,任务编号：999441,￥1200,7天,广东省-深圳市-盐田区,造热文化传播,https://shop.epwk.com/v0n1xzzm457y/,,,,,,,,,,,,,,,,,,
【LOGO设计】红酒的酒标设计,https://task.epwk.com/999420/,136人,1人,1000元以内,圆满完成,k5977****32,项目:红酒的酒标设计称呼:张先生 地区:安徽需求:红酒的酒标设计，酒的名字叫锦藤，智利的葡萄酒，所以想做的好看一点，偏年轻人的产品,2022.06.07,2022.06.23,任务编号：999420,￥500,3天,湖北省-武汉市-市辖区,艺行设计,https://shop.epwk.com/j7n38qj125e1/,,,,,,,,,,,,,,,,,,
【LOGO设计】摆件的平面设计,https://task.epwk.com/999313/,758人,1人,1000-3000元,圆满完成,k2150****81,"项目:摆件的平面设计称呼:胡先生地区:浙江省,金华市需求:摆件的平面设计，比如可爱的动物小摆件，雇主想做个原创的属于自己的原创作品，不是搬抄市面上的设计，一个原创设计图+立体图，预算:500-1000",2022.06.06,2022.06.14,任务编号：999313,￥1000,7天,浙江省-温州市-苍南县,混沌品牌策划,https://shop.epwk.com/m7d7w79xp5q8/,混沌品牌策划,出售服务,https://shop.epwk.com/m7d7w79xp5q8/chushou/,企业,四品,66分,总 12 次中标，交易总金额,￥6621.48,混沌品牌策划,,,,,,,,,
【LOGO设计】公司LOGO设计,https://task.epwk.com/999283/,116人,1人,1000元以内,圆满完成,k1580****30,项目:公司LOGO设计称呼:何先生地区:广东深圳需求:LOGO设计，中文叫深圳市深力光电科技有限公司 英文叫Senlig主要生产LED灯具，出口为主 景光灯，装饰灯为主 做景光，亮化， 要求高大上，以英文为准,2022.06.06,2022.06.10,任务编号：999283,￥500,15天,广东省-深圳市-南山区,楷峰文化,https://shop.epwk.com/j7n38qo0o5e1/,楷峰文化,出售服务,https://shop.epwk.com/j7n38qo0o5e1/chushou/,工作室,一品,92分,总 70 次中标，交易总金额,￥27.14万,楷峰文化,,产品外观设计 深圳公司,"￥8000
            /起",包装设计 深圳公司,"￥3500
            /起",创意商业摄影 深圳公司,"￥5000
            /起",,
【LOGO设计】工程车LOGO设计,https://task.epwk.com/999265/,131人,1人,1000元以内,圆满完成,k8899****51,项目:工程车LOGO设计称呼:未知地区:北京需求:工程车LOGO设计，之前有设计过不好看，有源文件需要做个修改。具体详谈预算:联系报价,2022.06.06,2022.06.12,任务编号：999265,￥448,3天,湖南省-长沙市-天心区,名创文化,https://shop.epwk.com/qgdmj3g3ydke/,,,,,,,,,,,,,,,,,,
【3D建模】衣柜产品效果图,https://task.epwk.com/999086/,2121人,6人,1000元以内,圆满完成,o619f34f958f60,衣柜（柜子）产品效果图，可以提供产品照片，具体详谈,2022.06.05,2022.07.13,任务编号：999086,"￥600,￥1000,￥100","5天,7天,1天","江苏省-淮安市,河北省-石家庄市,广东省-肇庆市-端州区",众腾传媒,https://shop.epwk.com/2j5xogjy95xm/,众腾传媒,出售服务,https://shop.epwk.com/2j5xogjy95xm/chushou/,企业,一品,53分,,,众腾传媒,,动画创意制作,"￥1500
            /件",影视后期制作,"￥100
            /件",商业影视制作,"￥1000
            /件",品牌全案咨询,"￥3000
            /件"
【海报设计】社保征收海报设计,https://task.epwk.com/998734/,342人,1人,1000元以内,圆满完成,k2936****29,项目:社保征收海报设计称呼:李先生地区:广东东莞需求:社保征收海报设计，两张要设计，具体详谈,2022.06.01,2022.06.07,任务编号：998734,￥199,1天,河北省-张家口市,海漫鹏诚,https://shop.epwk.com/7g5ykp4m2n0q/,海漫鹏诚,出售服务,https://shop.epwk.com/7g5ykp4m2n0q/chushou/,企业,八品,44分,,,海漫鹏诚,,菜单设计 奶茶店餐饮菜单设计,"￥199
            /起",海报设计 易拉宝设计 展架设计,"￥199
            /起",宣传册设计 企业 个人宣传设计,"￥200
            /篇",可视化大屏设计,"￥500
            /页"
【包装设计】农产品的包装设计 确定合作者,https://task.epwk.com/998723/,148人,1人,1000-3000元,圆满完成,vitorru,农产品的包装设计 确定合作者,2022.06.01,2022.06.13,任务编号：998723,￥1400,5天,河北省-石家庄市-裕华区,勇敢品牌设计公司,https://shop.epwk.com/4rn8qr3r1ngm/,勇敢品牌设计公司,出售服务,https://shop.epwk.com/4rn8qr3r1ngm/chushou/,企业,七品,42分,,,勇敢品牌设计公司,,IP吉祥物设计,"￥1000
            /起",品牌视觉VI设计,价格面议,产品包装策略&设计,价格面议,品牌视觉设计,价格面议
【LOGO设计】门头字体及LOGO设计（已确定合作者）,https://task.epwk.com/998684/,1010人,3人,1000-3000元,圆满完成,k2740****45,项目：门头字体及LOGO设计称呼：徐先生（老板）地区: 山东，服务商地域不限需求: 门头要设计7个字：熊堡炒货便利店，在门头旁边要设计一个“熊堡”字体的变形LOGO设计，有坚果炒货的元素”。预算: 800-1500时间：未定备注：微信不是手机号,2022.06.01,2022.06.07,任务编号：998684,￥1200,15天,四川省-成都市,威尔维森（西南）官方旗舰店,https://shop.epwk.com/z2nkzr90pnqy/,威尔维森（西南）官方旗舰店,出售服务,https://shop.epwk.com/z2nkzr90pnqy/chushou/,企业,三品,45分,,,威尔维森（西南）官方旗舰店,,LOGO设计,"￥100
            /起",VI系统设计,"￥100
            /起",宣传画册设计,"￥100
            /起",产品包装设计,"￥100
            /起"
【产品外观设计】真空保温杯外观颜色图案设计,https://task.epwk.com/998335/,1589人,8人,3000-5000元,圆满完成,o6294****11cf3,1，产品：户外运动真空旅行壶；2，设计要求：运动风，酷，要体现档次高。3，工艺：颜色是油漆喷上去的，有亮光，哑光，半哑，喷塑等，图案工艺：丝网印刷，要求纯色，不能有渐变色；最多可以有3种颜色构成图案；,2022.05.30,2022.06.24,任务编号：998335,"￥4000,￥3000,￥3000","7天,3天,7天","广东省-深圳市,安徽省-合肥市-蜀山区,广东省-深圳市",广东红点创意设计有限公司,https://shop.epwk.com/m7d7w74er5q8/,,,,,,,,,,,,,,,,,,
