标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,字段1_link,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【公司起名】旅游公司起名,https://task.epwk.com/422440/,3817人,74人,¥200,圆满完成,单人悬赏,liuxueqian,"旅游公司起名，旅游，户外公司名称征集，本公司位于新疆伊犁。经营介绍： 主营新疆深度自助游自驾游探险徒步，汽车租赁。特色：高端，精品，深度。产品主要三类：1、做新疆本地的旅游地接服务，组团新疆深度游，探险，摄影，徒步等2、新疆本地的出境游3，新疆的汽车租赁业务要求：1、注册旅游公司或具落部。名称响亮，易记，;(必需可以注册公司的) 最好有新疆地域的特性，或者够潮2、最好有中、英文两种名称，并可注册商标3、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.05.19,2018.02.17,任务编号：422440,￥ 200,86,张佩浅,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】可注册电子商务信息公司取名,https://task.epwk.com/422411/,2948人,38人,¥150,圆满完成,单人悬赏,mf139****4001,要求名字简单好记，比较潮流，有深度，郎朗上口，符合现在的时尚潮流，最好是可以译音成简单英文,2016.05.19,2016.06.25,任务编号：422411,￥ 150,63,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】小儿推拿店取名,https://task.epwk.com/422352/,5707人,62人,¥100,圆满完成,单人悬赏,mf150****4755,1、小儿推拿店，主要针对0―12岁小 儿的健康调理，要求简洁大气。 2、国家未注册商标。,2016.05.19,2016.06.26,任务编号：422352,￥ 100,69,清风徐来工作室,https://shop.epwk.com/09drjjle353w/,https://shop.epwk.com/09drjjle353w/chushou/,工作室,七品,40分,,,广告语  起名,价格面议,专业图案设计,价格面议,营销策划,价格面议,商业文案,价格面议,商标设计,"￥500
            /件",,,,,,,,
【品牌起名】纯绿色鸡蛋品牌取名,https://task.epwk.com/422351/,3783人,64人,¥200,圆满完成,单人悬赏,mf139****3085,字数不限，最好两个，要求能注册，考虑五行。本人喜欢的名字：苹果、淘宝...本人的出生年月日是1975.3.7子时（农历）。,2016.05.19,2016.06.01,任务编号：422351,￥ 200,75,mf18627460127,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】给女宝宝起名,https://task.epwk.com/422255/,7825人,174人,¥100,圆满完成,单人悬赏,Mr158****6467,我家宝宝是女孩，姓白，生辰是 阳历：2016年04月30日（阴历：3月24日），凌晨2:48. 金木水火土这五行中喜“水”，不喜“木”“火”，故名字中最好有一个字与水有关，但水不必过大，比如“雨”这个字就不行，名字要有好的寓意，或者每个字有各自的寓意，希望能附带解释，（带姓一共3个字） 谢谢大家！,2016.05.18,2016.07.10,任务编号：422255,￥ 100,201,茄子工作室,https://shop.epwk.com/78dlj22295lx/,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】手工皂起名设计,https://task.epwk.com/422283/,4013人,59人,¥100,圆满完成,单人悬赏,Mr186****0960,手工皂起名设计1.所有的原料都是纯天然的（如花草，精油，橄榄油，茶油等）2.最好体现健康、美丽等3.中英文不限，也可以组合4.因为是要做成印章刻在肥皂上的，所以最好简单，美丽。5.之后也会做一些护肤品等，所以名字不用局限在肥皂上。6.可爱的风格也可以，最主要是独一无二。7.能设计图标的威客请您一并提供图标。,2016.05.18,2016.06.16,任务编号：422283,￥ 100,80,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】保健食品和护肤品店铺起名,https://task.epwk.com/422149/,3930人,64人,¥200,圆满完成,单人悬赏,zhangzili222,"我们是做灵芝保健食品和护肤品的，想起个店铺名字1.  简单好记2.  容易传播3. 朗朗上口4、2-3字之间5、名字必须要注册知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.05.18,2016.06.03,任务编号：422149,￥ 200,74,陈家商铺,https://shop.epwk.com/81n41188vnp6/,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】现代新中式红木家具的商标起名,https://task.epwk.com/422129/,3032人,52人,¥200,圆满完成,单人悬赏,kldpmc,"任务要求：商标要求20类可以注册,名字要大气易记品牌好推广，最好带有苏作家具的儒雅韵味",2016.05.18,2016.07.28,任务编号：422129,￥ 200,62,一洛工作室,https://shop.epwk.com/qgdmjj89odke/,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】餐饮外卖起名,https://task.epwk.com/422076/,3824人,100人,¥100,圆满完成,单人悬赏,mf139****8338,经营外卖的潮流餐饮公司，产品是：川渝风味，麻辣适口，干锅鸭爪和鸭翅，经过秘制红油炒料烹饪而成，产品类型时尚，适合年轻人，尤其是女性。我们以外卖的形式出售，不可堂吃。名字中可带有“鸭”字，也可像“皇太吉”，“伏牛堂”这种与产品不相关的名字，但一定要好记，腔调朗朗上口，符合当下餐饮行业的文化水准，时尚，没有歧义，传播率高，能够注册。,2016.05.17,2016.07.08,任务编号：422076,￥ 100,117,源清文案,https://shop.epwk.com/mod04408x5yv/,https://shop.epwk.com/mod04408x5yv/chushou/,个人,八品,40分,,,剧本创作,价格面议,广告语策划，广告语编写,价格面议,,,,,,,,,,,,,,
【公司起名】粉丝食品厂取名,https://task.epwk.com/421925/,3269人,74人,¥100,圆满完成,单人悬赏,嫩绿小鲜草,"开食品粉丝加工厂 30类  名字2~3个字为好   好听，好记，要有显著含义的名字，寓意好点的   不能抄袭别人的名字 设计的风格多样化的。需要注册的     1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.05.17,2018.01.29,任务编号：421925,￥ 100,80,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】科技公司取名,https://task.epwk.com/421870/,6423人,122人,¥360,圆满完成,单人悬赏,o5739c59a30fcf,本公司从事汽车机械制造开发行业，主要是设计为主，现想取名XXXX科技有限公司，要求名字有硬派科幻风格，最好和火星 深空探索有关，能通过商标注册，如果能设计商标更好，设计商标的费用另算,2016.05.16,2016.07.07,任务编号：421870,￥ 360,165,艾豆笔尖,https://shop.epwk.com/81n41pql0np6/,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】深圳公司起名,https://task.epwk.com/421717/,3792人,64人,¥200,圆满完成,单人悬赏,o5705b54eb83c9,"深圳XX科技有限公司  公司起名经营：     锂电池保护板，智能锂电池组，属于新能源行业要求：1、名称2-3-4个汉字均可  响亮，易记，，有创意但不失稳重;感觉有力量感，也可以走差异化，亦可不局限，给设计者最大创作空间。          必须能在深圳注册，不能注册起名也没有意义。最好能注册 为深圳XX科技有限公司  名字起的好有创意有另外奖励。2、行业内公司名称（力神，比克，创明，三星，瑟福，海盈等）例海盈含义为 海纳百川 盈满四海 可供参考3、请附上创意说明。4、请根据我公司的行业特征，用点心思，投标人最少给出3-5个名字  ，少于或多于的请勿投。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;3、如不能通过深圳市工商注册，则无效",2016.05.16,2016.06.06,任务编号：421717,￥ 200,79,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】医养院寻求名字征集,https://task.epwk.com/421652/,4511人,67人,¥200,圆满完成,单人悬赏,远洋控股,医养院寻求名字征集，具体需要沟通022-58706511江苏医养园有限公司（范例）或徐州医养园有限公司                  主要业务：医疗为主，养老为辅，国际医养中心          地处，江苏睢宁双沟镇     希望字号含（远洋）或（远、洋、楠、桐）等，，具体需要沟通022-58706511,2016.05.15,2016.06.11,任务编号：421652,￥ 200,88,梦玑文字创意馆,https://shop.epwk.com/2j5xooz235xm/,https://shop.epwk.com/2j5xooz235xm/chushou/,工作室,七品,39分,,,品牌故事创作,价格面议,店铺名称设计,价格面议,宝宝名字设计,价格面议,广告语创作,价格面议,品牌名称设计,价格面议,,,,,,,,
【品牌故事】法律类文章撰写,https://task.epwk.com/421557/,3414人,7人,¥1000,圆满完成,单人悬赏,mf156****5661,题目，论网络购物消费者的权益保护。要求逻辑严谨，原创，维普查重低于20%    正文9000字 文章撰写，求大神帮助。,2016.05.14,2016.05.26,任务编号：421557,￥ 1000,12,小Q文案工作室,https://shop.epwk.com/09drjjo9l53w/,,,,,,,,,,,,,,,,,,,,,,,,
【专业代笔】一篇演讲稿的撰写,https://task.epwk.com/421494/,3900人,15人,¥100,圆满完成,单人悬赏,o573679fedde6b,一篇以“讲好劳动故事，传承工匠精神”为主题的演讲稿要参加“工人阶级宣传月”活动，要求演讲内容健康向上，能够紧紧围绕主题演讲内容：紧扣主题、充实生动，语言流畅自然，有感召力，演讲时间不少于4分钟、不超过8分钟。主题是“讲好劳动故事，传承工匠精神”要求以基层医生的视角来讲,2016.05.14,2016.05.28,任务编号：421494,￥ 100,15,小Q文案工作室,https://shop.epwk.com/09drjjo9l53w/,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】电器售后服务公司起名,https://task.epwk.com/421362/,4467人,100人,¥100,圆满完成,单人悬赏,o564d7d7cf14f0,"电器售后服务公司起名,突出方便快捷，技术高超",2016.05.13,2016.07.10,任务编号：421362,￥ 100,113,品牌天下，名者为先,https://shop.epwk.com/j7n38gv025e1/,https://shop.epwk.com/j7n38gv025e1/chushou/,个人,七品,40分,,,品牌取名,"￥100
            /次",,,,,,,,,,,,,,,,
