标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,
【APP开发】数字展厅VR系统开发,https://task.epwk.com/1046156/,134人,1人,"¥42,575",圆满完成,,数字展厅VR系统开发,直接雇佣￥ 42575,￥ 42575,任务编号：1046156,0-88.csv,,
【动画制作】医用缝合针动画制作,https://task.epwk.com/1046199/,34人,1人,"¥16,000",圆满完成,,医用缝合针动画制作,直接雇佣￥ 16000,￥ 16000,任务编号：1046199,0-88.csv,,
【淘宝视频】睡衣淘宝视频,https://task.epwk.com/1046205/,236人,1人,"¥2,200",圆满完成,,睡衣淘宝视频,直接雇佣￥ 2200,￥ 2200,任务编号：1046205,0-88.csv,,
【直播卖货】冰淇淋粉直播卖货,https://task.epwk.com/1046206/,26人,1人,"¥15,000",圆满完成,,冰淇淋粉直播卖货,直接雇佣￥ 15000,￥ 15000,任务编号：1046206,0-88.csv,,
【专题片制作】枇杷膏专题片制作,https://task.epwk.com/1046208/,24人,1人,"¥4,000",圆满完成,,枇杷膏专题片制作,直接雇佣￥ 4000,￥ 4000,任务编号：1046208,0-88.csv,,
【其他短视频】插座短视频,https://task.epwk.com/1046210/,76人,1人,"¥3,000",圆满完成,,插座短视频,直接雇佣￥ 3000,￥ 3000,任务编号：1046210,0-88.csv,,
【创意短视频】洗脸巾创意短视频,https://task.epwk.com/1046213/,10人,1人,"¥12,000",圆满完成,,洗脸巾创意短视频,直接雇佣￥ 12000,￥ 12000,任务编号：1046213,0-88.csv,,
【广告片/MV】鱼罐头tvc广告片,https://task.epwk.com/1046215/,11人,1人,"¥25,000",圆满完成,,鱼罐头tvc广告片,直接雇佣￥ 25000,￥ 25000,任务编号：1046215,0-88.csv,,
【PS修图】大红袍ps修图,https://task.epwk.com/1046216/,297人,1人,"¥3,000",圆满完成,,大红袍ps修图,直接雇佣￥ 3000,￥ 3000,任务编号：1046216,0-88.csv,,
【三维动画】洗空调三维动画,https://task.epwk.com/1046220/,31人,1人,"¥30,000",圆满完成,,洗空调三维动画,直接雇佣￥ 30000,￥ 30000,任务编号：1046220,0-88.csv,,
【3D效果图】别墅3d效果图,https://task.epwk.com/1046222/,173人,1人,"¥8,000",圆满完成,,别墅3d效果图,直接雇佣￥ 8000,￥ 8000,任务编号：1046222,0-88.csv,,
【交互设计】平台PC页面及小程序页面,https://task.epwk.com/1046307/,324人,1人,"¥4,200",圆满完成,,平台PC页面及小程序页面,直接雇佣￥ 4200,￥ 4200,任务编号：1046307,0-88.csv,,
【VI设计】会员页面优化,https://task.epwk.com/1046316/,68人,1人,¥150,圆满完成,,会员页面优化,直接雇佣￥ 150,￥ 150,任务编号：1046316,0-88.csv,,
【其他软件开发】一键同步修改整店复制,https://task.epwk.com/1046361/,96人,1人,"¥8,000",圆满完成,,一键同步修改整店复制,直接雇佣￥ 8000,￥ 8000,任务编号：1046361,0-88.csv,,
【小程序开发】英朗小程序首页修改,https://task.epwk.com/1046468/,52人,1人,"¥1,200",圆满完成,,英朗小程序首页修改,直接雇佣￥ 1200,￥ 1200,任务编号：1046468,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1046767/,42人,1人,¥400,圆满完成,,手机页面开发,直接雇佣￥ 400,￥ 400,任务编号：1046767,0-88.csv,,
【产品原型设计】小程序设计,https://task.epwk.com/1046770/,143人,1人,"¥1,500",圆满完成,,小程序设计,直接雇佣￥ 1500,￥ 1500,任务编号：1046770,0-88.csv,,
【包装设计】宣传册设计,https://task.epwk.com/1046847/,101人,1人,"¥1,500",圆满完成,,宣传册设计,直接雇佣￥ 1500,￥ 1500,任务编号：1046847,0-88.csv,,
【小程序开发】积分商城,https://task.epwk.com/1046889/,55人,1人,"¥3,260",圆满完成,,积分商城,直接雇佣￥ 3260,￥ 3260,任务编号：1046889,0-88.csv,,
【系统工具】安卓APP开发,https://task.epwk.com/1046934/,79人,1人,"¥4,500",圆满完成,,安卓APP开发,直接雇佣￥ 4500,￥ 4500,任务编号：1046934,0-88.csv,,
【淘宝视频】鸡精淘宝视频,https://task.epwk.com/1046937/,34人,1人,"¥1,500",圆满完成,,鸡精淘宝视频,直接雇佣￥ 1500,￥ 1500,任务编号：1046937,0-88.csv,,
【直播卖货】儿童故事书直播卖货,https://task.epwk.com/1046938/,35人,1人,"¥15,000",圆满完成,,儿童故事书直播卖货,直接雇佣￥ 15000,￥ 15000,任务编号：1046938,0-88.csv,,
【广告片/MV】枣糕tvc广告片,https://task.epwk.com/1046939/,13人,1人,"¥15,000",圆满完成,,枣糕tvc广告片,直接雇佣￥ 15000,￥ 15000,任务编号：1046939,0-88.csv,,
【动画制作】圆盘锯动画制作,https://task.epwk.com/1046940/,18人,1人,"¥16,000",圆满完成,,圆盘锯动画制作,直接雇佣￥ 16000,￥ 16000,任务编号：1046940,0-88.csv,,
【其他短视频】奶糖视频拍摄,https://task.epwk.com/1046941/,58人,1人,"¥3,500",圆满完成,,奶糖视频拍摄,直接雇佣￥ 3500,￥ 3500,任务编号：1046941,0-88.csv,,
【PS修图】农家腊肉ps修图,https://task.epwk.com/1046942/,162人,1人,"¥3,000",圆满完成,,农家腊肉ps修图,直接雇佣￥ 3000,￥ 3000,任务编号：1046942,0-88.csv,,
【创意短视频】煲仔饭创意短视频,https://task.epwk.com/1046943/,17人,1人,"¥12,000",圆满完成,,煲仔饭创意短视频,直接雇佣￥ 12000,￥ 12000,任务编号：1046943,0-88.csv,,
【专题片制作】木材剥皮机专题片记录,https://task.epwk.com/1046944/,18人,1人,"¥5,000",圆满完成,,木材剥皮机专题片记录,直接雇佣￥ 5000,￥ 5000,任务编号：1046944,0-88.csv,,
【三维动画】背刀车床三维动画,https://task.epwk.com/1046945/,36人,1人,"¥30,000",圆满完成,,背刀车床三维动画,直接雇佣￥ 30000,￥ 30000,任务编号：1046945,0-88.csv,,
【剪辑服务】汽车短视频剪辑,https://task.epwk.com/1046946/,116人,1人,"¥3,000",圆满完成,,汽车短视频剪辑,直接雇佣￥ 3000,￥ 3000,任务编号：1046946,0-88.csv,,
【3D效果图】花茶3d效果图,https://task.epwk.com/1046948/,69人,1人,"¥8,000",圆满完成,,花茶3d效果图,直接雇佣￥ 8000,￥ 8000,任务编号：1046948,0-88.csv,,
【企业宣传片】政务宣传片,https://task.epwk.com/1046949/,20人,1人,"¥5,000",圆满完成,,政务宣传片,直接雇佣￥ 5000,￥ 5000,任务编号：1046949,0-88.csv,,
【H5开发】风险任务变更+请假申请岗位调整,https://task.epwk.com/1047035/,45人,1人,"¥3,600",圆满完成,,风险任务变更+请假申请岗位调整,直接雇佣￥ 3600,￥ 3600,任务编号：1047035,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1047096/,37人,1人,¥300,圆满完成,,手机页面开发,直接雇佣￥ 300,￥ 300,任务编号：1047096,0-88.csv,,
【图像识别】部分功能二开,https://task.epwk.com/1047159/,106人,1人,"¥1,500",圆满完成,,部分功能二开,直接雇佣￥ 1500,￥ 1500,任务编号：1047159,0-88.csv,,
【H5开发】安全管理模块+好视通对接,https://task.epwk.com/1047160/,78人,1人,"¥12,600",圆满完成,,安全管理模块+好视通对接,直接雇佣￥ 12600,￥ 12600,任务编号：1047160,0-88.csv,,
【淘宝视频】牛角梳淘宝视频,https://task.epwk.com/1047245/,43人,1人,"¥1,500",圆满完成,,牛角梳淘宝视频,直接雇佣￥ 1500,￥ 1500,任务编号：1047245,0-88.csv,,
【广告片/MV】洗脸巾tvc广告片,https://task.epwk.com/1047246/,9人,1人,"¥15,000",圆满完成,,洗脸巾tvc广告片,直接雇佣￥ 15000,￥ 15000,任务编号：1047246,0-88.csv,,
【创意短视频】电蚊拍创意短视频,https://task.epwk.com/1047247/,15人,1人,"¥12,000",圆满完成,,电蚊拍创意短视频,直接雇佣￥ 12000,￥ 12000,任务编号：1047247,0-88.csv,,
【直播卖货】鸡爪直播卖货,https://task.epwk.com/1047248/,20人,1人,"¥13,000",圆满完成,,鸡爪直播卖货,直接雇佣￥ 13000,￥ 13000,任务编号：1047248,0-88.csv,,
【专题片制作】花茶专题片制作,https://task.epwk.com/1047249/,17人,1人,"¥6,000",圆满完成,,花茶专题片制作,直接雇佣￥ 6000,￥ 6000,任务编号：1047249,0-88.csv,,
【PS修图】沐浴露包装设计ps修图,https://task.epwk.com/1047250/,96人,1人,"¥3,000",圆满完成,,沐浴露包装设计ps修图,直接雇佣￥ 3000,￥ 3000,任务编号：1047250,0-88.csv,,
【3D效果图】室内设计3d效果图,https://task.epwk.com/1047251/,68人,1人,"¥8,000",圆满完成,,室内设计3d效果图,直接雇佣￥ 8000,￥ 8000,任务编号：1047251,0-88.csv,,
【三维动画】三维工程动画制作,https://task.epwk.com/1047252/,34人,1人,"¥30,000",圆满完成,,三维工程动画制作,直接雇佣￥ 30000,￥ 30000,任务编号：1047252,0-88.csv,,
【其他短视频】蛋糕视频,https://task.epwk.com/1047253/,168人,1人,"¥3,500",圆满完成,,蛋糕视频,直接雇佣￥ 3500,￥ 3500,任务编号：1047253,0-88.csv,,
【动画制作】表情包动画制作,https://task.epwk.com/1047255/,71人,1人,"¥16,000",圆满完成,,表情包动画制作,直接雇佣￥ 16000,￥ 16000,任务编号：1047255,0-88.csv,,
【H5开发】H5页面开发,https://task.epwk.com/1047329/,48人,1人,¥100,圆满完成,,H5页面开发,直接雇佣￥ 100,￥ 100,任务编号：1047329,0-88.csv,,
【包装设计】金丝皇菊、刺梨两款标签,https://task.epwk.com/1047508/,51人,1人,¥800,圆满完成,,金丝皇菊、刺梨两款标签,直接雇佣￥ 800,￥ 800,任务编号：1047508,0-88.csv,,
【定制开发】PPT美化设计,https://task.epwk.com/1047546/,49人,1人,¥200,圆满完成,,PPT美化设计,直接雇佣￥ 200,￥ 200,任务编号：1047546,0-88.csv,,
【VI设计】装饰品牌升级设计,https://task.epwk.com/1047614/,55人,1人,"¥6,500",圆满完成,,装饰品牌升级设计,直接雇佣￥ 6500,￥ 6500,任务编号：1047614,0-88.csv,,
【API接口】易语言爬虫开发,https://task.epwk.com/1047682/,72人,1人,"¥2,000",圆满完成,,易语言爬虫开发,直接雇佣￥ 2000,￥ 2000,任务编号：1047682,0-88.csv,,
【API接口】py爬虫开发,https://task.epwk.com/1047686/,168人,1人,"¥2,000",圆满完成,,py爬虫开发,直接雇佣￥ 2000,￥ 2000,任务编号：1047686,0-88.csv,,
【包装设计】姜粉标贴,https://task.epwk.com/1047823/,45人,1人,¥200,圆满完成,,姜粉标贴,直接雇佣￥ 200,￥ 200,任务编号：1047823,0-88.csv,,
【小程序开发】水果店供应链系统一期款,https://task.epwk.com/1047866/,64人,1人,"¥7,650",圆满完成,,水果店供应链系统一期款,直接雇佣￥ 7650,￥ 7650,任务编号：1047866,0-88.csv,,
【H5开发】H5开发,https://task.epwk.com/1047876/,75人,1人,¥200,圆满完成,,H5开发,直接雇佣￥ 200,￥ 200,任务编号：1047876,0-88.csv,,
【淘宝视频】体脂秤淘宝视频,https://task.epwk.com/1047905/,43人,1人,"¥1,500",圆满完成,,体脂秤淘宝视频,直接雇佣￥ 1500,￥ 1500,任务编号：1047905,0-88.csv,,
【广告片/MV】非转基因菜籽油tvc广告片,https://task.epwk.com/1047907/,11人,1人,"¥15,000",圆满完成,,非转基因菜籽油tvc广告片,直接雇佣￥ 15000,￥ 15000,任务编号：1047907,0-88.csv,,
【其他短视频】豆干短视频,https://task.epwk.com/1047909/,86人,1人,"¥3,500",圆满完成,,豆干短视频,直接雇佣￥ 3500,￥ 3500,任务编号：1047909,0-88.csv,,
【3D效果图】跑步机3d效果图,https://task.epwk.com/1047910/,46人,1人,"¥8,000",圆满完成,,跑步机3d效果图,直接雇佣￥ 8000,￥ 8000,任务编号：1047910,0-88.csv,,
【动画制作】狗动画制作,https://task.epwk.com/1047914/,33人,1人,"¥12,000",圆满完成,,狗动画制作,直接雇佣￥ 12000,￥ 12000,任务编号：1047914,0-88.csv,,
【PS修图】豆浆粉ps修图,https://task.epwk.com/1047917/,402人,1人,"¥3,000",圆满完成,,豆浆粉ps修图,直接雇佣￥ 3000,￥ 3000,任务编号：1047917,0-88.csv,,
【定制开发】ANGE網路弱電,https://task.epwk.com/1047955/,81人,1人,"¥2,000",圆满完成,,ANGE網路弱電,直接雇佣￥ 2000,￥ 2000,任务编号：1047955,0-88.csv,,
【书籍装帧】2023年6月刊设计,https://task.epwk.com/1048101/,66人,1人,"¥14,580",圆满完成,,2023年6月刊设计,直接雇佣￥ 14580,￥ 14580,任务编号：1048101,0-88.csv,,
【包装设计】蒲公英菊花决明子茶标签,https://task.epwk.com/1048137/,79人,1人,¥200,圆满完成,,蒲公英菊花决明子茶标签,直接雇佣￥ 200,￥ 200,任务编号：1048137,0-88.csv,,
【宣传册设计】商务局画册,https://task.epwk.com/1048221/,103人,1人,"¥5,100",圆满完成,,商务局画册,直接雇佣￥ 5100,￥ 5100,任务编号：1048221,0-88.csv,,
【产品原型设计】UI原型图设计,https://task.epwk.com/1048322/,62人,1人,"¥7,650",圆满完成,,UI原型图设计,直接雇佣￥ 7650,￥ 7650,任务编号：1048322,0-88.csv,,
【响应式网站】欧邑达,https://task.epwk.com/1048357/,87人,1人,"¥2,000",圆满完成,,欧邑达,直接雇佣￥ 2000,￥ 2000,任务编号：1048357,0-88.csv,,
【包装设计】莲子心标签设计,https://task.epwk.com/1048391/,68人,1人,¥200,圆满完成,,莲子心标签设计,直接雇佣￥ 200,￥ 200,任务编号：1048391,0-88.csv,,
【手游开发】全球嘉年华游戏开发,https://task.epwk.com/1048413/,79人,1人,"¥9,000",圆满完成,,全球嘉年华游戏开发,直接雇佣￥ 9000,￥ 9000,任务编号：1048413,0-88.csv,,
【运维服务】7月基础服务器运维租赁费用,https://task.epwk.com/1048429/,58人,1人,"¥49,999",圆满完成,,7月基础服务器运维租赁费用,直接雇佣￥ 49999,￥ 49999,任务编号：1048429,0-88.csv,,
【其他软件开发】7月额外软件支撑服务,https://task.epwk.com/1048430/,72人,1人,"¥22,500",圆满完成,,7月额外软件支撑服务,直接雇佣￥ 22500,￥ 22500,任务编号：1048430,0-88.csv,,
【小程序开发】微信小程序社群电商开发,https://task.epwk.com/1048440/,97人,1人,"¥3,000",圆满完成,,微信小程序社群电商开发,直接雇佣￥ 3000,￥ 3000,任务编号：1048440,0-88.csv,,
【交互设计】网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,https://task.epwk.com/1048459/,84人,1人,¥300,圆满完成,,网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,直接雇佣￥ 300,￥ 300,任务编号：1048459,0-88.csv,,
【更多场景定制】QT开发，己谈好,https://task.epwk.com/1048486/,130人,1人,"¥7,000",圆满完成,,QT开发，己谈好,直接雇佣￥ 7000,￥ 7000,任务编号：1048486,0-88.csv,,
【包装设计】包装设计,https://task.epwk.com/1048589/,54人,1人,"¥7,500",圆满完成,,包装设计,直接雇佣￥ 7500,￥ 7500,任务编号：1048589,0-88.csv,,
【其他网站】开发一款H5网站对接公众号，因图片太大，上传不了，,https://task.epwk.com/1048631/,97人,1人,"¥2,800",圆满完成,,开发一款H5网站对接公众号，因图片太大，上传不了，,直接雇佣￥ 2800,￥ 2800,任务编号：1048631,0-88.csv,,
【APP开发】即时通讯修改+部署,https://task.epwk.com/1048704/,92人,1人,"¥6,000",圆满完成,,即时通讯修改+部署,直接雇佣￥ 6000,￥ 6000,任务编号：1048704,0-88.csv,,
【其他网站】项目尾款支付,https://task.epwk.com/1048782/,50人,1人,"¥8,380",圆满完成,,项目尾款支付,直接雇佣￥ 8380,￥ 8380,任务编号：1048782,0-88.csv,,
【APP开发】物联网APP开发,https://task.epwk.com/1048808/,119人,1人,"¥74,100",圆满完成,,物联网APP开发,直接雇佣￥ 74100,￥ 74100,任务编号：1048808,0-88.csv,,
【创意短视频】醋创意短视频,https://task.epwk.com/1048927/,18人,1人,"¥12,000",圆满完成,,醋创意短视频,直接雇佣￥ 12000,￥ 12000,任务编号：1048927,0-88.csv,,
【创意短视频】双肩包创意短视频,https://task.epwk.com/1048928/,11人,1人,"¥12,000",圆满完成,,双肩包创意短视频,直接雇佣￥ 12000,￥ 12000,任务编号：1048928,0-88.csv,,
【三维动画】哑铃三维动画,https://task.epwk.com/1048929/,19人,1人,"¥30,000",圆满完成,,哑铃三维动画,直接雇佣￥ 30000,￥ 30000,任务编号：1048929,0-88.csv,,
【三维动画】活动斜板三维动画,https://task.epwk.com/1048930/,24人,1人,"¥30,000",圆满完成,,活动斜板三维动画,直接雇佣￥ 30000,￥ 30000,任务编号：1048930,0-88.csv,,
【直播卖货】油烟机清洗剂直播卖货,https://task.epwk.com/1048936/,29人,1人,"¥13,000",圆满完成,,油烟机清洗剂直播卖货,直接雇佣￥ 13000,￥ 13000,任务编号：1048936,0-88.csv,,
【直播卖货】羊蹄直播卖货,https://task.epwk.com/1048937/,26人,1人,"¥13,000",圆满完成,,羊蹄直播卖货,直接雇佣￥ 13000,￥ 13000,任务编号：1048937,0-88.csv,,
【专题片制作】酸菜鱼专题片制作,https://task.epwk.com/1048938/,42人,1人,"¥8,000",圆满完成,,酸菜鱼专题片制作,直接雇佣￥ 8000,￥ 8000,任务编号：1048938,0-88.csv,,
【专题片制作】冰淇淋专题片制作,https://task.epwk.com/1048939/,44人,1人,"¥8,000",圆满完成,,冰淇淋专题片制作,直接雇佣￥ 8000,￥ 8000,任务编号：1048939,0-88.csv,,
【LOGO设计】LOGO设计,https://task.epwk.com/1049153/,84人,1人,"¥4,500",圆满完成,,LOGO设计,直接雇佣￥ 4500,￥ 4500,任务编号：1049153,0-88.csv,,
【彩页设计】期刊排版设计,https://task.epwk.com/1049311/,96人,1人,"¥7,680",圆满完成,,期刊排版设计,直接雇佣￥ 7680,￥ 7680,任务编号：1049311,0-88.csv,,
